#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
51,IL20C_I050K01N17,True,3308105.490556,0.003880,0.000000,1.000000,0.000000,0.000000
46,IL20C_I045K01N17,True,3309535.372699,0.002160,0.000432,0.668984,1.027824,0.921732
70,IL20C_I069K01N17,True,3309900.416964,0.001820,0.000543,0.643489,1.107141,0.959526
45,IL20C_I044K01N17,True,3311074.209507,0.002510,0.000897,0.645823,1.070103,0.953965
3,IL20C_I002K01N17,True,3311275.530233,0.002600,0.000958,0.695259,0.989090,0.836345
19,IL20C_I018K01N17,True,3311733.073667,0.002820,0.001097,0.713298,0.947582,0.759681
30,IL20C_I029K01N17,True,3313060.708387,0.002630,0.001498,0.684753,0.996865,0.827849
12,IL20C_I011K01N17,True,3313886.134625,0.002550,0.001747,0.775640,0.766897,0.667305
42,IL20C_I041K01N17,True,3319171.957158,0.001680,0.003345,0.645121,1.081650,0.958159
69,IL20C_I068K01N17,True,3321740.077200,0.002300,0.004122,0.839852,0.704979,0.397549
61,IL20C_I060K01N17,True,3323245.476081,0.003170,0.004577,0.750550,0.922799,0.791266
87,IL20C_I086K01N17,True,3323653.330865,0.001760,0.004700,0.615575,1.117915,1.078126
24,IL20C_I023K01N17,True,3324210.041173,0.003890,0.004868,0.770789,0.870991,0.627436
49,IL20C_I048K01N17,True,3324621.473393,0.004360,0.004993,0.812742,0.764935,0.478200
53,IL20C_I052K01N17,True,3325512.337056,0.002710,0.005262,0.831886,0.757668,0.419581
64,IL20C_I063K01N17,True,3326233.142457,0.002950,0.005480,0.751697,0.869496,0.712453
2,IL20C_I001K01N17,True,3327714.089422,0.003250,0.005927,0.755324,0.918630,0.698368
84,IL20C_I083K01N17,True,3328751.421621,0.001830,0.006241,0.833816,0.697633,0.457391
50,IL20C_I049K01N17,True,3329592.783754,0.002240,0.006495,0.803235,0.758793,0.544600
99,IL20C_I098K01N17,True,3330803.434626,0.003020,0.006861,0.739921,0.938414,0.754320
59,IL20C_I058K01N17,True,3331839.650653,0.002840,0.007175,0.794213,0.761463,0.587023
26,IL20C_I025K01N17,True,3331998.745613,0.002550,0.007223,0.668506,1.055137,0.894206
81,IL20C_I080K01N17,True,3333691.935143,0.004380,0.007734,0.744359,0.880925,0.729150
86,IL20C_I085K01N17,True,3334117.995495,0.002560,0.007863,0.650519,1.087578,0.970069
38,IL20C_I037K01N17,True,3335158.366494,0.001950,0.008178,0.608442,1.179638,1.129451
20,IL20C_I019K01N17,True,3335398.701204,0.003630,0.008250,0.763276,0.879470,0.652204
71,IL20C_I070K01N17,True,3335682.203841,0.002660,0.008336,0.671988,1.038056,0.917932
11,IL20C_I010K01N17,True,3335949.519722,0.002200,0.008417,0.710242,0.990723,0.830881
76,IL20C_I075K01N17,True,3337685.807335,0.002520,0.008942,0.647225,1.108852,0.964341
13,IL20C_I012K01N17,True,3338004.054393,0.002190,0.009038,0.757085,0.900967,0.680122
95,IL20C_I094K01N17,True,3338129.898213,0.002860,0.009076,0.766706,0.907202,0.653524
90,IL20C_I089K01N17,True,3339065.124028,0.002070,0.009359,0.735637,0.902181,0.722308
55,IL20C_I054K01N17,True,3339547.793718,0.002550,0.009505,0.640992,1.120549,1.000727
4,IL20C_I003K01N17,True,3339777.662068,0.001700,0.009574,0.642551,1.166347,1.061714
96,IL20C_I095K01N17,True,3339881.093162,0.002690,0.009605,0.637837,1.135047,0.993380
25,IL20C_I024K01N17,True,3341091.436288,0.001830,0.009971,0.783116,0.864380,0.587054
97,IL20C_I096K01N17,True,3345440.718339,0.002200,0.011286,0.740676,0.939741,0.691746
56,IL20C_I055K01N17,True,3345762.855857,0.002350,0.011383,0.580921,1.285013,1.261517
1,IL20C_I000K01N17,True,3347699.538577,0.002430,0.011969,0.734805,0.964597,0.717974
41,IL20C_I040K01N17,True,3350470.387370,0.001970,0.012806,0.717514,0.979086,0.806126
57,IL20C_I056K01N17,True,3350947.539786,0.004530,0.012951,0.611011,1.209761,1.145055
43,IL20C_I042K01N17,True,3352435.786916,0.002610,0.013401,0.765518,0.856697,0.631201
75,IL20C_I074K01N17,True,3354847.650915,0.002510,0.014130,0.780197,0.939716,0.585667
33,IL20C_I032K01N17,True,3355736.971841,0.002540,0.014398,0.698849,1.088097,0.874689
29,IL20C_I028K01N17,True,3356366.073465,0.002480,0.014589,0.612141,1.204845,1.130088
22,IL20C_I021K01N17,True,3356955.677959,0.002860,0.014767,0.594910,1.216156,1.143504
79,IL20C_I078K01N17,True,3357628.747319,0.004140,0.014970,0.708876,1.034575,0.851430
54,IL20C_I053K01N17,True,3358049.091961,0.002380,0.015097,0.712880,1.054664,0.868033
85,IL20C_I084K01N17,True,3361271.677429,0.002280,0.016071,0.717794,1.010502,0.771569
88,IL20C_I087K01N17,True,3362612.291712,0.002620,0.016477,0.642725,1.120929,0.978996
37,IL20C_I036K01N17,True,3363677.109718,0.002870,0.016799,0.683983,1.115243,0.948576
52,IL20C_I051K01N17,True,3364159.794428,0.003760,0.016945,0.690656,1.046411,0.905783
66,IL20C_I065K01N17,True,3364327.025558,0.007790,0.016995,0.701892,1.011675,0.841675
44,IL20C_I043K01N17,True,3371975.660759,0.002520,0.019307,0.773611,0.859564,0.622037
8,IL20C_I007K01N17,True,3372822.200050,0.002140,0.019563,0.638387,1.182397,1.034518
92,IL20C_I091K01N17,True,3373580.547553,0.002870,0.019792,0.707081,1.099849,0.846744
93,IL20C_I092K01N17,True,3375636.814395,0.001600,0.020414,0.689025,1.080952,0.886011
48,IL20C_I047K01N17,True,3375636.952234,0.002540,0.020414,0.659351,1.120618,1.022983
10,IL20C_I009K01N17,True,3377881.627311,0.003920,0.021092,0.722517,1.039790,0.824530
63,IL20C_I062K01N17,True,3378470.166072,0.002770,0.021270,0.711885,1.036658,0.801515
9,IL20C_I008K01N17,True,3378950.076765,0.002860,0.021415,0.706664,1.024618,0.848719
78,IL20C_I077K01N17,True,3379118.122777,0.003790,0.021466,0.770072,0.837786,0.652730
15,IL20C_I014K01N17,True,3379249.874784,0.002570,0.021506,0.642243,1.116215,0.988293
5,IL20C_I004K01N17,True,3380002.283836,0.002730,0.021734,0.681365,1.052520,0.900326
21,IL20C_I020K01N17,True,3381522.804629,0.002410,0.022193,0.734314,0.988261,0.792939
94,IL20C_I093K01N17,True,3381837.736593,0.002360,0.022288,0.657130,1.141002,1.007731
74,IL20C_I073K01N17,True,3382312.893793,0.002580,0.022432,0.626280,1.165125,1.052790
60,IL20C_I059K01N17,True,3387179.775995,0.010920,0.023903,0.630483,1.163320,1.109046
47,IL20C_I046K01N17,True,3387209.690307,0.003430,0.023912,0.656296,1.103850,0.998508
7,IL20C_I006K01N17,True,3387531.004802,0.002390,0.024009,0.666927,1.100486,0.997964
62,IL20C_I061K01N17,True,3387613.298512,0.002070,0.024034,0.728664,0.988974,0.793892
67,IL20C_I066K01N17,True,3388413.371200,0.002150,0.024276,0.641375,1.158089,1.062196
16,IL20C_I015K01N17,True,3390968.514383,0.002090,0.025048,0.680372,1.031797,0.921111
89,IL20C_I088K01N17,True,3391166.075565,0.002860,0.025108,0.670003,1.108683,0.933447
80,IL20C_I079K01N17,True,3391655.023499,0.002170,0.025256,0.631543,1.178122,1.059767
36,IL20C_I035K01N17,True,3392538.507074,0.002950,0.025523,0.624968,1.205909,1.160787
32,IL20C_I031K01N17,True,3393200.833740,0.002830,0.025723,0.589297,1.255760,1.205827
98,IL20C_I097K01N17,True,3397367.358436,0.001620,0.026983,0.629147,1.162452,1.089738
77,IL20C_I076K01N17,True,3399039.246383,0.002170,0.027488,0.615941,1.236174,1.230301
58,IL20C_I057K01N17,True,3399661.429294,0.002560,0.027676,0.686628,1.082902,0.936696
100,IL20C_I099K01N17,True,3400854.714050,0.002370,0.028037,0.620184,1.201927,1.143214
