#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
94,MD20C_I093K01N08,True,1315321.038832,0.006150,0.000000,1.000000,0.000000,0.000000
81,MD20C_I080K01N08,True,1315696.537767,0.003640,0.000285,0.982373,0.139271,0.036150
27,MD20C_I026K01N08,True,1316105.360881,0.004970,0.000596,0.989665,0.080581,0.021213
41,MD20C_I040K01N08,True,1317063.023231,0.006410,0.001324,0.970930,0.210080,0.061002
69,MD20C_I068K01N08,True,1317234.943055,0.005330,0.001455,0.965993,0.228066,0.071862
42,MD20C_I041K01N08,True,1317302.333564,0.007740,0.001506,0.935941,0.373371,0.145441
78,MD20C_I077K01N08,True,1317837.669384,0.004010,0.001913,0.958545,0.277538,0.088831
90,MD20C_I089K01N08,True,1318017.108369,0.003420,0.002050,0.933729,0.385690,0.151205
92,MD20C_I091K01N08,True,1318620.032789,0.004010,0.002508,0.954655,0.297053,0.098052
57,MD20C_I056K01N08,True,1318641.775520,0.004420,0.002525,0.956459,0.272200,0.093280
88,MD20C_I087K01N08,True,1318698.186034,0.005370,0.002568,0.952636,0.303719,0.103161
10,MD20C_I009K01N08,True,1318876.457088,0.005180,0.002703,0.958575,0.262710,0.088440
15,MD20C_I014K01N08,True,1318990.923923,0.004210,0.002790,0.956903,0.273814,0.092232
54,MD20C_I053K01N08,True,1318990.923923,0.004210,0.002790,0.956903,0.273814,0.092232
70,MD20C_I069K01N08,True,1318990.923923,0.004210,0.002790,0.956903,0.273814,0.092232
77,MD20C_I076K01N08,True,1318990.923923,0.004210,0.002790,0.956903,0.273814,0.092232
21,MD20C_I020K01N08,True,1319015.761831,0.005010,0.002809,0.956033,0.277421,0.094270
71,MD20C_I070K01N08,True,1319224.014057,0.004700,0.002967,0.956650,0.284930,0.093812
73,MD20C_I072K01N08,True,1319501.071453,0.011760,0.003178,0.961535,0.255185,0.081534
32,MD20C_I031K01N08,True,1319757.003472,0.004780,0.003373,0.932394,0.393823,0.154692
98,MD20C_I097K01N08,True,1319775.895251,0.005890,0.003387,0.931984,0.395577,0.155850
46,MD20C_I045K01N08,True,1319871.766608,0.007030,0.003460,0.963736,0.243714,0.076732
61,MD20C_I060K01N08,True,1320191.725511,0.005200,0.003703,0.953967,0.305938,0.098838
72,MD20C_I071K01N08,True,1320245.372289,0.008850,0.003744,0.939957,0.355424,0.135565
36,MD20C_I035K01N08,True,1320374.569196,0.005840,0.003842,0.947340,0.330665,0.115207
66,MD20C_I065K01N08,True,1320440.160235,0.005300,0.003892,0.952949,0.301147,0.102137
51,MD20C_I050K01N08,True,1320460.784015,0.007090,0.003908,0.956729,0.281493,0.092046
100,MD20C_I099K01N08,True,1320603.572395,0.005580,0.004016,0.958710,0.266294,0.088748
18,MD20C_I017K01N08,True,1320614.002272,0.004780,0.004024,0.956447,0.290182,0.092962
6,MD20C_I005K01N08,True,1320742.376891,0.006390,0.004122,0.960017,0.266247,0.084120
35,MD20C_I034K01N08,True,1321132.044924,0.008050,0.004418,0.947005,0.333367,0.115184
4,MD20C_I003K01N08,True,1321173.366132,0.012940,0.004449,0.936480,0.381221,0.142818
62,MD20C_I061K01N08,True,1321173.366132,0.012940,0.004449,0.936480,0.381221,0.142818
80,MD20C_I079K01N08,True,1321182.487166,0.013260,0.004456,0.946048,0.342204,0.117114
97,MD20C_I096K01N08,True,1321324.688855,0.006280,0.004564,0.965285,0.234096,0.072956
29,MD20C_I028K01N08,True,1321510.706550,0.003790,0.004706,0.963205,0.245560,0.077533
9,MD20C_I008K01N08,True,1321689.048281,0.005580,0.004841,0.959512,0.271580,0.085894
37,MD20C_I036K01N08,True,1321894.800472,0.007700,0.004998,0.936801,0.381206,0.142114
