BLOCK,PRECINCT
050014801001000,05001000013
050014801001001,05001000013
050014801001002,05001000013
050014801001003,05001000013
050014801001004,05001000013
050014801001005,05001000013
050014801001006,05001000013
050014801001007,05001000013
050014801001008,05001000013
050014801001009,05001000013
050014801001010,05001000013
050014801001011,05001000013
050014801001012,05001000011
050014801001013,05001000011
050014801001014,05001000011
050014801001015,05001000013
050014801001016,05001000013
050014801001017,05001000013
050014801001018,05001000013
050014801001019,05001000013
050014801001020,05001000012
050014801001021,05001000013
050014801001022,05001000013
050014801001023,05001000013
050014801001024,05001000013
050014801001025,05001000013
050014801001026,05001000013
050014801001027,05001000013
050014801001028,05001000013
050014801001029,05001000013
050014801001030,05001000013
050014801001031,05001000013
050014801001032,05001000013
050014801001033,05001000013
050014801001034,05001000013
050014801001035,05001000013
050014801001036,05001000013
050014801001037,05001000013
050014801001038,05001000014
050014801001039,05001000014
050014801001040,05001000013
050014801001041,05001000013
050014801001042,05001000013
050014801001043,05001000013
050014801001044,05001000013
050014801001045,05001000013
050014801001046,05001000013
050014801001047,05001000013
050014801001048,05001000013
050014801001049,05001000013
050014801001050,05001000013
050014801001051,05001000012
050014801001052,05001000013
050014801001053,05001000013
050014801001054,05001000012
050014801001055,05001000012
050014801001056,05001000012
050014801001057,05001000012
050014801001058,05001000012
050014801001059,05001000012
050014801001060,05001000012
050014801001061,05001000012
050014801001062,05001000012
050014801001063,05001000012
050014801001064,05001000012
050014801001065,05001000012
050014801001066,05001000012
050014801001067,05001000012
050014801001068,05001000021
050014801001069,05001000021
050014801001070,05001000021
050014801001071,05001000023
050014801001072,05001000021
050014801001073,05001000012
050014801001074,05001000012
050014801001075,05001000012
050014801001076,05001000012
050014801001077,05001000012
050014801001078,05001000021
050014801001079,05001000021
050014801001080,05001000021
050014801001081,05001000021
050014801001082,05001000012
050014801001083,05001000012
050014801001084,05001000012
050014801001085,05001000012
050014801001086,05001000012
050014801001087,05001000012
050014801001088,05001000013
050014801001089,05001000013
050014801001090,05001000012
050014801001091,05001000012
050014801001092,05001000021
050014801001093,05001000021
050014801001094,05001000021
050014801001095,05001000021
050014801001096,05001000021
050014801001097,05001000021
050014801001098,05001000023
050014801001099,05001000023
050014801001100,05001000023
050014801001101,05001000023
050014801001102,05001000021
050014801001103,05001000023
050014801001104,05001000023
050014801001105,05001000023
050014801001106,05001000023
050014801001107,05001000023
050014801001108,05001000023
050014801001109,05001000023
050014801001110,05001000023
050014801001111,05001000023
050014801001112,05001000021
050014801001113,05001000021
050014801001114,05001000023
050014801001115,05001000023
050014801001116,05001000023
050014801001117,05001000023
050014801001118,05001000023
050014801001119,05001000021
050014801001120,05001000021
050014801001121,05001000023
050014801001122,05001000023
050014801001123,05001000021
050014801001124,05001000021
050014801001125,05001000021
050014801001126,05001000021
050014801001127,05001000021
050014801001128,05001000021
050014801001129,05001000021
050014801001130,05001000021
050014801001131,05001000021
050014801001132,05001000021
050014801001133,05001000021
050014801001134,05001000021
050014801001135,05001000021
050014801001136,05001000021
050014801001137,05001000012
050014801001138,05001000021
050014801001139,05001000021
050014801001140,05001000021
050014801001141,05001000021
050014801001142,05001000021
050014801001143,05001000013
050014801001144,05001000021
050014801001145,05001000013
050014801001146,05001000021
050014801001147,05001000021
050014801001148,05001000021
050014801001149,05001000021
050014801001150,05001000021
050014801001151,05001000021
050014801001152,05001000021
050014801001153,05001000021
050014801001154,05001000021
050014801001155,05001000021
050014801001156,05001000021
050014801001157,05001000021
050014801001158,05001000021
050014801001159,05001000021
050014801001160,05001000021
050014801001161,05001000021
050014801001162,05001000021
050014801001163,05001000021
050014801001164,05001000022
050014801001165,05001000022
050014801001166,05001000021
050014801001167,05001000022
050014801001168,05001000022
050014801001169,05001000021
050014801001170,05001000022
050014801001171,05001000013
050014801001172,05001000022
050014801001173,05001000022
050014801001174,05001000021
050014801001175,05001000021
050014801001176,05001000021
050014801001177,05001000031
050014801001178,05001000021
050014801001179,05001000021
050014801001180,05001000021
050014801001181,05001000021
050014801001182,05001000021
050014801001183,05001000021
050014801001184,05001000021
050014801001185,05001000021
050014801001186,05001000021
050014801001187,05001000021
050014801001188,05001000021
050014801001189,05001000021
050014801001190,05001000021
050014801001191,05001000021
050014801001192,05001000031
050014801001193,05001000021
050014801001194,05001000031
050014801001195,05001000031
050014801001196,05001000021
050014801001197,05001000031
050014801001198,05001000031
050014801001199,05001000031
050014801001200,05001000021
050014801001201,05001000021
050014801001202,05001000021
050014801001203,05001000021
050014801001204,05001000021
050014801001205,05001000021
050014801001206,05001000021
050014801001207,05001000021
050014801001208,05001000021
050014801001209,05001000021
050014801001210,05001000021
050014801001211,05001000031
050014801001212,05001000021
050014801001213,05001000021
050014801001214,05001000031
050014801001215,05001000031
050014801001216,05001000031
050014801001217,05001000031
050014801001218,05001000021
050014801001219,05001000021
050014801001220,05001000021
050014801001221,05001000021
050014801001222,05001000021
050014801001223,05001000021
050014801001224,05001000031
050014801001225,05001000031
050014801001226,05001000031
050014801001227,05001000021
050014801001228,05001000031
050014801001229,05001000021
050014801001230,05001000021
050014801001231,05001000021
050014801001232,05001000021
050014801001233,05001000021
050014801001234,05001000037
050014801001235,05001000031
050014801001236,05001000031
050014801001237,05001000031
050014801001238,05001000031
050014801001239,05001000022
050014801001240,05001000021
050014801001241,05001000023
050014801001242,05001000023
050014801001243,05001000037
050014801001244,05001000031
050014801001245,05001000021
050014801001246,05001000023
050014801001247,05001000021
050014801001248,05001000021
050014801001249,05001000021
050014801001250,05001000021
050014801001251,05001000012
050014801001252,05001000014
050014801001253,05001000014
050014801001254,05001000014
050014801001255,05001000014
050014801001256,05001000014
050014801001257,05001000013
050014801001258,05001000023
050014801001259,05001000014
050014801001260,05001000014
050014801001261,05001000014
050014801001262,05001000012
050014801001263,05001000031
050014801001264,05001000031
050014801001265,05001000031
050014801001266,05001000021
050014801001267,05001000031
050014802001000,05001000011
050014802001001,05001000011
050014802001002,05001000011
050014802001003,05001000011
050014802001004,05001000011
050014802001005,05001000011
050014802001006,05001000011
050014802001007,05001000011
050014802001008,05001000011
050014802001009,05001000011
050014802001010,05001000011
050014802001011,05001000011
050014802001012,05001000011
050014802001013,05001000011
050014802001014,05001000011
050014802001015,05001000014
050014802001016,05001000014
050014802001017,05001000011
050014802001018,05001000011
050014802001019,05001000013
050014802001020,05001000013
050014802001021,05001000011
050014802001022,05001000011
050014802001023,05001000013
050014802001024,05001000013
050014802001025,05001000013
050014802001026,05001000014
050014802001027,05001000014
050014802001028,05001000014
050014802001029,05001000014
050014802001030,05001000014
