#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
56,NM20C_I055K01N03,True,2133689.370574,0.000800,0.000000,1.000000,0.000000,0.000000
67,NM20C_I066K01N03,True,2134110.724737,0.000520,0.000197,0.996762,0.031438,0.006496
53,NM20C_I052K01N03,True,2134110.724737,0.000520,0.000197,0.996762,0.031438,0.006496
19,NM20C_I018K01N03,True,2134246.740701,0.000820,0.000261,0.998937,0.012006,0.002127
38,NM20C_I037K01N03,True,2134344.549240,0.000310,0.000307,0.994335,0.050418,0.011393
63,NM20C_I062K01N03,True,2134344.549240,0.000310,0.000307,0.994335,0.050418,0.011393
4,NM20C_I003K01N03,True,2134344.549240,0.000310,0.000307,0.994335,0.050418,0.011393
62,NM20C_I061K01N03,True,2134344.549240,0.000310,0.000307,0.994335,0.050418,0.011393
93,NM20C_I092K01N03,True,2172665.870728,0.000910,0.018267,0.780604,0.649506,0.532370
79,NM20C_I078K01N03,True,2173033.737056,0.001730,0.018440,0.780522,0.647634,0.531813
57,NM20C_I056K01N03,True,2173033.737056,0.001730,0.018440,0.780522,0.647634,0.531813
25,NM20C_I024K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
29,NM20C_I028K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
26,NM20C_I025K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
72,NM20C_I071K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
69,NM20C_I068K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
91,NM20C_I090K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
97,NM20C_I096K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
9,NM20C_I008K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
60,NM20C_I059K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
100,NM20C_I099K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
18,NM20C_I017K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
11,NM20C_I010K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
20,NM20C_I019K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
22,NM20C_I021K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
27,NM20C_I026K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
43,NM20C_I042K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
45,NM20C_I044K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
50,NM20C_I049K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
81,NM20C_I080K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
82,NM20C_I081K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
85,NM20C_I084K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
88,NM20C_I087K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
13,NM20C_I012K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
24,NM20C_I023K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
36,NM20C_I035K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
51,NM20C_I050K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
15,NM20C_I014K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
21,NM20C_I020K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
23,NM20C_I022K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
28,NM20C_I027K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
42,NM20C_I041K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
49,NM20C_I048K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
54,NM20C_I053K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
70,NM20C_I069K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
74,NM20C_I073K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
78,NM20C_I077K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
87,NM20C_I086K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
92,NM20C_I091K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
96,NM20C_I095K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
59,NM20C_I058K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
14,NM20C_I013K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
73,NM20C_I072K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
7,NM20C_I006K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
8,NM20C_I007K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
46,NM20C_I045K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
76,NM20C_I075K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
90,NM20C_I089K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
3,NM20C_I002K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
10,NM20C_I009K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
16,NM20C_I015K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
17,NM20C_I016K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
33,NM20C_I032K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
83,NM20C_I082K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
37,NM20C_I036K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
61,NM20C_I060K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
75,NM20C_I074K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
5,NM20C_I004K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
58,NM20C_I057K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
68,NM20C_I067K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
31,NM20C_I030K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
34,NM20C_I033K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
64,NM20C_I063K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
86,NM20C_I085K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
98,NM20C_I097K01N03,True,2173317.137300,0.000860,0.018572,0.779829,0.659596,0.535923
66,NM20C_I065K01N03,True,2173798.159816,0.000990,0.018798,0.780328,0.651638,0.533722
40,NM20C_I039K01N03,True,2175366.884364,0.002180,0.019533,0.781059,0.651064,0.532141
65,NM20C_I064K01N03,True,2175366.884364,0.002180,0.019533,0.781059,0.651064,0.532141
44,NM20C_I043K01N03,True,2175366.884364,0.002180,0.019533,0.781059,0.651064,0.532141
95,NM20C_I094K01N03,True,2175366.884364,0.002180,0.019533,0.781059,0.651064,0.532141
94,NM20C_I093K01N03,True,2175366.884364,0.002180,0.019533,0.781059,0.651064,0.532141
48,NM20C_I047K01N03,True,2175366.884364,0.002180,0.019533,0.781059,0.651064,0.532141
71,NM20C_I070K01N03,True,2175366.884364,0.002180,0.019533,0.781059,0.651064,0.532141
2,NM20C_I001K01N03,True,2175366.884364,0.002180,0.019533,0.781059,0.651064,0.532141
47,NM20C_I046K01N03,True,2772808.029940,0.001330,0.299537,0.525913,1.101663,1.091139
52,NM20C_I051K01N03,True,2772808.029940,0.001330,0.299537,0.525913,1.101663,1.091139
