MAP,ENERGY
MA20C_I000K01N09,312559.075331
MA20C_I001K01N09,314115.105259
MA20C_I002K01N09,311823.888864
MA20C_I003K01N09,311493.966815
MA20C_I004K01N09,317049.212591
MA20C_I005K01N09,317230.554306
MA20C_I006K01N09,313174.490007
MA20C_I007K01N09,311942.790489
MA20C_I008K01N09,311766.468727
MA20C_I009K01N09,319978.426686
MA20C_I010K01N09,312939.980527
MA20C_I011K01N09,312012.523600
MA20C_I012K01N09,325523.823680
MA20C_I013K01N09,313867.349468
MA20C_I014K01N09,312050.390756
MA20C_I015K01N09,320898.910837
MA20C_I016K01N09,323048.459905
MA20C_I017K01N09,314199.047188
MA20C_I018K01N09,312801.775829
MA20C_I019K01N09,312040.262339
MA20C_I020K01N09,314000.346434
MA20C_I021K01N09,315747.548337
MA20C_I022K01N09,311898.119584
MA20C_I023K01N09,320887.370720
MA20C_I024K01N09,320752.648020
MA20C_I025K01N09,319883.534060
MA20C_I026K01N09,311896.308787
MA20C_I027K01N09,316181.642632
MA20C_I028K01N09,318004.779790
MA20C_I029K01N09,312316.045742
MA20C_I030K01N09,324075.987623
MA20C_I031K01N09,320508.765889
MA20C_I032K01N09,312038.475012
MA20C_I033K01N09,319966.799472
MA20C_I034K01N09,320707.452048
MA20C_I035K01N09,319890.322400
MA20C_I036K01N09,322984.776512
MA20C_I037K01N09,313487.472448
MA20C_I038K01N09,311859.995811
MA20C_I039K01N09,311976.189828
MA20C_I040K01N09,321205.317050
MA20C_I041K01N09,317542.456911
MA20C_I042K01N09,314233.673122
MA20C_I043K01N09,313817.070557
MA20C_I044K01N09,312930.378683
MA20C_I045K01N09,319157.546963
MA20C_I046K01N09,315254.884674
MA20C_I047K01N09,322448.659166
MA20C_I048K01N09,325093.347963
MA20C_I049K01N09,318409.377348
MA20C_I050K01N09,313053.656810
MA20C_I051K01N09,320323.798754
MA20C_I052K01N09,325768.713256
MA20C_I053K01N09,317782.223927
MA20C_I054K01N09,312662.859361
MA20C_I055K01N09,313518.099122
MA20C_I056K01N09,319243.141529
MA20C_I057K01N09,319810.540555
MA20C_I058K01N09,312675.951885
MA20C_I059K01N09,316570.539707
MA20C_I060K01N09,311212.693218
MA20C_I061K01N09,318221.478483
MA20C_I062K01N09,315177.515362
MA20C_I063K01N09,322454.182669
MA20C_I064K01N09,313117.489894
MA20C_I065K01N09,311958.595344
MA20C_I066K01N09,317284.815501
MA20C_I067K01N09,311634.892906
MA20C_I068K01N09,311448.995002
MA20C_I069K01N09,311578.741002
MA20C_I070K01N09,324205.785796
MA20C_I071K01N09,317408.456287
MA20C_I072K01N09,323006.754573
MA20C_I073K01N09,318961.376487
MA20C_I074K01N09,311859.995811
MA20C_I075K01N09,311105.492789
MA20C_I076K01N09,311643.114914
MA20C_I077K01N09,320995.772366
MA20C_I078K01N09,321948.728561
MA20C_I079K01N09,319993.604883
MA20C_I080K01N09,319906.902043
MA20C_I081K01N09,314160.492652
MA20C_I082K01N09,318241.134754
MA20C_I083K01N09,319610.547121
MA20C_I084K01N09,317306.352059
MA20C_I085K01N09,315254.884674
MA20C_I086K01N09,312470.025981
MA20C_I087K01N09,311578.633416
MA20C_I088K01N09,318747.506227
MA20C_I089K01N09,317205.268678
MA20C_I090K01N09,312490.121548
MA20C_I091K01N09,324242.631958
MA20C_I092K01N09,314076.054661
MA20C_I093K01N09,312306.544573
MA20C_I094K01N09,318733.682072
MA20C_I096K01N09,312108.468960
MA20C_I097K01N09,322649.953291
MA20C_I098K01N09,311782.131941
MA20C_I099K01N09,311942.665434
