#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
89,MN20C_I088K01N08,False,2854581.078897,0.017470,0.000000,1.000000,0.000000,0.000000
78,MN20C_I077K01N08,False,2854762.468997,0.017470,0.000064,0.999904,0.001127,0.000191
32,MN20C_I031K01N08,True,2856229.270157,0.022350,0.000577,0.898655,0.465303,0.243889
44,MN20C_I043K01N08,True,2856654.214811,0.019400,0.000726,0.893271,0.494620,0.257847
74,MN20C_I073K01N08,True,2861356.393151,0.030160,0.002373,0.968580,0.218717,0.065207
14,MN20C_I013K01N08,False,2862040.022042,0.027210,0.002613,0.964498,0.242280,0.073976
50,MN20C_I049K01N08,False,2862066.110145,0.027210,0.002622,0.964955,0.239589,0.072948
55,MN20C_I054K01N08,True,2862264.599145,0.023100,0.002692,0.962230,0.255918,0.079502
80,MN20C_I079K01N08,True,2862514.258422,0.014580,0.002779,0.934299,0.358121,0.147896
13,MN20C_I012K01N08,False,2862539.352220,0.019520,0.002788,0.925584,0.361231,0.174791
6,MN20C_I005K01N08,True,2862656.071631,0.018360,0.002829,0.962576,0.255268,0.078194
39,MN20C_I038K01N08,True,2862662.962763,0.014190,0.002831,0.927047,0.389243,0.167299
2,MN20C_I001K01N08,True,2863354.978738,0.020670,0.003074,0.969133,0.217354,0.064049
8,MN20C_I007K01N08,True,2863476.204178,0.008150,0.003116,0.907523,0.410405,0.223894
27,MN20C_I026K01N08,True,2863586.299751,0.017940,0.003155,0.962662,0.254007,0.077987
31,MN20C_I030K01N08,True,2863586.299751,0.017940,0.003155,0.962662,0.254007,0.077987
53,MN20C_I052K01N08,True,2863586.299751,0.017940,0.003155,0.962662,0.254007,0.077987
68,MN20C_I067K01N08,True,2863586.299751,0.017940,0.003155,0.962662,0.254007,0.077987
91,MN20C_I090K01N08,True,2863586.299751,0.017940,0.003155,0.962662,0.254007,0.077987
19,MN20C_I018K01N08,True,2863768.707165,0.016590,0.003219,0.958140,0.275456,0.088045
29,MN20C_I028K01N08,True,2863792.767099,0.016260,0.003227,0.958278,0.274459,0.088600
41,MN20C_I040K01N08,True,2863897.082415,0.017940,0.003264,0.946144,0.336643,0.115623
93,MN20C_I092K01N08,True,2863926.171557,0.024510,0.003274,0.934401,0.390349,0.143709
24,MN20C_I023K01N08,False,2864102.022438,0.014460,0.003335,0.970258,0.211837,0.061807
90,MN20C_I089K01N08,True,2864121.984937,0.016480,0.003342,0.958412,0.273560,0.088329
79,MN20C_I078K01N08,True,2864182.983640,0.017980,0.003364,0.969205,0.219294,0.063971
63,MN20C_I062K01N08,True,2864223.175860,0.016690,0.003378,0.926809,0.409359,0.162834
59,MN20C_I058K01N08,True,2864274.265956,0.024610,0.003396,0.961859,0.260350,0.080177
92,MN20C_I091K01N08,True,2864275.155503,0.017780,0.003396,0.963688,0.246600,0.075713
9,MN20C_I008K01N08,True,2864290.373233,0.017940,0.003401,0.963667,0.246698,0.075758
12,MN20C_I011K01N08,True,2864290.373233,0.017940,0.003401,0.963667,0.246698,0.075758
20,MN20C_I019K01N08,True,2864290.373233,0.017940,0.003401,0.963667,0.246698,0.075758
26,MN20C_I025K01N08,True,2864290.373233,0.017940,0.003401,0.963667,0.246698,0.075758
