#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
52,MN20C_I051K01N08,True,2864290.373233,0.017940,0.003401,0.963667,0.246698,0.075758
71,MN20C_I070K01N08,True,2864290.373233,0.017940,0.003401,0.963667,0.246698,0.075758
82,MN20C_I081K01N08,True,2864290.373233,0.017940,0.003401,0.963667,0.246698,0.075758
77,MN20C_I076K01N08,True,2864860.149695,0.018750,0.003601,0.928333,0.384455,0.159765
67,MN20C_I066K01N08,False,2865034.185935,0.014640,0.003662,0.965884,0.237213,0.071033
75,MN20C_I074K01N08,False,2865034.185935,0.014640,0.003662,0.965884,0.237213,0.071033
34,MN20C_I033K01N08,True,2865139.217303,0.015290,0.003699,0.957530,0.272586,0.089880
58,MN20C_I057K01N08,True,2865232.919343,0.020260,0.003731,0.928564,0.387084,0.163783
18,MN20C_I017K01N08,True,2865377.641423,0.016230,0.003782,0.894069,0.491732,0.252399
88,MN20C_I087K01N08,True,2865540.000747,0.014560,0.003839,0.954351,0.298091,0.096741
54,MN20C_I053K01N08,True,2865712.193927,0.017020,0.003899,0.958002,0.281392,0.088638
15,MN20C_I014K01N08,True,2865783.914920,0.013050,0.003925,0.967338,0.227071,0.067829
94,MN20C_I093K01N08,False,2865805.337369,0.018520,0.003932,0.966878,0.229366,0.068813
100,MN20C_I099K01N08,True,2865809.116573,0.017320,0.003933,0.897886,0.471057,0.243965
23,MN20C_I022K01N08,True,2865814.544660,0.016240,0.003935,0.973620,0.187540,0.054663
25,MN20C_I024K01N08,True,2865873.440859,0.022300,0.003956,0.958639,0.273038,0.087815
35,MN20C_I034K01N08,True,2865924.673704,0.013050,0.003974,0.958452,0.279398,0.087643
70,MN20C_I069K01N08,True,2866074.035303,0.016240,0.004026,0.962373,0.246004,0.079124
22,MN20C_I021K01N08,True,2866142.622960,0.016240,0.004050,0.961605,0.253756,0.080840
43,MN20C_I042K01N08,True,2866204.619195,0.013400,0.004072,0.975629,0.176727,0.050254
84,MN20C_I083K01N08,True,2866338.556565,0.025770,0.004119,0.951054,0.316491,0.104288
73,MN20C_I072K01N08,True,2866745.703111,0.014700,0.004261,0.942557,0.339562,0.126195
87,MN20C_I086K01N08,True,2866896.838001,0.016240,0.004314,0.963028,0.241174,0.077782
45,MN20C_I044K01N08,True,2867055.852046,0.013160,0.004370,0.955958,0.288140,0.093694
5,MN20C_I004K01N08,True,2867107.831696,0.026110,0.004388,0.952227,0.292140,0.103677
36,MN20C_I035K01N08,True,2867222.089677,0.013790,0.004428,0.922209,0.415002,0.175333
40,MN20C_I039K01N08,True,2867317.802648,0.016790,0.004462,0.896495,0.484515,0.245453
83,MN20C_I082K01N08,True,2867325.869783,0.016550,0.004465,0.895339,0.486933,0.248650
66,MN20C_I065K01N08,True,2867340.464589,0.019460,0.004470,0.974687,0.178190,0.052473
76,MN20C_I075K01N08,True,2867347.380506,0.016500,0.004472,0.962498,0.255393,0.078487
42,MN20C_I041K01N08,True,2867352.045689,0.019460,0.004474,0.974511,0.179009,0.052855
86,MN20C_I085K01N08,True,2867352.045689,0.019460,0.004474,0.974511,0.179009,0.052855
38,MN20C_I037K01N08,False,2867373.592774,0.013260,0.004481,0.931420,0.386030,0.151674
16,MN20C_I015K01N08,True,2867377.790994,0.016230,0.004483,0.894598,0.490854,0.251033
30,MN20C_I029K01N08,True,2867378.086220,0.016330,0.004483,0.972621,0.194982,0.056829
17,MN20C_I016K01N08,True,2867483.331793,0.017400,0.004520,0.941324,0.352858,0.126988
62,MN20C_I061K01N08,True,2867619.427879,0.016300,0.004568,0.973004,0.192137,0.055970
98,MN20C_I097K01N08,True,2868024.905516,0.013930,0.004710,0.930227,0.373905,0.156777
56,MN20C_I055K01N08,True,2868184.306656,0.016780,0.004765,0.908296,0.469847,0.213664
65,MN20C_I064K01N08,True,2868192.992459,0.011620,0.004768,0.928580,0.420284,0.161173
21,MN20C_I020K01N08,True,2868247.521036,0.016380,0.004788,0.932103,0.371594,0.151671
7,MN20C_I006K01N08,True,2868441.246821,0.013030,0.004855,0.964662,0.235363,0.074696
48,MN20C_I047K01N08,True,2868599.579232,0.023810,0.004911,0.963180,0.251824,0.077480
81,MN20C_I080K01N08,True,2868939.930044,0.011990,0.005030,0.956190,0.269517,0.093375
57,MN20C_I056K01N08,True,2869107.924700,0.013670,0.005089,0.919321,0.464239,0.185903
28,MN20C_I027K01N08,False,2869196.902641,0.014320,0.005120,0.971813,0.205633,0.058410
95,MN20C_I094K01N08,False,2869409.392704,0.013050,0.005195,0.966246,0.233203,0.070216
4,MN20C_I003K01N08,True,2869542.523759,0.020960,0.005241,0.956051,0.289812,0.092937
61,MN20C_I060K01N08,True,2869878.399881,0.018440,0.005359,0.958625,0.272029,0.087591
69,MN20C_I068K01N08,True,2869992.250294,0.014700,0.005399,0.932611,0.383023,0.150370
97,MN20C_I096K01N08,True,2870686.457091,0.013890,0.005642,0.976543,0.170360,0.048515
99,MN20C_I098K01N08,True,2870809.033445,0.013760,0.005685,0.926927,0.429049,0.165575
96,MN20C_I095K01N08,True,2871122.415461,0.017220,0.005795,0.900399,0.465197,0.236948
85,MN20C_I084K01N08,True,2871252.698734,0.031460,0.005840,0.889070,0.519947,0.266794
10,MN20C_I009K01N08,True,2871412.465279,0.018500,0.005896,0.930063,0.415205,0.156971
1,MN20C_I000K01N08,True,2871536.268591,0.015830,0.005940,0.909072,0.462889,0.212306
37,MN20C_I036K01N08,True,2871576.978939,0.014540,0.005954,0.927866,0.388151,0.161773
33,MN20C_I032K01N08,True,2871622.316534,0.015820,0.005970,0.962723,0.251234,0.078343
64,MN20C_I063K01N08,True,2871698.346669,0.012570,0.005996,0.956788,0.277800,0.091925
60,MN20C_I059K01N08,False,2871887.507900,0.013230,0.006063,0.930630,0.390466,0.154185
47,MN20C_I046K01N08,True,2874442.630043,0.020820,0.006958,0.963180,0.245282,0.078267
72,MN20C_I071K01N08,True,2899281.410072,0.011040,0.015659,0.815755,0.746142,0.479610
51,MN20C_I050K01N08,True,2899797.815019,0.016000,0.015840,0.802451,0.781290,0.522222
3,MN20C_I002K01N08,False,2900124.862968,0.016260,0.015955,0.810047,0.761096,0.496102
11,MN20C_I010K01N08,True,2906295.765854,0.019880,0.018116,0.818410,0.737825,0.475178
46,MN20C_I045K01N08,True,2906623.488595,0.012970,0.018231,0.803277,0.768477,0.521040
