MAP,ENERGY
MN20C_I000K01N08,2865827.884151
MN20C_I001K01N08,2877498.577478
MN20C_I002K01N08,2881819.251151
MN20C_I003K01N08,2865426.421263
MN20C_I004K01N08,2896094.481587
MN20C_I005K01N08,2873603.142708
MN20C_I006K01N08,2895846.113878
MN20C_I007K01N08,2840477.432883
MN20C_I008K01N08,2840477.432883
MN20C_I009K01N08,2880069.821363
MN20C_I010K01N08,2847275.232784
MN20C_I011K01N08,2874132.362211
MN20C_I012K01N08,2843700.474394
MN20C_I013K01N08,2876624.017352
MN20C_I014K01N08,2844031.520890
MN20C_I015K01N08,2871040.757580
MN20C_I016K01N08,2871428.562860
MN20C_I017K01N08,2861647.778805
MN20C_I018K01N08,2877133.477554
MN20C_I019K01N08,2845121.550767
MN20C_I020K01N08,2898814.065207
MN20C_I021K01N08,2895175.743801
MN20C_I022K01N08,2846156.567143
MN20C_I023K01N08,2846955.186652
MN20C_I024K01N08,2870428.520390
MN20C_I025K01N08,2871058.837353
MN20C_I026K01N08,2868470.905277
MN20C_I027K01N08,2856617.984318
MN20C_I028K01N08,2867996.623860
MN20C_I029K01N08,2863730.391404
MN20C_I030K01N08,2905168.033232
MN20C_I031K01N08,2843209.848283
MN20C_I032K01N08,2898814.065207
MN20C_I033K01N08,2845333.665456
MN20C_I034K01N08,2861865.828847
MN20C_I035K01N08,2845926.224094
MN20C_I036K01N08,2877347.440108
MN20C_I037K01N08,2870123.538353
MN20C_I038K01N08,2870354.651611
MN20C_I039K01N08,2868887.341720
MN20C_I040K01N08,2867783.912155
MN20C_I041K01N08,2866825.926938
MN20C_I042K01N08,2845974.281826
MN20C_I043K01N08,2886947.297870
MN20C_I044K01N08,2862043.959935
MN20C_I045K01N08,2839885.774414
MN20C_I046K01N08,2865281.186325
MN20C_I047K01N08,2878363.286229
MN20C_I048K01N08,2895799.848677
MN20C_I049K01N08,2850192.041249
MN20C_I050K01N08,2850909.751760
MN20C_I051K01N08,2897251.584354
MN20C_I052K01N08,2884149.260363
MN20C_I053K01N08,2877740.105549
MN20C_I054K01N08,2844701.855333
MN20C_I055K01N08,2845303.163893
MN20C_I056K01N08,2869587.652783
MN20C_I057K01N08,2862043.959935
MN20C_I058K01N08,2841033.101918
MN20C_I059K01N08,2844200.335346
MN20C_I060K01N08,2866742.510072
MN20C_I061K01N08,2842428.178784
MN20C_I062K01N08,2845326.373997
MN20C_I063K01N08,2870708.966801
MN20C_I064K01N08,2866709.567127
MN20C_I066K01N08,2863080.912234
MN20C_I067K01N08,2888715.527817
MN20C_I068K01N08,2901972.838279
MN20C_I069K01N08,2875785.552803
MN20C_I070K01N08,2845890.366785
MN20C_I071K01N08,2868534.585309
MN20C_I072K01N08,2844023.536031
MN20C_I073K01N08,2845653.873402
MN20C_I074K01N08,2893437.352788
MN20C_I075K01N08,2845338.685677
MN20C_I076K01N08,2846554.713951
MN20C_I077K01N08,2868910.525631
MN20C_I079K01N08,2865477.097364
MN20C_I080K01N08,2847402.971957
MN20C_I081K01N08,2896733.776888
MN20C_I082K01N08,2845538.796501
MN20C_I083K01N08,2877053.461348
MN20C_I084K01N08,2863438.479075
MN20C_I085K01N08,2865591.773516
MN20C_I086K01N08,2902431.512262
MN20C_I087K01N08,2866813.746522
MN20C_I088K01N08,2851943.233553
MN20C_I089K01N08,2850491.721674
MN20C_I090K01N08,2845144.095831
MN20C_I091K01N08,2863839.139330
MN20C_I092K01N08,2847241.369252
MN20C_I093K01N08,2869085.032117
MN20C_I094K01N08,2844316.685389
MN20C_I095K01N08,2845303.256050
MN20C_I096K01N08,2870999.733831
MN20C_I097K01N08,2868855.844002
MN20C_I098K01N08,2869096.582214
MN20C_I099K01N08,2848446.102987
