#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
17,OK20C_I016K01N05,True,2134588.133104,0.005030,0.000000,1.000000,0.000000,0.000000
75,OK20C_I074K01N05,True,2135757.220160,0.003880,0.000548,0.989868,0.088009,0.020570
50,OK20C_I049K01N05,True,2135888.147288,0.005060,0.000609,0.978640,0.151866,0.043924
14,OK20C_I013K01N05,True,2135892.942786,0.003880,0.000611,0.989995,0.086480,0.020312
36,OK20C_I035K01N05,True,2135950.955976,0.004470,0.000638,0.998094,0.019242,0.003831
32,OK20C_I031K01N05,True,2135950.955976,0.004470,0.000638,0.998094,0.019242,0.003831
97,OK20C_I096K01N05,True,2136188.528743,0.005070,0.000750,0.991101,0.080363,0.017997
91,OK20C_I090K01N05,True,2136501.962027,0.003660,0.000897,0.987154,0.107381,0.026140
72,OK20C_I071K01N05,True,2136570.600610,0.004540,0.000929,0.987181,0.106988,0.026064
73,OK20C_I072K01N05,True,2136674.254436,0.004290,0.000977,0.992530,0.067058,0.015108
48,OK20C_I047K01N05,True,2136681.290917,0.002330,0.000981,0.979640,0.142285,0.041885
79,OK20C_I078K01N05,True,2136694.867688,0.004330,0.000987,0.979786,0.147192,0.041494
18,OK20C_I017K01N05,True,2136941.751801,0.003770,0.001103,0.986661,0.101288,0.027159
98,OK20C_I097K01N05,True,2137049.767498,0.004380,0.001153,0.994463,0.049732,0.011177
54,OK20C_I053K01N05,True,2137065.470559,0.005520,0.001161,0.984395,0.116261,0.031908
26,OK20C_I025K01N05,True,2137231.622477,0.004580,0.001238,0.993982,0.052681,0.012177
27,OK20C_I026K01N05,True,2137231.622477,0.004580,0.001238,0.993982,0.052681,0.012177
89,OK20C_I088K01N05,True,2137696.794505,0.004330,0.001456,0.978573,0.155783,0.044038
30,OK20C_I029K01N05,True,2138212.906299,0.004320,0.001698,0.981645,0.143359,0.037662
16,OK20C_I015K01N05,True,2138253.515541,0.005800,0.001717,0.975817,0.177683,0.049972
41,OK20C_I040K01N05,True,2138383.467839,0.003870,0.001778,0.982495,0.129634,0.035803
93,OK20C_I092K01N05,True,2138435.306151,0.005490,0.001802,0.978307,0.162605,0.044700
66,OK20C_I065K01N05,True,2138435.306151,0.005490,0.001802,0.978307,0.162605,0.044700
64,OK20C_I063K01N05,True,2138460.040327,0.003950,0.001814,0.976229,0.168320,0.048983
12,OK20C_I011K01N05,True,2138460.040327,0.003950,0.001814,0.976229,0.168320,0.048983
82,OK20C_I081K01N05,True,2138460.040327,0.003950,0.001814,0.976229,0.168320,0.048983
