#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
1,LA20C_I000K01N06,True,2139381.013130,0.020340,0.000000,1.000000,0.000000,0.000000
39,LA20C_I038K01N06,True,2139381.013130,0.020340,0.000000,1.000000,0.000000,0.000000
65,LA20C_I064K01N06,True,2139381.013130,0.020340,0.000000,1.000000,0.000000,0.000000
86,LA20C_I085K01N06,True,2139381.013130,0.020340,0.000000,1.000000,0.000000,0.000000
64,LA20C_I063K01N06,True,2139452.660340,0.022920,0.000033,0.999150,0.008544,0.001704
9,LA20C_I008K01N06,True,2140075.049065,0.018050,0.000324,0.996530,0.032824,0.006975
36,LA20C_I035K01N06,True,2140075.049065,0.018050,0.000324,0.996530,0.032824,0.006975
73,LA20C_I072K01N06,True,2140130.760643,0.018150,0.000350,0.999236,0.008180,0.001531
2,LA20C_I001K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
12,LA20C_I011K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
13,LA20C_I012K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
14,LA20C_I013K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
15,LA20C_I014K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
20,LA20C_I019K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
21,LA20C_I020K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
22,LA20C_I021K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
23,LA20C_I022K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
25,LA20C_I024K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
27,LA20C_I026K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
32,LA20C_I031K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
34,LA20C_I033K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
35,LA20C_I034K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
38,LA20C_I037K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
40,LA20C_I039K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
42,LA20C_I041K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
47,LA20C_I046K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
48,LA20C_I047K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
54,LA20C_I053K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
57,LA20C_I056K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
61,LA20C_I060K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
67,LA20C_I066K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
69,LA20C_I068K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
72,LA20C_I071K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
77,LA20C_I076K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
81,LA20C_I080K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
82,LA20C_I081K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
87,LA20C_I086K01N06,True,2140151.937914,0.017300,0.000360,0.997484,0.022471,0.005063
