MAP,ENERGY
TX20C_I000K01N38,7828652.501658
TX20C_I002K01N38,7615627.203529
TX20C_I006K01N38,7905926.738956
TX20C_I008K01N38,7999854.808885
TX20C_I009K01N38,7871558.041099
TX20C_I012K01N38,7627354.838941
TX20C_I016K01N38,7788204.614823
TX20C_I020K01N38,7753861.073967
TX20C_I022K01N38,7726946.243720
TX20C_I024K01N38,7998477.927056
TX20C_I032K01N38,7800560.688621
TX20C_I033K01N38,7785054.236630
TX20C_I034K01N38,8102666.765794
TX20C_I036K01N38,7769445.681667
TX20C_I037K01N38,7833522.842035
TX20C_I038K01N38,8181139.176673
TX20C_I041K01N38,7713640.289229
TX20C_I042K01N38,7928451.187394
TX20C_I045K01N38,7848801.044967
TX20C_I048K01N38,8001010.576038
TX20C_I049K01N38,7838987.085555
TX20C_I052K01N38,8116722.900404
TX20C_I053K01N38,7846196.087364
TX20C_I054K01N38,7853103.964853
TX20C_I055K01N38,8039535.713463
TX20C_I057K01N38,7393863.293216
TX20C_I060K01N38,7927568.908117
TX20C_I065K01N38,7849956.958227
TX20C_I068K01N38,7907839.229877
TX20C_I070K01N38,7474743.321553
TX20C_I072K01N38,7576803.247920
TX20C_I073K01N38,7799148.784190
TX20C_I074K01N38,8032088.475200
TX20C_I082K01N38,7733247.708419
TX20C_I087K01N38,7722489.818659
TX20C_I089K01N38,7730769.846033
TX20C_I091K01N38,7815798.239295
TX20C_I092K01N38,7818956.203495
TX20C_I096K01N38,7476836.637796
