#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
58,TX20C_I057K01N38,True,9109748.915679,0.011430,0.000000,1.000000,0.000000,0.000000
71,TX20C_I070K01N38,True,9145180.538969,0.009530,0.003889,0.790969,0.816291,0.585848
97,TX20C_I096K01N38,True,9217278.584089,0.009830,0.011804,0.776330,0.850793,0.646140
21,TX20C_I020K01N38,True,9246030.866760,0.012150,0.014960,0.802459,0.796897,0.542406
83,TX20C_I082K01N38,True,9308105.732795,0.010070,0.021774,0.738705,0.959422,0.717170
13,TX20C_I012K01N38,True,9345526.212727,0.012380,0.025882,0.772381,0.839343,0.656107
90,TX20C_I089K01N38,True,9367093.531023,0.009190,0.028249,0.676739,1.099115,0.961044
23,TX20C_I022K01N38,True,9405647.477126,0.007870,0.032482,0.751448,0.927599,0.758912
50,TX20C_I049K01N38,True,9412032.476929,0.007890,0.033182,0.688479,1.069739,0.925698
73,TX20C_I072K01N38,True,9429262.178474,0.012800,0.035074,0.716247,0.983295,0.837014
93,TX20C_I092K01N38,True,9483579.264670,0.007630,0.041036,0.751022,0.956002,0.743736
3,TX20C_I002K01N38,True,9493397.400656,0.008120,0.042114,0.730357,0.989375,0.820832
42,TX20C_I041K01N38,True,9502396.504476,0.012110,0.043102,0.681898,1.114086,0.956903
39,TX20C_I038K01N38,True,9509509.696622,0.008330,0.043883,0.711363,1.008699,0.820356
34,TX20C_I033K01N38,True,9512650.654664,0.009540,0.044228,0.718214,0.999914,0.844403
54,TX20C_I053K01N38,True,9524248.674945,0.010550,0.045501,0.665917,1.132950,1.007218
1,TX20C_I000K01N38,True,9526267.482416,0.016950,0.045722,0.742226,0.917026,0.738453
92,TX20C_I091K01N38,True,9539316.072902,0.010900,0.047155,0.720135,1.012732,0.849612
56,TX20C_I055K01N38,True,9541561.347805,0.013830,0.047401,0.713651,1.015060,0.882050
38,TX20C_I037K01N38,True,9567996.697013,0.008850,0.050303,0.624644,1.186990,1.132222
37,TX20C_I036K01N38,True,9578881.529242,0.009800,0.051498,0.744827,0.937301,0.754442
69,TX20C_I068K01N38,True,9583585.212025,0.013500,0.052014,0.693639,1.086508,0.928377
88,TX20C_I087K01N38,True,9591043.458134,0.009370,0.052833,0.713117,1.048564,0.871529
66,TX20C_I065K01N38,True,9598174.669305,0.008040,0.053616,0.642557,1.179316,1.043906
46,TX20C_I045K01N38,True,9616479.818306,0.009380,0.055625,0.675956,1.116655,0.979312
53,TX20C_I052K01N38,True,9626649.277563,0.008830,0.056741,0.683209,1.051595,0.931089
74,TX20C_I073K01N38,True,9630866.185930,0.009290,0.057204,0.677399,1.078947,0.974713
17,TX20C_I016K01N38,True,9644510.147338,0.013360,0.058702,0.743426,0.957096,0.769054
55,TX20C_I054K01N38,True,9653614.496329,0.009490,0.059701,0.677188,1.102864,0.957761
7,TX20C_I006K01N38,True,9680673.024909,0.010650,0.062672,0.697385,1.056348,0.923021
75,TX20C_I074K01N38,True,9690478.865087,0.010080,0.063748,0.653187,1.158413,1.052326
49,TX20C_I048K01N38,True,9695865.018792,0.008890,0.064339,0.658936,1.128510,1.007566
35,TX20C_I034K01N38,True,9697634.718437,0.011340,0.064534,0.661041,1.142547,1.022215
33,TX20C_I032K01N38,True,9706509.220931,0.011600,0.065508,0.635490,1.160647,1.100204
10,TX20C_I009K01N38,True,9711660.788967,0.011560,0.066073,0.653962,1.149110,1.023548
9,TX20C_I008K01N38,True,9715898.389645,0.011190,0.066539,0.704594,1.019603,0.876360
25,TX20C_I024K01N38,True,9717698.405152,0.016440,0.066736,0.655046,1.155048,1.014518
61,TX20C_I060K01N38,True,9748623.383284,0.010070,0.070131,0.667214,1.121496,1.026376
43,TX20C_I042K01N38,True,9786297.393849,0.009000,0.074266,0.645299,1.171365,1.122041
