#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
16,AR20C_I015K01N04,True,1850425.208847,0.005740,0.000000,1.000000,0.000000,0.000000
75,AR20C_I074K01N04,True,1851341.219774,0.003470,0.000495,0.987884,0.096194,0.024561
92,AR20C_I091K01N04,True,1851341.219774,0.003470,0.000495,0.987884,0.096194,0.024561
82,AR20C_I081K01N04,True,1851341.219774,0.003470,0.000495,0.987884,0.096194,0.024561
25,AR20C_I024K01N04,True,1851404.386894,0.004320,0.000529,0.990159,0.081873,0.019888
60,AR20C_I059K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
30,AR20C_I029K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
32,AR20C_I031K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
62,AR20C_I061K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
94,AR20C_I093K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
17,AR20C_I016K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
37,AR20C_I036K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
56,AR20C_I055K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
13,AR20C_I012K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
53,AR20C_I052K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
46,AR20C_I045K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
71,AR20C_I070K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
83,AR20C_I082K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
15,AR20C_I014K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
36,AR20C_I035K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
45,AR20C_I044K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
88,AR20C_I087K01N04,True,1851428.279375,0.003830,0.000542,0.987794,0.097350,0.024749
81,AR20C_I080K01N04,True,1852023.148104,0.003470,0.000864,0.988383,0.092981,0.023534
97,AR20C_I096K01N04,True,1853604.981561,0.004410,0.001718,0.995162,0.043449,0.009737
38,AR20C_I037K01N04,True,1853604.981561,0.004410,0.001718,0.995162,0.043449,0.009737
99,AR20C_I098K01N04,True,1853604.981561,0.004410,0.001718,0.995162,0.043449,0.009737
69,AR20C_I068K01N04,True,1853604.981561,0.004410,0.001718,0.995162,0.043449,0.009737
66,AR20C_I065K01N04,True,1853832.318078,0.003950,0.001841,0.991221,0.073224,0.017732
33,AR20C_I032K01N04,True,1853832.318078,0.003950,0.001841,0.991221,0.073224,0.017732
41,AR20C_I040K01N04,True,1853832.318078,0.003950,0.001841,0.991221,0.073224,0.017732
50,AR20C_I049K01N04,True,1853832.318078,0.003950,0.001841,0.991221,0.073224,0.017732
68,AR20C_I067K01N04,True,1853832.318078,0.003950,0.001841,0.991221,0.073224,0.017732
80,AR20C_I079K01N04,True,1853832.318078,0.003950,0.001841,0.991221,0.073224,0.017732
100,AR20C_I099K01N04,True,1853832.318078,0.003950,0.001841,0.991221,0.073224,0.017732
57,AR20C_I056K01N04,True,1853832.318078,0.003950,0.001841,0.991221,0.073224,0.017732
85,AR20C_I084K01N04,True,1853832.318078,0.003950,0.001841,0.991221,0.073224,0.017732
26,AR20C_I025K01N04,True,1853832.490824,0.003930,0.001841,0.991225,0.073189,0.017723
23,AR20C_I022K01N04,True,1854664.399114,0.003820,0.002291,0.993841,0.054645,0.012404
39,AR20C_I038K01N04,True,1854735.831489,0.006000,0.002330,0.992036,0.067479,0.016072
3,AR20C_I002K01N04,True,1854768.815170,0.004580,0.002347,0.994311,0.050356,0.011454
31,AR20C_I030K01N04,True,1854768.815170,0.004580,0.002347,0.994311,0.050356,0.011454
21,AR20C_I020K01N04,True,1854768.815170,0.004580,0.002347,0.994311,0.050356,0.011454
28,AR20C_I027K01N04,True,1854921.218217,0.007690,0.002430,0.992459,0.064144,0.015216
7,AR20C_I006K01N04,True,1855977.876106,0.004090,0.003001,0.989825,0.082979,0.020567
8,AR20C_I007K01N04,True,1855977.876106,0.004090,0.003001,0.989825,0.082979,0.020567
9,AR20C_I008K01N04,True,1855977.876106,0.004090,0.003001,0.989825,0.082979,0.020567
19,AR20C_I018K01N04,True,1855977.876106,0.004090,0.003001,0.989825,0.082979,0.020567
51,AR20C_I050K01N04,True,1855977.876106,0.004090,0.003001,0.989825,0.082979,0.020567
52,AR20C_I051K01N04,True,1855977.876106,0.004090,0.003001,0.989825,0.082979,0.020567
70,AR20C_I069K01N04,True,1855977.876106,0.004090,0.003001,0.989825,0.082979,0.020567
