#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
59,GA20C_I058K01N14,True,3253052.366428,0.010480,0.000000,1.000000,0.000000,0.000000
52,GA20C_I051K01N14,True,3253091.066940,0.006300,0.000012,0.812683,0.680802,0.529182
28,GA20C_I027K01N14,True,3255898.143606,0.013580,0.000875,0.884803,0.543315,0.295163
27,GA20C_I026K01N14,True,3256140.174091,0.006680,0.000949,0.841992,0.584944,0.425793
40,GA20C_I039K01N14,True,3261860.661586,0.015930,0.002708,0.898221,0.533193,0.242307
15,GA20C_I014K01N14,True,3269016.410636,0.007870,0.004907,0.787155,0.752993,0.592548
31,GA20C_I030K01N14,True,3269169.120469,0.007360,0.004954,0.917190,0.432048,0.194438
37,GA20C_I036K01N14,True,3273168.840966,0.006280,0.006184,0.770410,0.819211,0.672203
97,GA20C_I096K01N14,True,3275767.065769,0.009440,0.006983,0.798559,0.691218,0.547834
50,GA20C_I049K01N14,True,3276566.749015,0.010340,0.007228,0.797064,0.744534,0.562125
57,GA20C_I056K01N14,True,3279198.647627,0.008470,0.008037,0.895285,0.538200,0.247640
61,GA20C_I060K01N14,True,3282844.050357,0.011410,0.009158,0.833738,0.740881,0.446553
4,GA20C_I003K01N14,True,3283770.022134,0.005290,0.009443,0.848163,0.717270,0.384576
7,GA20C_I006K01N14,True,3287763.904102,0.018090,0.010670,0.813298,0.772520,0.492319
43,GA20C_I042K01N14,True,3288203.802307,0.009550,0.010806,0.839442,0.704707,0.428074
60,GA20C_I059K01N14,True,3289215.464569,0.008340,0.011117,0.869697,0.621110,0.318975
82,GA20C_I081K01N14,True,3289779.868605,0.011130,0.011290,0.814789,0.777038,0.499135
66,GA20C_I065K01N14,True,3290107.952489,0.013240,0.011391,0.882164,0.628102,0.280207
80,GA20C_I079K01N14,True,3293110.027507,0.014780,0.012314,0.818242,0.780444,0.487383
36,GA20C_I035K01N14,True,3297138.593593,0.010010,0.013552,0.766520,0.871756,0.651948
64,GA20C_I063K01N14,True,3300069.236433,0.010000,0.014453,0.748719,0.943529,0.733540
69,GA20C_I068K01N14,True,3301447.651630,0.006330,0.014877,0.831952,0.690177,0.450391
22,GA20C_I021K01N14,True,3301798.476259,0.016900,0.014985,0.776019,0.875034,0.611885
72,GA20C_I071K01N14,True,3302241.598496,0.011040,0.015121,0.763554,0.852559,0.664581
91,GA20C_I090K01N14,True,3305547.019270,0.018610,0.016137,0.801413,0.830062,0.539126
48,GA20C_I047K01N14,True,3305602.414988,0.006840,0.016154,0.770836,0.895530,0.673913
77,GA20C_I076K01N14,True,3307448.391299,0.009790,0.016722,0.767186,0.857785,0.638953
67,GA20C_I066K01N14,True,3307844.430150,0.014040,0.016843,0.783950,0.869407,0.595420
94,GA20C_I093K01N14,True,3308900.846764,0.008160,0.017168,0.742182,0.971418,0.748604
5,GA20C_I004K01N14,True,3309178.203229,0.013340,0.017253,0.806172,0.810535,0.514715
30,GA20C_I029K01N14,True,3309270.777880,0.006870,0.017282,0.793500,0.865513,0.578438
71,GA20C_I070K01N14,True,3310245.187485,0.008910,0.017581,0.775909,0.911744,0.639043
56,GA20C_I055K01N14,True,3313870.167914,0.011120,0.018696,0.758943,0.923559,0.675226
51,GA20C_I050K01N14,True,3314561.030568,0.006060,0.018908,0.761652,0.932191,0.690851
16,GA20C_I015K01N14,True,3317774.033448,0.007150,0.019896,0.739352,0.963107,0.745838
9,GA20C_I008K01N14,True,3324123.676563,0.013990,0.021848,0.855496,0.703758,0.359923
65,GA20C_I064K01N14,True,3327123.370935,0.013200,0.022770,0.819524,0.755586,0.483779
63,GA20C_I062K01N14,True,3329164.942921,0.006720,0.023397,0.839538,0.742445,0.410810
33,GA20C_I032K01N14,True,3332931.931133,0.014490,0.024555,0.758849,0.928396,0.710784
14,GA20C_I013K01N14,True,3333903.747065,0.007480,0.024854,0.789045,0.882194,0.604090
3,GA20C_I002K01N14,True,3336612.936106,0.010020,0.025687,0.811675,0.723898,0.528873
98,GA20C_I097K01N14,True,3337340.578035,0.010970,0.025910,0.742808,0.886240,0.717863
83,GA20C_I082K01N14,True,3340292.414337,0.012040,0.026818,0.797770,0.835294,0.532739
39,GA20C_I038K01N14,True,3347293.795554,0.005390,0.028970,0.745816,0.948087,0.715959
70,GA20C_I069K01N14,True,3351562.174548,0.007820,0.030282,0.755917,0.939865,0.689515
96,GA20C_I095K01N14,True,3355417.171055,0.016290,0.031467,0.781616,0.875215,0.608249
6,GA20C_I005K01N14,True,3358836.291678,0.007550,0.032518,0.849255,0.732925,0.381029
54,GA20C_I053K01N14,True,3388691.512583,0.009660,0.041696,0.754448,0.930776,0.683967
2,GA20C_I001K01N14,True,3388836.993221,0.012200,0.041741,0.710697,1.002300,0.843382
86,GA20C_I085K01N14,True,3388943.946981,0.009260,0.041774,0.719239,1.010336,0.807387
26,GA20C_I025K01N14,True,3389655.764347,0.010370,0.041992,0.865127,0.690319,0.324825
20,GA20C_I019K01N14,True,3398205.621453,0.013490,0.044621,0.720530,0.952745,0.772151
32,GA20C_I031K01N14,True,3402510.123835,0.010240,0.045944,0.752990,0.912049,0.701838
93,GA20C_I092K01N14,True,3406264.840290,0.007470,0.047098,0.659672,1.097913,0.987555
44,GA20C_I043K01N14,True,3406471.036145,0.004670,0.047161,0.711998,0.979115,0.816264
21,GA20C_I020K01N14,True,3408532.680838,0.016940,0.047795,0.715607,0.992237,0.801083
73,GA20C_I072K01N14,True,3413646.103685,0.006980,0.049367,0.648736,1.126491,1.052054
41,GA20C_I040K01N14,True,3415006.668369,0.014980,0.049785,0.732532,1.034937,0.783802
1,GA20C_I000K01N14,True,3415308.466736,0.014650,0.049878,0.709844,1.017319,0.844707
84,GA20C_I083K01N14,True,3417786.071352,0.012670,0.050640,0.757331,0.937004,0.723707
38,GA20C_I037K01N14,True,3418797.944660,0.013040,0.050951,0.686527,1.020274,0.896049
19,GA20C_I018K01N14,True,3419438.768533,0.007400,0.051148,0.635961,1.165896,1.145657
90,GA20C_I089K01N14,True,3420312.575936,0.015840,0.051416,0.692187,1.069671,0.922882
42,GA20C_I041K01N14,True,3426791.847115,0.012900,0.053408,0.720737,0.979579,0.795959
12,GA20C_I011K01N14,True,3435740.233133,0.006740,0.056159,0.662434,1.128126,1.008160
100,GA20C_I099K01N14,True,3437508.243035,0.011930,0.056702,0.658518,1.123446,1.038183
92,GA20C_I091K01N14,True,3442683.348103,0.009590,0.058293,0.718384,1.056338,0.849056
79,GA20C_I078K01N14,True,3444869.770441,0.009650,0.058965,0.753409,0.944604,0.733788
74,GA20C_I073K01N14,True,3448492.877958,0.010830,0.060079,0.696280,1.083927,0.909413
76,GA20C_I075K01N14,True,3456040.802940,0.019720,0.062399,0.766775,0.969827,0.649191
24,GA20C_I023K01N14,True,3470152.704135,0.009570,0.066737,0.669871,1.119941,0.969990
46,GA20C_I045K01N14,True,3472373.574302,0.012610,0.067420,0.649712,1.134158,1.010415
81,GA20C_I080K01N14,True,3485061.644150,0.009200,0.071320,0.718600,0.977718,0.766624
58,GA20C_I057K01N14,True,3486361.523709,0.012610,0.071720,0.734229,0.977671,0.719266
95,GA20C_I094K01N14,True,3494477.054183,0.011170,0.074215,0.650878,1.199516,1.024072
13,GA20C_I012K01N14,True,3503808.375061,0.015980,0.077083,0.706274,1.085731,0.849590
87,GA20C_I086K01N14,True,3510030.323308,0.009550,0.078996,0.716935,1.055825,0.838586
29,GA20C_I028K01N14,True,3512148.539947,0.021760,0.079647,0.671328,1.130224,0.942132
49,GA20C_I048K01N14,True,3518854.869923,0.004500,0.081709,0.697650,1.091424,0.893444
11,GA20C_I010K01N14,True,3533934.681170,0.017840,0.086344,0.685364,1.066394,0.844588
23,GA20C_I022K01N14,True,3538848.420354,0.009950,0.087855,0.707229,1.068733,0.833123
17,GA20C_I016K01N14,True,3540378.427850,0.009780,0.088325,0.704640,1.048982,0.842149
62,GA20C_I061K01N14,True,3547719.016820,0.006840,0.090582,0.679579,1.129174,0.938202
75,GA20C_I074K01N14,True,3557103.418477,0.014720,0.093466,0.711315,1.044447,0.822258
25,GA20C_I024K01N14,True,3571018.358496,0.005650,0.097744,0.667008,1.136019,0.965781
45,GA20C_I044K01N14,True,3583198.746572,0.007690,0.101488,0.685712,1.104833,0.910876
89,GA20C_I088K01N14,True,3594031.456535,0.011260,0.104818,0.644384,1.168165,1.051672
88,GA20C_I087K01N14,True,3618348.479292,0.015300,0.112293,0.706706,1.003006,0.837982
68,GA20C_I067K01N14,True,3640651.710747,0.011320,0.119149,0.640248,1.191863,1.073820
18,GA20C_I017K01N14,True,3660337.631800,0.010310,0.125201,0.693686,1.052916,0.881228
8,GA20C_I007K01N14,True,3709858.518901,0.022820,0.140424,0.606533,1.207981,1.121610
35,GA20C_I034K01N14,True,3729174.939036,0.005740,0.146362,0.606036,1.216646,1.116203
78,GA20C_I077K01N14,True,3734007.360448,0.011420,0.147847,0.665985,1.100597,0.919570
47,GA20C_I046K01N14,True,3784874.723000,0.007910,0.163484,0.644165,1.129786,1.049791
85,GA20C_I084K01N14,True,3786925.963374,0.020610,0.164115,0.654036,1.102951,0.973395
10,GA20C_I009K01N14,True,3795935.376887,0.006700,0.166884,0.679893,1.023293,0.885187
