12115000018,12115000087
12069000014,12069000083
12099000655,12099000656
1201100F003,1201100F008
12086000032,12086000033
12086000003,12086000124
12127000108,12127000127
1201100Q030,12011ZZZZZZ
12035000170,12035000171
12097000100,12097000157
12091000004,12113000007
12086000586,12086000614
12086000901,12086000924
12086000710,12086007310
1201100C007,1201100C027
12087000002,12087000009
12015000013,12015000055
12115000045,12115000089
12099000549,12099000550
12086000821,12086000822
1201100C020,1201100D016
12099000580,12099000584
12086000101,12086000104
12095000332,1209500331B
12083000093,12083000094
12081000034,12081000077
12119000112,12119000128
12001000011,12001000070
1209500131C,1209500138B
12055000017,1205500013L
12031000017,12031000135
12127000071,12127000076
12057000925,12057000929
1201100E010,1201100E013
12015000045,12055000014
12019011201,12019050000
12099000372,12099000811
12115000021,12115000069
12131000320,12131000330
12069000016,12069330033
12101000019,12101000099
12009000307,12009000310
12103000126,12103000168
12127000010,12127000011
12097000300,12097000350
12057000709,12057000819
12031000213,12089050300
12103000082,12103000083
12009000105,12009000126
12033000071,12033000072
12086000285,12086000382
12115000050,12115000051
12073003551,12073005107
12119000110,12119000128
1201100X030,1201100X042
12021000008,12021000097
12099000115,12099000138
12073001205,12073001255
12021000020,12021000022
12021000126,12021000128
1201100E001,1201100E012
12086000561,12086000604
12127000082,12127000094
12103000258,12103000269
12086000632,12086000807
12099000794,12099000796
12057000555,12057000569
1201100G004,1201100G015
12081000181,12081000183
12115000077,12115000108
12099000289,12099000290
12101000057,12101000058
12086002481,12086002502
12086000589,12086005880
12081000195,12081000203
12035100000,12109000026
12009000302,12009000318
12086000530,12086000543
12019021000,12019040800
12105000303,12105000304
12071000040,12071000043
12085000025,12111000011
1201100R005,12011ZZZZZZ
12009000502,12009000507
12099000728,12099000729
12059000004,12059000006
12105000527,12105000542
12086000352,12086000385
12009000422,12009000518
12091000061,12091000067
1201100H008,1201100J017
12109000029,12109000031
12086000802,12086000813
12033000021,12033000026
12071000076A,12071000079A
12071000067,12071000106A
12117000010,12117000011
12099000384,12099000387
12086000559,12086000643
12103000216,12103000307
12086000520,12086000522
12033000129,12033000130
12073001231,12073001257
12009000301,12009000302
12009000406,12009000420
12031000051,12031000255
12095000116,1209500616B
12086000409,12086000458
12057000707,12057000709
12057000356,12057000643
12081000158,12115000109
12057000353,12057000643
12097000100,12105000123
12069000073,12069000084
12103000155,12103000160
1201100E012,1201100G016
12086000164,12086000177
12057000233,12057000344
12083000007,12083000111
12099000541,12099000550
12073005207,12073005209
12015000090,12015000131
12021000056,12021000087
12035000331,12035000332
12086000401,12086000443
12099000042,12099000107
12095000425,12095000426
12086000762,12086000859
12099000705,12099000737
12057000509,12057000510
12023000003,12023000019
12029000006,12029000008
12031000157,12031000216
12073001327,12073001359
12086000923,12086000948
12099000471,12099000484
12033000059,12033000062
1201100B004,1201100C001
12099000295,12099000297
12105000120,12105000121
12033000039,12033000042
12057000516,12057000519
12083000007,12083000074
12086000834,12086000961
12057000339,12057000345
1201100D004,1201100D008
12086000302,12086003000
12031000271,12031000277
12103000005,12103000012
12086000901,12086000979
1209300P-06,1209300P-08
12009000305,12009000324
1201100F011,12099000619
12033000050,12033000161
12057000653,12057000655
12086004380,12086004390
12033000041,12033000044
12009000000,12009000205
12086000632,12086000760
1201100H010,1201100R052
12103000090,12103000098
12101000077,12101000157
12057000233,12057000240
12081000118,12081000119
12033000052,12033000054
12109000010,12109000011
12099000783,12099000788
12033000031,12033000153
12069000012,12069000013
12061000002,12061000034
12099000076,12099000098
12057000887,12057000889
12099000024,12099000040
12105000306,12105000314
12097000105,12097000300
12107000007,12107000010
12081000157,12081000158
12105000418,12105000524
12086000368,12086003690
120170203.1,120170205.1
12035840000,12035850000
12115000049,12115000096
12075000004,12075000005
12086000284,12086000594
12021000116,12021000120
12083000063,12083000064
12103000104,12103000113
12063000005,12063000006
12031000023,12031000029
12103000330,12103000353
12009000116,12009000127
12099000259,12099000735
12081000125,12081000203
1201100T015,1201100T019
12105000531,12105000538
12069000068,12069000078
12086000137,12086000152
12009000122,12009000135
12035000331,12035000333
12099000020,12099000029
12031000024,12031000031
12099000050,12099000179
12099000054,12099000169
12099000123,12099000124
12071000019,12071000076B
12081000027,12081000060
12015000010,12015000038
12057000078,12057000100
12011000024,1201100V057
12057000303,12057000304
1209500601A,1209500601Z
12081000156,12081000157
12099000002,12099000008
1209500433A,1209500544A
12111000014,12111000063
12053000028,12053000042
12009000208,12009000221
12115000041,12115000094
12086000718,12086000778
12071000040,12071000044
12033000082,12033000089
12097000300,12097000309
12086000628,12086000650
12086000930,12086000963
12103000046,12103000066
12011000011,12011ZZZZZZ
12033000184,12033000186
12031000146,12031000154
12117000001,12117000004
12086000160,12086000242
1209500131A,1209500131Z
12115000029,12115000051
12117000020,12117000040
12071000010A,12071000017
12086000414,12086000472
12111000043,1211100089C
12001000017,12001000042
12073004119,12073004401
12097000302,12105000412
12031000270,12031000271
12057000065,12057000506
12103000248,12103000249
12057000876,12057000877
12083000045,12083000048
12117000063,12117000065
12015000015,12015000043
1201100M004,1201100M031
12105000309,12105000310
12057000149,12057000933
12111000001,12111000024
12057000947,12057000950
1201100M015,1201100M020
12105000211,12105000224
12069000037,12069000038
12099000050,12099000052
12029000004,12029000008
12001000003,12001000010
12021000101,12021000108
12057000949,12057000956
12081000140,12081000145
12081000077,12081000167
