#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
66,NV20C_I065K01N04,True,951791.166228,0.004320,0.000000,1.000000,0.000000,0.000000
61,NV20C_I060K01N04,True,951791.166228,0.004320,0.000000,1.000000,0.000000,0.000000
49,NV20C_I048K01N04,True,951791.166228,0.004320,0.000000,1.000000,0.000000,0.000000
27,NV20C_I026K01N04,True,951791.166228,0.004320,0.000000,1.000000,0.000000,0.000000
10,NV20C_I009K01N04,True,951791.166228,0.004320,0.000000,1.000000,0.000000,0.000000
62,NV20C_I061K01N04,True,951791.166228,0.004320,0.000000,1.000000,0.000000,0.000000
69,NV20C_I068K01N04,True,951791.166228,0.004320,0.000000,1.000000,0.000000,0.000000
18,NV20C_I017K01N04,True,951791.166228,0.004320,0.000000,1.000000,0.000000,0.000000
46,NV20C_I045K01N04,True,951791.166228,0.004320,0.000000,1.000000,0.000000,0.000000
99,NV20C_I098K01N04,True,951890.720087,0.004560,0.000105,0.971524,0.174670,0.059109
21,NV20C_I020K01N04,True,957261.979212,0.002930,0.005748,0.951287,0.278821,0.104486
37,NV20C_I036K01N04,True,957271.648626,0.002130,0.005758,0.955506,0.261332,0.094942
5,NV20C_I004K01N04,True,957341.357576,0.002690,0.005831,0.998621,0.013567,0.002767
79,NV20C_I078K01N04,True,957341.357576,0.002690,0.005831,0.998621,0.013567,0.002767
7,NV20C_I006K01N04,True,957341.357576,0.002690,0.005831,0.998621,0.013567,0.002767
60,NV20C_I059K01N04,True,957352.064513,0.001760,0.005843,0.946371,0.298079,0.115745
91,NV20C_I090K01N04,True,957444.428727,0.002450,0.005940,0.980425,0.134790,0.040222
77,NV20C_I076K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
82,NV20C_I081K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
11,NV20C_I010K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
86,NV20C_I085K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
48,NV20C_I047K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
4,NV20C_I003K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
15,NV20C_I014K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
3,NV20C_I002K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
19,NV20C_I018K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
76,NV20C_I075K01N04,True,957444.428728,0.002450,0.005940,0.980425,0.134790,0.040222
35,NV20C_I034K01N04,True,957449.165380,0.003420,0.005945,0.928918,0.358471,0.156418
23,NV20C_I022K01N04,True,957452.630534,0.001590,0.005948,0.973808,0.168236,0.054279
81,NV20C_I080K01N04,True,957462.793350,0.001820,0.005959,0.978090,0.146941,0.045157
73,NV20C_I072K01N04,True,957509.625358,0.001460,0.006008,0.923666,0.375694,0.169011
40,NV20C_I039K01N04,True,957643.911833,0.001950,0.006149,0.915150,0.402351,0.189688
