MAP,ENERGY
OH20C_I000K01N15,1395551.662853
OH20C_I002K01N15,1431010.268474
OH20C_I003K01N15,1436192.567819
OH20C_I004K01N15,1486084.908902
OH20C_I005K01N15,1428328.254945
OH20C_I006K01N15,1396901.532398
OH20C_I007K01N15,1386014.823409
OH20C_I008K01N15,1399972.420072
OH20C_I009K01N15,1445621.304231
OH20C_I010K01N15,1476704.357437
OH20C_I011K01N15,1425974.408845
OH20C_I012K01N15,1473790.845643
OH20C_I013K01N15,1535990.396663
OH20C_I015K01N15,1405048.043763
OH20C_I016K01N15,1394869.363354
OH20C_I017K01N15,1448586.037503
OH20C_I018K01N15,1389947.051019
OH20C_I019K01N15,1440799.769180
OH20C_I020K01N15,1531310.263807
OH20C_I021K01N15,1406468.685261
OH20C_I022K01N15,1416781.034906
OH20C_I023K01N15,1423044.867869
OH20C_I024K01N15,1392144.236743
OH20C_I025K01N15,1460195.897678
OH20C_I026K01N15,1554473.471045
OH20C_I027K01N15,1398309.742102
OH20C_I028K01N15,1481058.656738
OH20C_I029K01N15,1433621.740925
OH20C_I030K01N15,1400602.203521
OH20C_I031K01N15,1574080.938752
OH20C_I032K01N15,1445315.594638
OH20C_I033K01N15,1422215.528583
OH20C_I034K01N15,1397569.677003
OH20C_I035K01N15,1443433.404460
OH20C_I036K01N15,1394676.322734
OH20C_I037K01N15,1471949.674813
OH20C_I038K01N15,1396669.110794
OH20C_I039K01N15,1403030.039948
OH20C_I040K01N15,1395145.725144
OH20C_I041K01N15,1403392.519543
OH20C_I042K01N15,1432555.399267
OH20C_I043K01N15,1515608.265181
OH20C_I044K01N15,1433462.239397
OH20C_I045K01N15,1479148.714111
OH20C_I046K01N15,1457555.981550
OH20C_I047K01N15,1495580.933520
OH20C_I048K01N15,1392410.048570
OH20C_I049K01N15,1519256.507653
OH20C_I050K01N15,1458879.880943
OH20C_I051K01N15,1396399.686113
OH20C_I052K01N15,1423324.834791
OH20C_I053K01N15,1396267.229755
OH20C_I055K01N15,1401047.759267
OH20C_I056K01N15,1408076.723715
OH20C_I058K01N15,1495703.359825
OH20C_I059K01N15,1470414.055525
OH20C_I060K01N15,1494720.643185
OH20C_I061K01N15,1420268.351875
OH20C_I062K01N15,1487419.988753
OH20C_I063K01N15,1393730.771483
OH20C_I064K01N15,1394224.278837
OH20C_I065K01N15,1424177.717574
OH20C_I066K01N15,1425782.713806
OH20C_I067K01N15,1673920.840852
OH20C_I068K01N15,1432039.109277
OH20C_I070K01N15,1399239.904004
OH20C_I071K01N15,1449417.421080
OH20C_I072K01N15,1447339.344620
OH20C_I073K01N15,1409443.945227
OH20C_I074K01N15,1402611.399904
OH20C_I075K01N15,1405162.947219
OH20C_I076K01N15,1464309.341273
OH20C_I077K01N15,1534551.626428
OH20C_I078K01N15,1384313.801649
OH20C_I079K01N15,1415591.376860
OH20C_I080K01N15,1427387.023148
OH20C_I081K01N15,1386600.123836
OH20C_I082K01N15,1409418.360259
OH20C_I083K01N15,1408084.038007
OH20C_I084K01N15,1397761.224434
OH20C_I085K01N15,1475629.125247
OH20C_I086K01N15,1400011.071429
OH20C_I087K01N15,1396775.154202
OH20C_I088K01N15,1517064.664996
OH20C_I089K01N15,1398112.133489
OH20C_I090K01N15,1421396.103763
OH20C_I091K01N15,1413831.556137
OH20C_I092K01N15,1401902.332359
OH20C_I093K01N15,1403164.905766
OH20C_I094K01N15,1409033.621733
OH20C_I095K01N15,1483873.793468
OH20C_I096K01N15,1453870.827976
OH20C_I097K01N15,1390548.717486
OH20C_I098K01N15,1452889.768415
OH20C_I099K01N15,1417001.328068
