#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
5,MI20C_I004K01N13,True,3466261.591079,0.004810,0.000000,1.000000,0.000000,0.000000
33,MI20C_I032K01N13,True,3468778.728655,0.007190,0.000726,0.951205,0.291444,0.106084
49,MI20C_I048K01N13,True,3471811.756283,0.002760,0.001601,0.937138,0.375855,0.140338
45,MI20C_I044K01N13,True,3472625.005691,0.007350,0.001836,0.882598,0.613365,0.276733
41,MI20C_I040K01N13,True,3473450.677149,0.004100,0.002074,0.963764,0.244396,0.076399
56,MI20C_I055K01N13,True,3474306.731534,0.003180,0.002321,0.906641,0.506064,0.216304
20,MI20C_I019K01N13,True,3475068.141215,0.003450,0.002541,0.967036,0.213220,0.070295
13,MI20C_I012K01N13,True,3476645.216559,0.002400,0.002996,0.942694,0.349704,0.126058
34,MI20C_I033K01N13,True,3479169.174116,0.003240,0.003724,0.945055,0.338840,0.120235
85,MI20C_I084K01N13,True,3479470.751355,0.003770,0.003811,0.901616,0.517680,0.230178
88,MI20C_I087K01N13,True,3480508.581406,0.005400,0.004110,0.957466,0.286435,0.091852
82,MI20C_I081K01N13,True,3483004.004698,0.003680,0.004830,0.929865,0.395061,0.161637
35,MI20C_I034K01N13,True,3484667.328934,0.003160,0.005310,0.877411,0.622882,0.290252
39,MI20C_I038K01N13,True,3485158.778497,0.004170,0.005452,0.886291,0.574474,0.267832
46,MI20C_I045K01N13,True,3486648.178610,0.004760,0.005881,0.924510,0.420445,0.174184
29,MI20C_I028K01N13,True,3486939.649234,0.004540,0.005966,0.914578,0.469302,0.194134
53,MI20C_I052K01N13,True,3487058.860992,0.003530,0.006000,0.899309,0.540754,0.235618
84,MI20C_I083K01N13,True,3487700.364592,0.003500,0.006185,0.920104,0.433894,0.181406
8,MI20C_I007K01N13,True,3487736.390642,0.003040,0.006195,0.924778,0.417214,0.179194
17,MI20C_I016K01N13,True,3487738.451485,0.005080,0.006196,0.896182,0.554261,0.241250
98,MI20C_I097K01N13,True,3488175.724203,0.004020,0.006322,0.911270,0.486839,0.201777
99,MI20C_I098K01N13,True,3488281.403825,0.004050,0.006353,0.831005,0.722587,0.469197
40,MI20C_I039K01N13,True,3488957.849019,0.002890,0.006548,0.909485,0.498570,0.210993
62,MI20C_I061K01N13,True,3490260.728883,0.003530,0.006924,0.951529,0.318025,0.104302
23,MI20C_I022K01N13,True,3490626.957585,0.002270,0.007029,0.912869,0.464787,0.203631
48,MI20C_I047K01N13,True,3490629.971397,0.003440,0.007030,0.827358,0.686466,0.519320
94,MI20C_I093K01N13,True,3490796.623742,0.002990,0.007078,0.816418,0.738905,0.519950
51,MI20C_I050K01N13,True,3492886.308075,0.003240,0.007681,0.842435,0.632857,0.458070
55,MI20C_I054K01N13,True,3493413.344646,0.003350,0.007833,0.898562,0.544293,0.238356
91,MI20C_I090K01N13,True,3494381.984127,0.003760,0.008113,0.940951,0.363111,0.127592
87,MI20C_I086K01N13,True,3494914.120600,0.006570,0.008266,0.832935,0.666685,0.509047
75,MI20C_I074K01N13,True,3495295.375540,0.006840,0.008376,0.850162,0.634788,0.425788
67,MI20C_I066K01N13,True,3496581.260724,0.003970,0.008747,0.833763,0.667786,0.487319
32,MI20C_I031K01N13,True,3498936.330712,0.003810,0.009427,0.916270,0.444081,0.194591
92,MI20C_I091K01N13,True,3500029.987404,0.003870,0.009742,0.960074,0.262164,0.084803
31,MI20C_I030K01N13,True,3500338.335758,0.006180,0.009831,0.908439,0.485418,0.214478
43,MI20C_I042K01N13,True,3500700.091421,0.003270,0.009935,0.946180,0.346328,0.116488
69,MI20C_I068K01N13,True,3502235.815206,0.002700,0.010378,0.896290,0.542743,0.246807
74,MI20C_I073K01N13,True,3502845.147663,0.004390,0.010554,0.860360,0.621752,0.392176
