GEOID20,DISTRICT
37001020100,12
37001020200,12
37001020301,12
37001020302,12
37001020400,12
37001020501,12
37001020502,12
37001020601,12
37001020602,12
37001020701,12
37001020702,12
37001020801,12
37001020802,12
37001020901,12
37001020902,12
37001021000,12
37001021101,12
37001021102,12
37001021201,12
37001021204,12
37001021205,12
37001021206,12
37001021207,12
37001021300,12
37001021400,12
37001021500,12
37001021600,12
37001021701,12
37001021702,12
37001021703,12
37001021801,12
37001021802,12
37001021803,12
37001021901,12
37001021902,12
37001022001,12
37001022002,12
37003040100,8
37003040200,8
37003040300,9
37003040400,8
37003040500,8
37003040600,9
37003040700,9
37005950100,8
37005950200,8
37005950300,8
37007920100,7
37007920200,7
37007920301,7
37007920302,7
37007920400,7
37007920501,7
37007920502,7
37007920600,7
37007980000,7
37009970200,8
37009970300,9
37009970400,9
37009970501,8
37009970502,8
37009970701,9
37009970702,9
37009970801,8
37009970802,8
37011930100,9
37011930200,9
37011930301,9
37011930302,1
37011930400,9
37013930101,14
37013930102,14
37013930200,14
37013930300,14
37013930400,14
37013930501,14
37013930502,14
37013930600,14
37013930700,14
37013930800,14
37013930900,14
37013931001,14
37013931002,14
37015960100,14
37015960200,14
37015960300,14
37015960401,14
37015960402,14
37017950101,2
37017950102,2
37017950200,2
37017950301,2
37017950302,2
37017950401,2
37017950402,2
37017950501,2
37017950502,2
37017950601,2
37017950602,2
37019020101,2
37019020102,2
37019020105,2
37019020106,2
37019020107,11
37019020108,11
37019020201,11
37019020203,2
37019020204,2
37019020205,11
37019020206,11
37019020304,2
37019020305,2
37019020306,11
37019020307,11
37019020308,2
37019020311,2
37019020312,2
37019020313,2
37019020314,2
37019020315,2
37019020316,2
37019020404,2
37019020405,2
37019020406,2
37019020407,2
37019020408,2
37019020409,2
37019020504,2
37019020505,2
37019020508,2
37019020510,2
37019020511,2
37019020512,2
37019020513,2
37019020514,2
37019020515,2
37019020516,2
37019020517,2
37019020518,2
37019020601,2
37019020602,2
37019020603,2
37019990100,2
37021000100,1
37021000200,1
37021000300,1
37021000400,1
37021000500,1
37021000600,1
37021000700,1
37021000800,1
37021000900,1
37021001000,1
37021001100,1
37021001200,1
37021001300,1
37021001401,1
37021001402,1
37021001500,1
37021001601,1
37021001602,1
37021001700,1
37021001801,1
37021001802,1
37021001900,1
37021002000,1
37021002101,1
37021002102,1
37021002203,1
37021002204,1
37021002205,1
37021002206,1
37021002303,1
37021002304,1
37021002305,1
37021002306,1
37021002401,1
37021002402,1
37021002503,1
37021002504,1
37021002505,1
37021002506,1
37021002603,1
37021002604,1
37021002606,1
37021002607,1
37021002608,1
37021002609,1
37021002701,1
37021002702,1
37021002704,1
37021002705,1
37021002803,1
37021002804,1
37021002900,1
37021003002,1
37021003003,1
37021003004,1
37021003103,1
37021003105,1
37021003106,1
37021003107,1
37021003108,1
37021003201,1
37021003202,1
37021003203,1
37021003204,1
37021003205,1
37023020100,9
37023020202,9
37023020203,9
37023020204,9
37023020301,9
37023020303,9
37023020304,9
37023020500,9
37023020600,9
37023020801,9
37023020802,9
37023020901,9
37023020902,9
37023021000,9
37023021100,9
37023021201,9
37023021202,9
37023021203,9
37023021301,9
37023021302,9
37023021400,9
37025040501,7
37025040502,7
37025040600,7
37025040701,8
37025040703,8
37025040704,8
37025040705,8
37025040800,8
37025040900,8
37025041001,8
37025041002,8
37025041100,8
37025041201,8
37025041202,5
37025041301,5
37025041304,5
37025041305,5
37025041306,5
37025041307,5
37025041503,7
37025041504,7
37025041505,5
37025041506,5
37025041507,7
37025041602,7
37025041603,7
37025041604,7
37025041701,7
37025041702,7
37025041901,7
37025041902,7
37025042000,7
37025042101,7
37025042102,7
37025042201,7
37025042202,7
37025042300,7
37025042401,7
37025042402,7
37025042501,5
37025042502,7
37025042503,5
37025042504,5
37025042601,5
37025042602,5
37025042603,5
37025042604,5
37027030100,9
37027030200,9
37027030300,9
37027030400,9
37027030500,9
37027030600,9
37027030700,9
37027030801,9
37027030802,9
37027030900,9
37027031000,9
37027031100,9
37027031201,9
37027031202,9
37027031301,9
37027031302,9
37027031401,9
37027031402,9
37027031403,9
37029950101,14
37029950102,14
37031970101,14
37031970102,14
37031970103,11
37031970200,11
37031970301,11
37031970304,11
37031970305,11
37031970401,11
37031970402,11
37031970403,11
37031970501,11
37031970502,11
37031970503,11
37031970504,11
37031970601,11
37031970602,11
37031970603,11
37031970606,11
37031970701,11
37031970702,11
37031970703,11
37031970704,11
37031970801,11
37031970804,11
37031970805,11
37031970806,11
37031970903,11
37031970904,11
37031971003,11
37031971103,11
37031980100,11
37031990100,11
37031990200,14
37033930100,12
37033930200,12
37033930300,12
37033930400,12
37033930500,12
37033930600,12
37035010101,8
37035010102,9
37035010201,9
37035010203,9
37035010204,9
37035010301,9
37035010302,9
37035010303,9
37035010304,9
37035010402,9
37035010403,9
37035010404,9
37035010501,9
37035010502,9
37035010600,9
37035010700,9
37035010900,9
37035011000,9
37035011101,9
37035011102,9
37035011200,9
37035011300,9
37035011401,9
37035011402,9
37035011501,8
37035011503,8
37035011505,8
37035011506,8
37035011601,9
37035011602,9
37035011701,9
37035011702,9
37035011801,9
37035011802,9
37037020103,10
37037020104,10
37037020105,10
37037020107,12
37037020108,12
37037020201,12
37037020202,12
37037020203,12
37037020300,12
37037020401,12
37037020402,12
37037020500,7
37037020600,12
37037020702,10
37037020703,10
37037020704,10
37037020801,12
37037020802,10
37037020803,10
37039930101,1
37039930102,1
37039930200,1
37039930300,1
37039930401,1
37039930402,1
37039930501,1
37039930502,1
37039930603,1
37039930604,1
37039930605,1
37039930606,1
37041930101,14
37041930102,14
37041930201,14
37041930202,14
37043950101,1
37043950102,1
37043950201,1
37043950202,1
37045950101,9
37045950102,9
37045950200,9
37045950301,9
37045950302,9
37045950400,9
37045950500,9
37045950601,9
37045950603,9
37045950604,9
37045950701,9
37045950702,9
37045950800,9
37045950900,9
37045951000,9
37045951100,9
37045951200,9
37045951300,9
37045951400,9
37045951501,9
37045951502,9
37045951503,9
37045951601,9
37045951602,9
37047930100,2
37047930200,2
37047930300,2
37047930400,2
37047930500,2
37047930600,2
37047930700,2
37047930800,2
37047930900,2
37047931000,2
37047931100,2
37047931201,2
37047931202,2
37047931301,2
37047931302,2
37049960101,14
37049960102,14
37049960201,14
37049960202,14
37049960301,14
37049960302,14
37049960401,11
37049960402,11
37049960403,11
37049960404,11
37049960501,11
37049960502,14
37049960600,11
37049960700,11
37049960800,14
37049960900,11
37049961002,11
37049961003,11
37049961004,11
37049961101,11
37049961102,11
37049961201,11
37049961202,11
37049961301,11
37049961302,11
37049961303,11
37051000200,2
37051000500,2
37051000600,2
37051000701,2
37051000702,2
37051000800,2
37051000900,2
37051001000,2
37051001100,2
37051001200,2
37051001401,2
37051001402,2
37051001500,2
37051001603,2
37051001604,2
37051001605,2
37051001606,2
37051001701,2
37051001702,2
37051001800,2
37051001901,2
37051001902,2
37051001903,2
37051002001,2
37051002002,2
37051002100,2
37051002200,2
37051002301,2
37051002302,2
37051002401,2
37051002402,2
37051002501,2
37051002503,2
37051002504,2
37051002505,2
37051002506,2
37051002600,2
37051002701,2
37051002702,2
37051002801,2
37051002802,2
37051002900,2
37051003002,2
37051003003,2
37051003004,2
37051003102,2
37051003103,2
37051003105,2
37051003106,2
37051003203,2
37051003205,2
37051003206,2
37051003207,2
37051003208,2
37051003209,2
37051003302,2
37051003304,2
37051003307,2
37051003310,2
37051003311,2
37051003312,2
37051003313,2
37051003314,2
37051003315,2
37051003316,2
37051003317,2
37051003318,2
37051003401,2
37051003403,2
37051003404,2
37051003408,2
37051003409,2
37051003410,2
37051003501,2
37051003502,2
37051003601,2
37051003602,2
37051003700,2
37051003800,2
37051980100,2
37051980200,2
37053110101,14
37053110102,14
37053110201,14
37053110202,14
37053110301,14
37053110302,14
37053110401,14
37053110403,14
37053110404,14
37053990100,14
37055970101,14
37055970102,14
37055970200,14
37055970301,14
37055970302,14
37055970400,14
37055970501,14
37055970502,14
37055970601,14
37055970602,14
37055990100,14
37055990200,14
37057060101,3
37057060103,3
37057060104,3
37057060201,3
37057060202,3
37057060203,3
37057060301,3
37057060302,3
37057060303,8
37057060304,3
37057060400,3
37057060500,3
37057060601,3
37057060602,3
37057060700,3
37057060800,3
37057060900,3
37057061000,3
37057061101,3
37057061102,3
37057061202,8
37057061203,3
37057061204,3
37057061300,3
37057061400,7
37057061501,7
37057061502,7
37057061600,8
37057061701,8
37057061703,8
37057061704,8
37057061705,8
37057061803,7
37057061805,7
37057061806,7
37057061807,7
37057061808,7
37057061902,7
37057061903,7
37057061904,3
37057062001,7
37057062002,7
37059080101,8
37059080102,8
37059080200,8
37059080301,8
37059080302,8
37059080400,8
37059080500,8
37059080600,8
37059080701,8
37059080702,8
37061090101,11
37061090102,11
37061090103,11
37061090201,2
37061090202,2
37061090301,2
37061090302,2
37061090401,11
37061090402,11
37061090503,11
37061090504,11
37061090505,11
37061090506,11
37061090600,11
37061090703,11
37061090704,11
37061090705,11
37061090706,11
37061090801,2
37061090803,2
37061090804,11
37063000101,10
37063000102,10
37063000200,10
37063000301,10
37063000302,10
37063000401,10
37063000402,10
37063000500,10
37063000600,10
37063000700,10
37063000900,10
