GEOID20,DISTRICT
370010201001,12
370010201002,12
370010201003,12
370010201004,12
370010202001,12
370010202002,12
370010202003,12
370010202004,12
370010203011,12
370010203012,12
370010203013,12
370010203021,12
370010203022,12
370010204001,12
370010204002,12
370010204003,12
370010204004,12
370010204005,12
370010205011,12
370010205012,12
370010205021,12
370010205022,12
370010205023,12
370010206011,12
370010206012,12
370010206013,12
370010206021,12
370010206022,12
370010207011,12
370010207012,12
370010207013,12
370010207014,12
370010207021,12
370010207022,12
370010207023,12
370010207024,12
370010208011,12
370010208021,12
370010208022,12
370010208023,12
370010208024,12
370010208025,12
370010208026,12
370010209011,12
370010209012,12
370010209013,12
370010209021,12
370010209022,12
370010210001,12
370010210002,12
370010210003,12
370010211011,12
370010211012,12
370010211013,12
370010211021,12
370010211022,12
370010211023,12
370010212011,12
370010212012,12
370010212013,12
370010212041,12
370010212042,12
370010212051,12
370010212052,12
370010212053,12
370010212061,12
370010212062,12
370010212063,12
370010212071,12
370010212072,12
370010213001,12
370010213002,12
370010213003,12
370010213004,12
370010213005,12
370010214001,12
370010214002,12
370010215001,12
370010215002,12
370010215003,12
370010216001,12
370010216002,12
370010216003,12
370010216004,12
370010217011,12
370010217012,12
370010217021,12
370010217022,12
370010217023,12
370010217031,12
370010217032,12
370010217033,12
370010218011,12
370010218012,12
370010218013,12
370010218021,12
370010218022,12
370010218031,12
370010218032,12
370010219011,12
370010219012,12
370010219013,12
370010219021,12
370010219022,12
370010219023,12
370010220011,12
370010220012,12
370010220021,12
370010220022,12
370010220023,12
370030401001,8
370030401002,8
370030401003,8
370030402001,8
370030402002,8
370030402003,9
370030403001,9
370030403002,9
370030404001,8
370030404002,8
370030404003,9
370030404004,8
370030404005,8
370030405001,8
370030405002,8
370030405003,8
370030405004,8
370030406001,9
370030406002,9
370030406003,8
370030406004,8
370030407001,9
370030407002,9
370030407003,9
370030407004,9
370059501001,8
370059501002,8
370059501003,8
370059501004,8
370059502001,8
370059502002,8
370059502003,8
370059502004,8
370059503001,8
370059503002,8
370059503003,8
370079201001,7
370079201002,7
370079201003,7
370079202001,7
370079203011,7
370079203012,7
370079203013,7
370079203021,7
370079204001,7
370079204002,7
370079204003,7
370079205011,7
370079205021,7
370079205022,7
370079205023,7
370079205024,7
370079206001,7
370079206002,7
370079206003,7
370079800001,7
370099702001,9
370099702002,8
370099702003,9
370099703001,9
370099703002,9
370099704001,9
370099704002,9
370099704003,9
370099705011,8
370099705012,8
370099705013,8
370099705021,8
370099705022,9
370099705023,8
370099707011,9
370099707012,9
370099707013,9
370099707014,9
370099707021,9
370099707022,9
370099708011,8
370099708012,8
370099708013,8
370099708021,8
370099708022,8
370099708023,8
370119301001,9
370119301002,9
370119301003,9
370119302001,9
370119302002,9
370119302003,9
370119303011,9
370119303012,9
370119303013,9
370119303014,9
370119303021,9
370119303022,1
370119303023,1
370119304001,1
370119304002,9
370119304003,9
370139301011,14
370139301012,14
370139301013,14
370139301021,14
370139301022,14
370139301023,14
370139302001,14
370139302002,14
370139302003,14
370139302004,14
370139303001,14
370139303002,14
370139303003,14
370139304001,14
370139304002,14
370139304003,14
370139304004,14
370139305011,14
370139305012,14
370139305013,14
370139305021,14
370139305022,14
370139305023,14
370139306001,14
370139306002,14
370139306003,14
370139307001,14
370139307002,14
370139307003,14
370139308001,14
370139308002,14
370139308003,14
370139309001,14
370139309002,14
370139309003,14
370139309004,14
370139310011,14
370139310012,14
370139310021,14
370139310022,14
370159601001,14
370159601002,14
370159601003,14
370159601004,14
370159601005,14
370159601006,14
370159602001,14
370159602002,14
370159602003,14
370159603001,14
370159603002,14
370159603003,14
370159604011,14
370159604012,14
370159604013,14
370159604014,14
370159604020,14
370159604021,14
370159604022,14
370159604023,14
370179501011,2
370179501012,2
370179501021,2
370179501022,2
370179501023,2
370179502001,2
370179502002,2
370179503011,2
370179503012,2
370179503021,2
370179503022,2
370179503023,2
370179504011,2
370179504012,2
370179504013,2
370179504014,2
370179504021,2
370179504022,2
370179505011,2
370179505012,2
370179505021,2
370179505022,2
370179505023,2
370179505024,2
370179506011,2
370179506012,2
370179506013,2
370179506014,2
370179506021,2
370179506022,2
370190201011,2
370190201012,2
370190201021,2
370190201022,2
370190201051,2
370190201052,2
370190201053,2
370190201061,2
370190201071,2
370190201072,2
370190201073,2
370190201081,2
370190201082,2
370190202011,2
370190202012,2
370190202031,2
370190202032,2
370190202041,2
370190202042,2
370190202043,2
370190202044,2
370190202051,2
370190202052,2
370190202053,2
370190202061,2
370190203041,2
370190203042,2
370190203043,2
370190203044,2
370190203045,2
370190203051,2
370190203052,2
370190203053,2
370190203061,2
370190203062,2
370190203071,2
370190203081,2
370190203082,2
370190203083,2
370190203111,2
370190203112,2
370190203113,2
370190203121,2
370190203122,2
370190203123,2
370190203131,2
370190203132,2
370190203133,2
370190203141,2
370190203151,2
370190203152,2
370190203153,2
370190203154,2
370190203161,2
370190204041,2
370190204042,2
370190204043,2
370190204051,2
370190204052,2
370190204053,2
370190204061,2
370190204062,2
370190204063,2
370190204071,2
370190204072,2
370190204073,2
370190204081,2
370190204082,2
370190204083,2
370190204091,2
370190204092,2
370190204093,2
370190204094,2
370190205041,2
370190205042,2
370190205043,2
370190205051,2
370190205052,2
370190205053,2
370190205081,2
370190205082,2
370190205083,2
370190205084,2
370190205101,2
370190205102,2
370190205103,2
370190205104,2
370190205111,2
370190205112,2
370190205113,2
370190205121,2
370190205122,2
370190205123,2
370190205124,2
370190205131,2
370190205132,2
370190205141,2
370190205142,2
370190205143,2
370190205151,2
370190205152,2
370190205153,2
370190205154,2
370190205161,2
370190205162,2
370190205163,2
370190205171,2
370190205172,2
370190205173,2
370190205174,2
370190205181,2
370190205182,2
370190205183,2
370190206011,2
370190206012,2
370190206013,2
370190206021,2
370190206022,2
370190206023,2
370190206031,2
370190206032,2
370199901000,2
370210001001,1
370210001002,1
370210002001,1
370210002002,1
370210003001,1
370210003002,1
370210004001,1
370210004002,1
370210004003,1
370210005001,1
370210005002,1
370210005003,1
370210006001,1
370210006002,1
370210007001,1
370210008001,1
370210008002,1
370210008003,1
370210009001,1
370210009002,1
370210009003,1
370210010001,1
370210010002,1
370210011001,1
370210011002,1
370210011003,1
370210012001,1
370210012002,1
370210012003,1
370210012004,1
370210012005,1
370210013001,1
370210013002,1
370210013003,1
370210014011,1
370210014012,1
370210014013,1
370210014021,1
370210014022,1
370210015001,1
370210015002,1
370210016011,1
370210016012,1
370210016021,1
370210016022,1
370210017001,1
370210017002,1
370210018011,1
370210018012,1
370210018021,1
370210018022,1
370210019001,1
370210019002,1
370210020001,1
370210020002,1
370210020003,1
370210020004,1
370210021011,1
370210021021,1
370210021022,1
370210021023,1
370210022031,1
370210022032,1
370210022033,1
370210022041,1
370210022042,1
370210022043,1
370210022044,1
370210022051,1
370210022052,1
370210022053,1
370210022061,1
370210022062,1
370210023031,1
370210023032,1
370210023033,1
370210023034,1
370210023041,1
370210023051,1
370210023052,1
370210023061,1
370210023062,1
370210024011,1
370210024012,1
370210024021,1
370210024022,1
370210024023,1
370210025031,1
370210025032,1
370210025033,1
370210025041,1
370210025042,1
370210025043,1
370210025051,1
370210025052,1
370210025053,1
370210025061,1
370210025062,1
370210025063,1
370210026031,1
370210026032,1
370210026041,1
370210026042,1
370210026043,1
370210026044,1
370210026061,1
370210026062,1
370210026063,1
370210026071,1
370210026072,1
370210026073,1
370210026081,1
370210026082,1
370210026083,1
370210026084,1
370210026085,1
370210026091,1
370210027011,1
370210027012,1
370210027013,1
370210027021,1
370210027022,1
370210027023,1
370210027041,1
370210027042,1
370210027043,1
370210027044,1
370210027051,1
370210028031,1
370210028032,1
370210028033,1
370210028041,1
370210028042,1
370210028043,1
370210029001,1
370210029002,1
370210029003,1
370210030021,1
370210030022,1
370210030023,1
370210030024,1
370210030031,1
370210030032,1
370210030033,1
370210030041,1
370210030042,1
370210031031,1
370210031051,1
370210031052,1
370210031053,1
370210031061,1
370210031071,1
370210031072,1
370210031073,1
370210031074,1
370210031081,1
370210032011,1
370210032021,1
370210032022,1
370210032023,1
370210032024,1
370210032031,1
370210032032,1
370210032033,1
370210032041,1
370210032042,1
370210032043,1
370210032051,1
370230201001,9
370230201002,9
370230201003,9
370230202021,9
370230202022,9
370230202031,9
370230202032,9
370230202041,9
370230202042,9
370230203011,9
370230203012,9
370230203013,9
370230203014,9
370230203031,9
370230203032,9
370230203033,9
370230203041,9
370230203042,9
370230205001,9
370230205002,9
370230206001,9
370230206002,9
370230206003,9
370230206004,9
370230206005,9
370230208011,9
370230208012,9
370230208013,9
370230208021,9
370230208022,9
370230209011,9
370230209012,9
370230209021,9
370230209022,9
370230209023,9
370230210001,9
370230210002,9
370230210003,9
370230210004,9
370230211001,9
370230211002,9
370230211003,9
370230211004,9
370230212011,9
370230212012,9
370230212013,9
370230212021,9
370230212022,9
370230212023,9
370230212031,9
370230212032,9
370230213011,9
370230213012,9
370230213013,9
370230213014,9
370230213021,9
370230213022,9
370230213023,9
370230214001,9
370230214002,9
370230214003,9
370250405011,7
370250405012,7
370250405013,7
370250405014,7
370250405015,7
370250405021,7
370250405022,7
370250405023,7
370250406001,7
370250406002,7
370250406003,7
370250406004,7
370250407011,8
370250407012,8
370250407031,8
370250407032,8
370250407041,8
370250407042,8
370250407051,8
370250407052,8
370250408001,8
370250408002,8
370250408003,8
370250409001,8
370250410011,8
370250410012,8
370250410021,8
370250410022,8
370250411001,8
370250411002,8
370250411003,8
370250411004,8
370250412011,8
370250412012,8
370250412021,5
370250412022,8
370250412023,8
370250413011,5
370250413012,8
370250413041,5
370250413042,5
370250413051,5
370250413052,5
370250413061,5
370250413062,5
370250413071,5
370250413072,5
370250413073,5
370250415031,7
370250415041,7
370250415042,7
370250415051,5
370250415052,5
370250415053,5
370250415061,5
370250415062,5
370250415071,7
370250415072,7
370250416021,7
370250416022,7
370250416031,7
370250416032,7
370250416041,7
370250416042,7
370250416043,7
370250416044,7
370250417011,7
370250417012,7
370250417013,7
370250417021,7
370250417022,7
370250417023,7
370250419011,7
370250419012,7
370250419021,7
370250419022,7
370250419023,7
370250420001,7
370250420002,5
370250420003,7
370250421011,7
370250421012,7
370250421013,7
370250421014,7
370250421021,7
370250421022,7
370250422011,7
370250422012,7
370250422013,7
370250422021,7
370250422022,7
370250422023,7
370250423001,7
370250423002,7
370250423003,7
370250424011,7
370250424012,7
370250424021,7
370250424022,7
370250424023,8
370250424024,8
370250425011,5
370250425012,5
370250425021,7
370250425022,5
370250425031,5
370250425032,5
370250425041,5
370250426011,5
370250426012,5
370250426013,5
370250426021,5
370250426022,5
370250426031,5
370250426032,5
370250426033,5
370250426034,5
370250426041,5
370250426042,5
370250426043,5
370270301001,9
370270301002,9
370270301003,9
370270301004,9
370270301005,9
370270301006,9
370270302001,9
370270302002,9
370270302003,9
370270302004,9
370270303001,9
370270303002,9
370270303003,9
370270303004,9
370270304001,9
370270304002,9
370270304003,9
370270304004,9
370270305001,9
370270305002,9
370270305003,9
370270306001,9
370270306002,9
370270306003,9
370270307001,9
370270307002,9
370270307003,9
370270307004,9
370270307005,9
370270308011,9
370270308012,9
370270308021,9
370270308022,9
370270308023,9
370270309001,9
370270309002,9
370270309003,9
370270309004,9
370270310001,9
370270310002,9
370270310003,9
370270311001,9
370270311002,9
370270311003,9
370270311004,9
370270312011,9
370270312012,9
370270312013,9
370270312014,9
370270312021,9
370270312022,9
370270313011,9
370270313012,9
370270313021,9
370270313022,9
370270313023,9
370270314011,9
370270314012,9
370270314021,9
370270314022,9
370270314023,9
370270314031,9
370270314032,9
370299501011,14
370299501012,14
370299501020,14
370299501021,14
370299501022,14
370299501023,14
370319701011,14
370319701021,11
370319701022,11
370319701023,14
370319701031,11
370319701032,11
370319701033,11
370319702001,11
370319702002,11
370319703011,11
370319703012,11
370319703013,11
370319703041,11
370319703042,11
370319703051,11
370319703052,11
370319704011,11
370319704021,11
370319704031,11
370319704032,11
370319705011,11
370319705012,11
370319705021,11
370319705022,11
370319705031,11
370319705032,11
370319705041,11
370319705042,11
370319706011,11
370319706021,11
370319706031,11
370319706061,11
370319706062,11
370319706063,11
370319707011,11
370319707021,11
370319707022,11
370319707031,11
370319707032,11
370319707033,11
370319707034,11
370319707041,11
370319707042,11
370319708011,11
370319708012,11
370319708013,11
370319708041,11
370319708042,11
370319708043,11
370319708051,11
370319708061,11
370319708062,11
370319708063,11
370319709031,11
370319709041,11
370319709042,11
370319710031,11
370319710032,11
370319711031,11
370319711032,11
370319801001,11
370319901000,11
370319902000,14
370339301001,12
370339301002,12
370339302001,12
370339302002,12
370339302003,12
370339302004,12
370339303001,12
370339303002,12
370339303003,12
370339304001,12
370339304002,12
370339305001,12
370339305002,12
370339305003,12
370339306001,12
370339306002,12
370339306003,12
370339306004,12
370350101011,9
370350101012,9
370350101013,9
370350101014,8
370350101021,9
370350101022,9
370350101023,9
370350102011,9
370350102012,9
370350102013,9
370350102031,9
370350102032,9
370350102041,9
370350102042,9
370350102043,9
