MAP,ENERGY
SC20C_I000K01N07,992357.284660
SC20C_I001K01N07,1104258.842721
SC20C_I002K01N07,1139699.065902
SC20C_I003K01N07,993384.480985
SC20C_I004K01N07,1025002.914805
SC20C_I005K01N07,993702.167178
SC20C_I006K01N07,1025195.891053
SC20C_I007K01N07,1025667.678012
SC20C_I008K01N07,1032797.395457
SC20C_I009K01N07,992708.831780
SC20C_I010K01N07,1125001.381912
SC20C_I011K01N07,1030782.143537
SC20C_I012K01N07,1030782.143537
SC20C_I013K01N07,1032055.801769
SC20C_I014K01N07,992934.174511
SC20C_I015K01N07,1221945.136719
SC20C_I016K01N07,1026233.838628
SC20C_I017K01N07,1146738.976078
SC20C_I018K01N07,1031694.529169
SC20C_I019K01N07,1024581.561457
SC20C_I020K01N07,1109316.895909
SC20C_I021K01N07,995056.833991
SC20C_I022K01N07,1031440.373692
SC20C_I023K01N07,1007260.595297
SC20C_I024K01N07,1123627.841736
SC20C_I025K01N07,1032498.403910
SC20C_I026K01N07,1024467.743906
SC20C_I027K01N07,1024792.773325
SC20C_I028K01N07,1008600.222368
SC20C_I029K01N07,1156641.851010
SC20C_I030K01N07,1006918.632897
SC20C_I031K01N07,1008138.239775
SC20C_I032K01N07,993702.167178
SC20C_I033K01N07,1027113.027231
SC20C_I034K01N07,1105244.032421
SC20C_I035K01N07,994150.355848
SC20C_I036K01N07,1128520.971556
SC20C_I037K01N07,993721.975894
SC20C_I038K01N07,1006456.411351
SC20C_I039K01N07,1024333.266775
SC20C_I040K01N07,1034250.067960
SC20C_I041K01N07,1137361.363467
SC20C_I042K01N07,996400.623410
SC20C_I043K01N07,991757.404808
SC20C_I044K01N07,1030782.143537
SC20C_I045K01N07,1030781.421234
SC20C_I046K01N07,993655.144803
SC20C_I047K01N07,1031440.373692
SC20C_I048K01N07,995208.269170
SC20C_I049K01N07,996400.623410
SC20C_I050K01N07,1024566.030421
SC20C_I051K01N07,1030762.608439
SC20C_I052K01N07,1031910.660100
SC20C_I053K01N07,1131347.069794
SC20C_I054K01N07,993254.542178
SC20C_I055K01N07,1030782.143537
SC20C_I056K01N07,1213569.578697
SC20C_I057K01N07,1027079.641606
SC20C_I058K01N07,996319.637975
SC20C_I059K01N07,1104087.100139
SC20C_I060K01N07,1025085.568621
SC20C_I061K01N07,1122425.532340
SC20C_I062K01N07,1026735.081224
SC20C_I063K01N07,992499.274524
SC20C_I064K01N07,1026001.646256
SC20C_I065K01N07,996977.944845
SC20C_I066K01N07,1026815.017989
SC20C_I067K01N07,1005592.028959
SC20C_I068K01N07,1277125.543424
SC20C_I069K01N07,1009627.826009
SC20C_I070K01N07,992885.366969
SC20C_I071K01N07,1131268.559444
SC20C_I072K01N07,1124050.710808
SC20C_I073K01N07,1030781.421234
SC20C_I074K01N07,1008962.335355
SC20C_I075K01N07,994116.333065
SC20C_I076K01N07,1025284.738635
SC20C_I077K01N07,1155777.725112
SC20C_I078K01N07,1006379.161479
SC20C_I079K01N07,1030782.143537
SC20C_I080K01N07,990901.419108
SC20C_I081K01N07,1008910.928105
SC20C_I082K01N07,994237.838216
SC20C_I083K01N07,1099927.070805
SC20C_I084K01N07,995379.396387
SC20C_I085K01N07,1129442.457278
SC20C_I086K01N07,1027172.734462
SC20C_I087K01N07,1026889.036101
SC20C_I088K01N07,995280.900409
SC20C_I089K01N07,1030808.403021
SC20C_I090K01N07,1147253.196893
SC20C_I091K01N07,1007572.747860
SC20C_I092K01N07,996400.623410
SC20C_I093K01N07,994150.355848
SC20C_I094K01N07,1029268.738310
SC20C_I095K01N07,994116.333065
SC20C_I096K01N07,1127709.688396
SC20C_I097K01N07,991876.056188
SC20C_I098K01N07,1005599.515276
SC20C_I099K01N07,1030782.143537
