GEOID,ALAND,AWATER
34011ZZZZZZ,0,448306028
34009ZZZZZZ,0,865437665
34029ZZZZZZ,0,410493793
34025ZZZZZZ,0,353084355
34001ZZZZZZ,0,141050744

