MAP,ENERGY
WI20C_I000K01N08,1930340.233423
WI20C_I001K01N08,1871623.977866
WI20C_I002K01N08,1831989.588607
WI20C_I003K01N08,1831154.288777
WI20C_I004K01N08,1832025.832119
WI20C_I006K01N08,1860396.717243
WI20C_I007K01N08,1825680.572684
WI20C_I008K01N08,1832062.120521
WI20C_I009K01N08,1908533.957336
WI20C_I010K01N08,1914150.740296
WI20C_I011K01N08,1831845.201682
WI20C_I012K01N08,1832097.267019
WI20C_I013K01N08,1968229.413864
WI20C_I014K01N08,1972760.553471
WI20C_I015K01N08,1824992.150584
WI20C_I016K01N08,1863185.324331
WI20C_I017K01N08,1924731.665380
WI20C_I019K01N08,1832097.267019
WI20C_I020K01N08,1832155.773116
WI20C_I021K01N08,1838076.312492
WI20C_I022K01N08,1832097.267019
WI20C_I023K01N08,1878033.033961
WI20C_I024K01N08,1828273.846816
WI20C_I025K01N08,1973138.305476
WI20C_I026K01N08,1825429.640549
WI20C_I027K01N08,1920208.298300
WI20C_I028K01N08,1825618.229087
WI20C_I029K01N08,1867261.731990
WI20C_I030K01N08,1933739.165987
WI20C_I031K01N08,1832062.120521
WI20C_I032K01N08,1878162.301319
WI20C_I033K01N08,1880733.829302
WI20C_I034K01N08,1864064.209989
WI20C_I035K01N08,1869763.801497
WI20C_I036K01N08,1931804.803704
WI20C_I037K01N08,1902378.142158
WI20C_I038K01N08,1871254.845400
WI20C_I039K01N08,1935199.942885
WI20C_I040K01N08,1831080.339096
WI20C_I042K01N08,1846325.421142
WI20C_I043K01N08,1844794.822703
WI20C_I044K01N08,1832097.267019
WI20C_I045K01N08,1832025.832119
WI20C_I046K01N08,1867825.575526
WI20C_I047K01N08,1941148.169952
WI20C_I048K01N08,1825796.030914
WI20C_I049K01N08,1832097.267019
WI20C_I050K01N08,1881894.309894
WI20C_I051K01N08,1859595.068819
WI20C_I052K01N08,1860441.833702
WI20C_I053K01N08,1970258.866524
WI20C_I054K01N08,1969975.928062
WI20C_I055K01N08,1826804.287152
WI20C_I056K01N08,1832062.120521
WI20C_I058K01N08,1825538.326681
WI20C_I059K01N08,1921624.160427
WI20C_I060K01N08,1877156.332894
WI20C_I061K01N08,1836023.915544
WI20C_I062K01N08,1832025.832119
WI20C_I063K01N08,1908191.236441
WI20C_I064K01N08,1832025.832119
WI20C_I065K01N08,1828013.381843
WI20C_I067K01N08,1893290.178118
WI20C_I068K01N08,1838076.312492
WI20C_I069K01N08,1832062.120521
WI20C_I070K01N08,1862402.575275
WI20C_I071K01N08,1846670.464079
WI20C_I072K01N08,1863294.562168
WI20C_I073K01N08,1832097.267019
WI20C_I074K01N08,1831616.363348
WI20C_I075K01N08,1873059.691954
WI20C_I076K01N08,1827714.358186
WI20C_I077K01N08,1925185.034234
WI20C_I078K01N08,1884871.837525
WI20C_I079K01N08,1913852.276627
WI20C_I080K01N08,1945358.289254
WI20C_I081K01N08,1827483.056140
WI20C_I082K01N08,1832062.120521
WI20C_I083K01N08,1832025.832119
WI20C_I084K01N08,1843311.165093
WI20C_I085K01N08,1860783.565751
WI20C_I086K01N08,1831016.834939
WI20C_I087K01N08,1920798.033640
WI20C_I088K01N08,1846119.724089
WI20C_I089K01N08,1825796.030914
WI20C_I090K01N08,1845143.880086
WI20C_I091K01N08,1943140.720841
WI20C_I092K01N08,1831016.818276
WI20C_I093K01N08,1901106.967735
WI20C_I095K01N08,1864702.419744
WI20C_I096K01N08,1860666.408207
WI20C_I097K01N08,1832062.120521
WI20C_I098K01N08,1886417.363438
WI20C_I099K01N08,1825957.272570
