0,143,6123.0
0,173,11104.0
0,175,10992.0
0,176,13576.0
0,180,12523.0
0,196,4554.0
0,217,4724.0
0,218,7580.0
0,220,4570.0
0,291,3580.0
0,311,5342.0
0,314,3253.0
0,317,16800.0
0,318,15747.0
0,333,4452.0
0,334,2602.0
0,335,3932.0
0,339,4759.0
0,377,12051.0
0,379,3783.0
0,382,16442.0
0,386,3796.0
0,388,16146.0
0,391,6939.0
9,431,6456.0
0,493,4088.0
0,528,5307.0
0,533,2209.0
0,534,2570.0
0,649,3621.0
0,670,8874.0
0,696,1432.0
0,697,5326.0
0,710,4890.0
0,751,3873.0
0,808,5942.0
0,839,4361.0
0,840,5025.0
0,841,6146.0
0,883,5090.0
0,884,3082.0
0,885,2372.0
0,983,10609.0
0,984,6478.0
0,985,4944.0
0,989,3616.0
0,990,6606.0
0,991,4308.0
0,1192,6934.0
0,1205,5256.0
0,1206,6213.0
0,1207,9710.0
0,1215,5747.0
0,1216,3139.0
0,1238,2726.0
0,1239,8969.0
0,1254,6327.0
0,1255,4886.0
0,1258,4033.0
0,1260,4739.0
0,1263,3660.0
0,1264,4679.0
0,1397,4819.0
0,1414,11323.0
0,1415,7572.0
0,1416,6875.0
0,1418,2987.0
0,1460,1840.0
0,1470,3618.0
0,1471,3641.0
0,1472,3790.0
0,1503,5839.0
0,1504,7294.0
0,1505,4847.0
0,1599,6348.0
0,1613,5616.0
0,1626,9419.0
0,1629,8613.0
0,1631,2918.0
0,1633,8790.0
0,1644,3813.0
0,1646,4880.0
0,1659,4282.0
0,1661,10431.0
0,1664,4154.0
0,1665,3537.0
0,1666,9509.0
0,1667,2255.0
0,1668,2605.0
0,1671,7637.0
0,1682,3394.0
0,1683,2395.0
0,1684,7639.0
0,1687,3428.0
0,1694,3764.0
0,1729,5785.0
0,1732,5223.0
0,1733,5152.0
0,1905,2260.0
0,1925,3320.0
0,1926,6437.0
0,1927,7701.0
0,1928,9158.0
0,1929,7742.0
0,1930,4443.0
0,1931,3352.0
0,1932,3198.0
0,1933,4500.0
0,1934,6406.0
0,1935,7645.0
0,1966,9679.0
0,1981,3590.0
0,1984,2970.0
0,1986,1630.0
0,1987,5377.0
0,1989,5476.0
0,1999,4545.0
0,2002,3975.0
0,2031,5145.0
0,2044,3023.0
0,2087,4533.0
0,2110,2263.0
0,2153,2397.0
0,2157,4576.0
0,2188,4045.0
0,2191,2593.0
0,2222,4074.0
0,2259,3684.0
0,2266,3406.0
0,2267,4988.0
0,2413,3512.0
0,2492,6097.0
0,2500,2111.0
0,2547,3107.0
0,2567,3744.0
1,14,3458.0
1,78,2497.0
1,79,3037.0
1,122,356.0
1,155,7656.0
1,156,124.0
1,157,832.0
1,158,3689.0
1,159,3720.0
1,209,1380.0
1,243,5111.0
1,244,6254.0
1,245,3298.0
1,246,3102.0
1,247,3856.0
1,248,2035.0
1,249,2682.0
1,253,2598.0
1,254,1098.0
1,255,881.0
1,256,1310.0
1,257,1011.0
1,258,521.0
1,259,712.0
1,260,1639.0
1,261,1276.0
1,262,1643.0
1,263,1719.0
1,264,3202.0
1,271,7075.0
1,272,9888.0
1,319,4092.0
1,320,7770.0
1,346,3747.0
1,347,4538.0
1,357,3472.0
1,358,1962.0
1,359,1838.0
1,375,2866.0
1,376,9256.0
1,401,5037.0
1,408,2096.0
1,426,7361.0
1,473,2357.0
1,503,2054.0
1,504,3302.0
1,505,5262.0
1,506,3680.0
1,507,5064.0
1,508,3656.0
1,509,3168.0
1,524,951.0
1,525,2932.0
1,526,9536.0
1,550,3808.0
1,568,1701.0
1,569,2628.0
1,596,3080.0
1,613,1301.0
1,614,3160.0
1,615,1676.0
1,616,2118.0
1,617,3242.0
1,618,1924.0
1,619,1312.0
1,620,1983.0
1,621,1369.0
1,622,2204.0
1,623,4610.0
1,624,7170.0
1,625,4376.0
1,634,5738.0
1,636,2266.0
1,637,5793.0
1,638,3521.0
1,666,2985.0
1,691,1123.0
1,693,6030.0
1,694,1188.0
1,695,2520.0
1,701,218.0
1,702,3875.0
1,707,4255.0
1,775,1092.0
1,782,783.0
1,809,1262.0
1,810,1020.0
1,811,2439.0
1,812,1168.0
1,813,872.0
1,842,320.0
1,843,202.0
1,855,1147.0
1,856,2346.0
1,895,2875.0
1,899,4220.0
1,900,2311.0
1,901,2704.0
1,905,466.0
1,906,1580.0
1,909,4159.0
1,929,2104.0
1,930,3806.0
1,931,6262.0
1,932,1495.0
1,981,1571.0
1,982,2266.0
1,1022,1278.0
1,1045,595.0
1,1057,4137.0
1,1058,1299.0
1,1060,1331.0
1,1062,1050.0
1,1063,1551.0
1,1074,1085.0
1,1075,1543.0
1,1076,2143.0
1,1081,1677.0
1,1094,3774.0
1,1095,4859.0
1,1096,4575.0
1,1164,5384.0
1,1168,576.0
1,1211,2303.0
1,1274,1159.0
1,1275,1236.0
1,1276,1682.0
1,1277,5243.0
1,1278,3266.0
1,1287,1429.0
1,1288,2902.0
1,1295,1561.0
1,1299,942.0
1,1300,3093.0
1,1302,1978.0
1,1303,267.0
1,1327,5395.0
1,1334,2267.0
1,1335,1705.0
1,1336,1056.0
1,1376,622.0
1,1382,1467.0
1,1383,2085.0
1,1401,4710.0
1,1402,4769.0
1,1403,5517.0
1,1404,6279.0
1,1411,4715.0
1,1412,1587.0
1,1413,1443.0
1,1419,2116.0
1,1420,1170.0
1,1465,514.0
1,1466,1261.0
1,1476,252.0
1,1477,2353.0
1,1489,1794.0
1,1502,1709.0
1,1521,6035.0
1,1526,1884.0
1,1530,1373.0
1,1531,1375.0
1,1539,1357.0
1,1567,4055.0
1,1584,6518.0
1,1585,4008.0
1,1586,2577.0
1,1588,4369.0
1,1589,1913.0
1,1590,3114.0
12,1591,4092.0
1,1602,3298.0
1,1605,1634.0
1,1606,6532.0
1,1618,1356.0
1,1637,1694.0
1,1642,1224.0
1,1648,2823.0
1,1649,3441.0
1,1650,5703.0
1,1652,1153.0
1,1656,846.0
1,1670,2817.0
1,1672,3569.0
1,1677,1885.0
1,1678,4436.0
1,1691,960.0
1,1693,392.0
1,1703,2058.0
1,1715,797.0
1,1716,651.0
1,1734,5498.0
1,1738,703.0
1,1739,1091.0
1,1761,2560.0
1,1763,298.0
1,1764,4052.0
1,1765,2529.0
1,1774,8174.0
1,1779,5288.0
1,1807,4559.0
1,1860,1455.0
1,1880,1306.0
1,1881,2890.0
1,1886,1077.0
1,1892,4234.0
1,1893,2678.0
1,1898,1712.0
1,1900,1474.0
1,1901,52.0
1,1902,1284.0
1,1915,786.0
1,1922,2208.0
1,1923,1139.0
1,1946,1366.0
1,1950,934.0
1,1957,1522.0
1,1969,1609.0
1,1970,2888.0
1,1971,1626.0
1,1994,5686.0
1,1995,4770.0
1,1996,3606.0
1,1997,1251.0
1,2016,1471.0
1,2017,2046.0
1,2018,3040.0
1,2019,2059.0
1,2027,2390.0
1,2036,577.0
1,2038,2058.0
1,2042,4288.0
1,2043,1885.0
1,2057,819.0
1,2058,835.0
1,2102,2135.0
1,2109,956.0
1,2128,8533.0
1,2143,1707.0
1,2196,668.0
1,2202,1123.0
1,2203,1394.0
1,2204,2996.0
1,2205,724.0
1,2216,3487.0
1,2244,6541.0
1,2248,3182.0
1,2249,1974.0
1,2254,1575.0
1,2270,1268.0
1,2273,2249.0
1,2278,688.0
1,2282,1109.0
1,2283,2238.0
1,2297,2352.0
1,2301,2623.0
1,2338,1947.0
1,2339,421.0
1,2341,807.0
1,2351,1026.0
1,2357,4195.0
1,2365,1096.0
1,2388,1569.0
1,2393,456.0
1,2401,1759.0
1,2415,2938.0
1,2419,265.0
1,2434,5958.0
1,2441,920.0
1,2443,1149.0
1,2445,1716.0
1,2446,3766.0
1,2455,3838.0
1,2460,1340.0
1,2463,540.0
1,2469,1160.0
1,2501,1451.0
1,2514,329.0
1,2528,301.0
1,2530,1273.0
1,2534,3240.0
1,2539,783.0
1,2540,3048.0
1,2541,742.0
1,2549,1661.0
1,2552,432.0
1,2563,564.0
1,2564,939.0
1,2573,4439.0
1,2581,1486.0
1,2587,1613.0
1,2593,383.0
1,2601,107.0
1,2624,1920.0
1,2628,230.0
1,2654,461.0
1,2655,4868.0
2,341,4387.0
2,356,11891.0
2,582,7714.0
2,584,3746.0
2,597,12062.0
2,658,6394.0
2,659,9321.0
2,660,3622.0
2,662,6600.0
2,692,11984.0
2,705,4940.0
2,706,2152.0
2,737,1740.0
2,738,4802.0
2,739,1742.0
2,740,1400.0
2,742,3330.0
3,743,7860.0
2,771,4524.0
2,776,5025.0
2,777,2437.0
2,814,2763.0
2,815,1884.0
2,816,3416.0
2,817,2496.0
2,818,2433.0
2,822,8499.0
2,830,4771.0
2,833,3149.0
2,844,6356.0
2,845,9167.0
2,849,3717.0
2,850,5567.0
2,851,6148.0
2,853,3424.0
2,864,2403.0
2,865,5481.0
2,866,6902.0
2,910,2298.0
2,911,4711.0
2,912,5202.0
2,913,4677.0
2,914,2753.0
2,918,4752.0
2,919,3655.0
2,920,3799.0
2,921,3316.0
2,924,4802.0
2,925,4141.0
2,933,8139.0
2,934,4583.0
2,935,3568.0
2,936,2186.0
2,937,1596.0
2,938,3997.0
2,941,3188.0
2,944,6009.0
2,945,6386.0
2,946,6684.0
2,948,6375.0
2,949,3504.0
2,950,4432.0
2,951,1905.0
2,952,2880.0
2,953,4062.0
