BLOCK,PRECINCT
300010001001000,30001000023
300010001001001,30001000023
300010001001002,30001000023
300010001001003,30001000023
300010001001004,30001000023
300010001001005,30001000023
300010001001006,30001000023
300010001001007,30001000023
300010001001008,30001000023
300010001001009,30001000023
300010001001010,30001000023
300010001001011,30001000023
300010001001012,30001000023
300010001001013,30001000023
300010001001014,30001000023
300010001001015,30001000023
300010001001016,30001000023
300010001001017,30001000023
300010001001018,30001000023
300010001001019,30001000023
300010001001020,30001000023
300010001001021,30001000023
300010001001022,30001000023
300010001001023,30001000023
300010001001024,30001000023
300010001001025,30001000023
300010001001026,30001000023
300010001001027,30001000023
300010001001028,30001000023
300010001001029,30001000023
300010001001030,30001000023
300010001001031,30001000023
300010001001032,30001000023
300010001001033,30001000023
300010001001034,30001000023
300010001001035,30001000023
300010001001036,30001000023
300010001001037,30001000021
300010001001038,30001000023
300010001001039,30001000021
300010001001040,30001000023
300010001001041,30001000023
300010001001042,30001000023
300010001001043,30001000023
300010001001044,30001000023
300010001001045,30001000023
300010001001046,30001000023
300010001001047,30001000023
300010001001048,30001000023
300010001001049,30001000023
300010001001050,30001000021
300010001001051,30001000021
300010001001052,30001000021
300010001001053,30001000021
300010001001054,30001000021
300010001001055,30001000021
300010001001056,30001000021
300010001001057,30001000021
300010001001058,30001000020
300010001001059,30001000021
300010001001060,30001000021
300010001001061,30001000021
300010001001062,30001000021
300010001001063,30001000021
300010001001064,30001000021
300010001001065,30001000021
300010001001066,30001000021
300010001001067,30001000021
300010001001068,30001000021
300010001001069,30001000021
300010001001070,30001000021
300010001001071,30001000021
300010001001072,30001000021
300010001001073,30001000021
300010001001074,30001000021
300010001001075,30001000021
300010001001076,30001000021
300010001001077,30001000021
300010001001078,30001000021
300010001001079,30001000021
300010001001080,30001000021
300010001001081,30001000021
300010001001082,30001000021
300010001001083,30001000021
300010001001084,30001000021
300010001001085,30001000021
300010001001086,30001000021
300010001001087,30001000021
300010001001088,30001000021
300010001001089,30001000021
300010001001090,30001000021
300010001001091,30001000021
300010001001092,30001000021
300010001001093,30001000021
300010001001094,30001000021
300010001001095,30001000021
300010001001096,30001000021
300010001001097,30001000021
300010001001098,30001000021
300010001001099,30001000021
300010001001100,30001000021
300010001001101,30001000021
300010001001102,30001000021
300010001001103,30001000021
300010001001104,30001000021
300010001001105,30001000021
300010001001106,30001000021
300010001001107,30001000021
300010001001108,30001000021
300010001001109,30001000021
300010001001110,30001000021
300010001001111,30001000021
300010001001112,30001000021
300010001001113,30001000021
300010001001114,30001000021
300010001001115,30001000021
300010001001116,30001000021
300010001001117,30001000021
300010001001118,30001000021
300010001001119,30001000021
300010001001120,30001000021
300010001001121,30001000021
300010001001122,30001000021
300010001001123,30001000021
300010001001124,30001000021
300010001001125,30001000021
300010001001126,30001000021
300010001001127,30001000021
300010001001128,30001000021
300010001001129,30001000021
300010001001130,30001000021
300010001001131,30001000021
300010001001132,30001000021
300010001001133,30001000021
300010001001134,30001000021
