BLOCK,PRECINCT
490011001001000,49001BEA4UN
490011001001001,49001BEA4UN
490011001001002,49001BEA4UN
490011001001003,49001BEA4UN
490011001001004,49001BEA4UN
490011001001005,49001BEA4UN
490011001001006,49001BEA4UN
490011001001007,49001BEA4UN
490011001001008,49001BEA4UN
490011001001009,49001BEA4UN
490011001001010,49001BEA4UN
490011001001011,49001BEV4US
490011001001012,49001BEV4US
490011001001013,49001BEA4UN
490011001001014,49001BEA4UN
490011001001015,49001BEA4UN
490011001001016,49001BEA4UN
490011001001017,49001BEV3UN
490011001001018,49001BEV3UN
490011001001019,49001BEV3UN
490011001001020,49001BEV3UN
490011001001021,49001BEV3UN
490011001001022,49001BEV3UN
490011001001023,49001BEV3UN
490011001001024,49001BEV3UN
490011001001025,49001BEV3UN
490011001001026,49001BEV3UN
490011001001027,49001BEV3UN
490011001001028,49001MIL3UE
490011001001029,49001BEV3UN
490011001001030,49001BEV3UN
490011001001031,49001BEV3UN
490011001001032,49001BEV3UN
490011001001033,49001BEV3UN
490011001001034,49001BEV3UN
490011001001035,49001BEV3UN
490011001001036,49001BEV3UN
490011001001037,49001BEV3UN
490011001001038,49001BEV3UN
490011001001039,49001BEV3UN
490011001001040,49001BEV3UN
490011001001041,49001BEV3UN
490011001001042,49001BEV4US
490011001001043,49001BEV4US
490011001001044,49001BEA4UN
490011001001045,49001BEV4US
490011001001046,49001BEV4US
490011001001047,49001BEV4US
490011001001048,49001BEV4US
490011001001049,49001BEV4US
490011001001050,49001BEV4US
490011001001051,49001BEV4US
490011001001052,49001BEV4US
490011001001053,49001BEV4US
490011001001054,49001BEV4US
490011001001055,49001BEV4US
490011001001056,49001BEV4US
490011001001057,49001BEV4US
490011001001058,49001BEV4US
490011001001059,49001BEV4US
490011001001060,49001BEV4US
490011001001061,49001BEV4US
490011001001062,49001BEV4US
490011001001063,49001BEV4US
490011001001064,49001BEV4US
490011001001065,49001BEV4US
490011001001066,49001BEV4US
490011001001067,49001BEV4US
490011001001068,49001BEV4US
490011001001069,49001BEV4US
490011001001070,49001BEV4US
490011001001071,49001BEV4US
490011001001072,49001BEV4US
490011001001073,49001BEV3UE
490011001001074,49001BEV3UE
490011001001075,49001BEV4US
490011001001076,49001BEV4US
490011001001077,49001BEV4US
490011001001078,49001BEV3UE
490011001001079,49001BEV3UE
490011001001080,49001BEV3UE
490011001001081,49001BEV3UE
490011001001082,49001BEV3UE
490011001001083,49001BEV4US
490011001001084,49001BEV3UW
490011001001085,49001BEV4US
490011001001086,49001BEV4US
490011001001087,49001BEV4US
490011001001088,49001BEV4US
490011001001089,49001BEV4US
490011001001090,49001BEV4US
490011001001091,49001BEV4US
490011001001092,49001BEV4US
490011001001093,49001BEV4US
490011001001094,49001BEV4US
490011001001095,49001BEV4US
490011001001096,49001BEV4US
490011001001097,49001BEV4US
490011001001098,49001BEV4US
490011001001099,49001BEV4US
490011001001100,49001BEV4US
490011001001101,49001BEV3UN
490011001001102,49001BEV3UN
490011001001103,49001BEV3UN
490011001001104,49001BEV3UN
490011001001105,49001BEV3UN
490011001001106,49001BEV3UN
490011001001107,49001BEV3UN
490011001001108,49001BEV3UN
490011001001109,49001BEV3UN
490011001001110,49001BEV3UN
490011001001111,49001BEV3UN
490011001001112,49001BEV3UN
490011001001113,49001BEV3UN
490011001001114,49001GRN1UN
490011001001115,49001GRN1UN
490011001001116,49001BEV3UN
490011001001117,49001BEV3UN
490011001001118,49001BEV3UN
490011001001119,49001BEV3UN
490011001001120,49001BEV2I-
490011001001121,49001BEV2I-
490011001001122,49001BEV2I-
490011001001123,49001BEV2I-
490011001001124,49001BEV2I-
490011001001125,49001BEV3UN
490011001001126,49001BEV3UN
490011001001127,49001BEV3UN
490011001001128,49001GRN1UN
490011001001129,49001GRN1UN
490011001001130,49001GRN1UN
490011001001131,49001GRN1UN
490011001001132,49001BEV3UN
490011001001133,49001BEV3UN
490011001001134,49001BEV3UN
490011001001135,49001BEV3UN
490011001001136,49001BEV3UN
490011001001137,49001BEV3UN
490011001001138,49001GRN1US
490011001001139,49001BEV3US
490011001001140,49001BEV3UN
490011001001141,49001BEV3UN
490011001001142,49001BEV3UN
490011001001143,49001GRN1US
490011001001144,49001GRN1US
490011001001145,49001BEV3US
490011001001146,49001BEV3US
490011001001147,49001BEV3UN
490011001001148,49001BEV3US
490011001001149,49001BEV3US
490011001001150,49001BEV3US
490011001001151,49001BEV3US
490011001001152,49001BEV2I-
490011001001153,49001BEV3US
490011001001154,49001GRN1US
490011001001155,49001GRN1US
490011001001156,49001GRN1US
490011001001157,49001BEV3US
490011001001158,49001BEV2I-
490011001001159,49001BEV2I-
490011001001160,49001BEV2I-
490011001001161,49001BEV3US
490011001001162,49001BEV3US
490011001001163,49001BEV3US
490011001001164,49001BEV3US
490011001001165,49001BEV3US
490011001001166,49001BEV3UW
490011001001167,49001BEV3US
490011001001168,49001GRN1US
490011001001169,49001GRN1US
490011001001170,49001GRN1US
490011001001171,49001GRN1US
490011001001172,49001GRN1US
490011001001173,49001GRN1UN
490011001001174,49001BEV3UN
490011001001175,49001BEV2I-
490011001001176,49001BEV2I-
490011001001177,49001BEV3UW
490011001001178,49001BEV3UW
490011001001179,49001BEV3UW
490011001001180,49001BEV3UW
490011001001181,49001BEV3UW
490011001001182,49001BEV3UW
490011001001183,49001BEV3UW
490011001001184,49001BEV3UW
490011001001185,49001BEV3UW
490011001001186,49001BEV3UW
490011001001187,49001BEV3UW
490011001001188,49001BEV3UW
490011001001189,49001BEV3UW
490011001001190,49001BEV3UW
490011001001191,49001BEV3UW
490011001001192,49001BEV3UW
490011001001193,49001BEV3UW
490011001001194,49001BEV3UW
490011001001195,49001BEV4US
490011001001196,49001BEV4US
490011001001197,49001BEV4US
490011001001198,49001BEV4US
490011001001199,49001BEV4US
490011001001200,49001BEV4US
490011001001201,49001BEV4US
490011001001202,49001BEV4US
490011001001203,49001BEV3UW
490011001001204,49001BEV3UW
490011001001205,49001BEV4US
490011001001206,49001BEV4US
490011001001207,49001BEV4US
490011001001208,49001BEV4US
490011001001209,49001BEV3UW
490011001001210,49001BEV3UW
490011001001211,49001BEV3UW
490011001001212,49001BEV3UW
490011001001213,49001BEV3UW
490011001001214,49001BEV3UW
490011001001215,49001BEV3UW
490011001001216,49001BEV1I-
490011001001217,49001BEV1I-
490011001001218,49001BEV3UW
490011001001219,49001BEV3UW
490011001001220,49001BEV3UW
490011001001221,49001BEV3UW
490011001001222,49001BEV3UW
490011001001223,49001BEV3UW
490011001001224,49001BEV3UW
490011001001225,49001BEV3UW
490011001001226,49001BEV3UE
490011001001227,49001BEV3UE
490011001001228,49001BEV3UE
490011001001229,49001BEV3UE
490011001001230,49001BEV3UE
490011001001231,49001BEV3UE
490011001001232,49001BEV3UE
490011001001233,49001BEV3UE
490011001001234,49001BEV3UE
490011001001235,49001BEV3UE
490011001001236,49001BEV3UE
490011001001237,49001BEV3UE
490011001001238,49001BEV3UE
490011001001239,49001BEV3UE
490011001001240,49001BEV3UE
490011001001241,49001BEV3UE
490011001001242,49001BEV3UE
490011001001243,49001BEV3UE
490011001001244,49001BEV3UE
490011001001245,49001BEV4UE
490011001001246,49001BEV4UE
490011001001247,49001BEV4UE
490011001001248,49001BEV4UE
490011001001249,49001BEV4UE
490011001001250,49001BEV4UE
490011001001251,49001BEV4UE
490011001001252,49001BEV4UE
490011001001253,49001BEV4UE
490011001001254,49001BEV4US
490011001001255,49001BEV4UE
490011001001256,49001BEV3UE
490011001001257,49001BEV4UE
490011001001258,49001BEV4UE
490011001001259,49001BEV4UE
490011001001260,49001BEV4UE
490011001001261,49001BEV4UE
