MAP,ENERGY
IN20C_I000K01N09,1177487.601660
IN20C_I003K01N09,1189354.066769
IN20C_I004K01N09,1183361.824520
IN20C_I005K01N09,1189504.073928
IN20C_I007K01N09,1177010.983707
IN20C_I008K01N09,1184826.067027
IN20C_I009K01N09,1185162.340622
IN20C_I010K01N09,1190429.068119
IN20C_I011K01N09,1209711.624895
IN20C_I012K01N09,1176119.513110
IN20C_I013K01N09,1203764.329620
IN20C_I014K01N09,1348066.446883
IN20C_I015K01N09,1187587.483047
IN20C_I016K01N09,1189669.130830
IN20C_I017K01N09,1176757.895432
IN20C_I018K01N09,1203407.239303
IN20C_I019K01N09,1184836.751827
IN20C_I020K01N09,1184413.680501
IN20C_I021K01N09,1348343.772341
IN20C_I022K01N09,1202908.090915
IN20C_I023K01N09,1366105.536749
IN20C_I024K01N09,1185621.436356
IN20C_I025K01N09,1433942.264476
IN20C_I026K01N09,1344809.017904
IN20C_I027K01N09,1191846.924542
IN20C_I028K01N09,1181907.282040
IN20C_I029K01N09,1208606.249363
IN20C_I030K01N09,1573073.095695
IN20C_I032K01N09,1184496.543288
IN20C_I033K01N09,1182461.682490
IN20C_I034K01N09,1194385.160713
IN20C_I035K01N09,1178551.617994
IN20C_I036K01N09,1348138.102952
IN20C_I037K01N09,1186493.679593
IN20C_I038K01N09,1382911.523969
IN20C_I039K01N09,1208944.721758
IN20C_I040K01N09,1187313.567410
IN20C_I041K01N09,1187624.528891
IN20C_I043K01N09,1183282.889900
IN20C_I044K01N09,1190773.008895
IN20C_I045K01N09,1187169.725686
IN20C_I046K01N09,1191485.607949
IN20C_I047K01N09,1202145.891072
IN20C_I048K01N09,1239954.424905
IN20C_I049K01N09,1184774.565350
IN20C_I050K01N09,1199562.842557
IN20C_I051K01N09,1193106.961226
IN20C_I052K01N09,1194185.340210
IN20C_I053K01N09,1205537.661237
IN20C_I055K01N09,1188107.106900
IN20C_I056K01N09,1449406.834758
IN20C_I057K01N09,1613233.502995
IN20C_I058K01N09,1185757.102267
IN20C_I059K01N09,1203046.685310
IN20C_I060K01N09,1193801.190943
IN20C_I061K01N09,1184849.047377
IN20C_I062K01N09,1204060.107638
IN20C_I063K01N09,1205484.225306
IN20C_I064K01N09,1207676.486311
IN20C_I065K01N09,1180750.236845
IN20C_I066K01N09,1184754.691096
IN20C_I067K01N09,1212862.236221
IN20C_I068K01N09,1183529.329143
IN20C_I069K01N09,1193106.961226
IN20C_I070K01N09,1183624.826831
IN20C_I071K01N09,1175054.689317
IN20C_I072K01N09,1187612.703992
IN20C_I073K01N09,1192245.297104
IN20C_I074K01N09,1185656.667598
IN20C_I075K01N09,1188326.064113
IN20C_I076K01N09,1193106.961226
IN20C_I077K01N09,1185873.600731
IN20C_I078K01N09,1178063.012072
IN20C_I079K01N09,1190385.016454
IN20C_I080K01N09,1191680.276990
IN20C_I081K01N09,1207209.692176
IN20C_I082K01N09,1212061.929439
IN20C_I083K01N09,1197908.863356
IN20C_I084K01N09,1205434.294117
IN20C_I085K01N09,1182376.126779
IN20C_I086K01N09,1364790.361642
IN20C_I087K01N09,1347135.584493
IN20C_I088K01N09,1178394.099688
IN20C_I089K01N09,1211034.231326
IN20C_I090K01N09,1190690.430340
IN20C_I091K01N09,1190385.016454
IN20C_I093K01N09,1210608.621538
IN20C_I094K01N09,1183554.850216
IN20C_I095K01N09,1200519.690889
IN20C_I096K01N09,1189705.508689
IN20C_I097K01N09,1198578.028477
IN20C_I098K01N09,1183033.779185
IN20C_I099K01N09,1185289.624843
