#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
23,PA20C_I022K01N17,True,3198181.662431,0.012780,0.000000,1.000000,0.000000,0.000000
13,PA20C_I012K01N17,True,3205317.829286,0.014670,0.002231,0.932156,0.376967,0.151648
74,PA20C_I073K01N17,True,3207783.542589,0.010360,0.003002,0.849755,0.603563,0.391325
89,PA20C_I088K01N17,False,3209457.840169,0.011140,0.003526,0.932760,0.397035,0.147304
10,PA20C_I009K01N17,True,3212569.741858,0.009000,0.004499,0.928958,0.401981,0.158697
79,PA20C_I078K01N17,True,3212929.478317,0.014950,0.004611,0.933556,0.388515,0.147191
19,PA20C_I018K01N17,True,3215504.553846,0.024720,0.005416,0.914687,0.452718,0.193356
96,PA20C_I095K01N17,True,3216498.231363,0.012040,0.005727,0.698974,0.902872,0.829987
57,PA20C_I056K01N17,True,3217543.767161,0.013850,0.006054,0.913044,0.473278,0.199002
15,PA20C_I014K01N17,True,3217930.851910,0.015460,0.006175,0.940156,0.333167,0.134127
72,PA20C_I071K01N17,False,3218363.429371,0.017020,0.006310,0.792548,0.726849,0.560844
28,PA20C_I027K01N17,True,3219700.857259,0.011940,0.006729,0.916962,0.419992,0.193430
5,PA20C_I004K01N17,True,3219952.125905,0.015500,0.006807,0.841335,0.639822,0.396625
26,PA20C_I025K01N17,False,3220455.337528,0.007950,0.006964,0.834533,0.648193,0.417151
55,PA20C_I054K01N17,True,3220508.613696,0.024730,0.006981,0.913507,0.454727,0.199368
80,PA20C_I079K01N17,True,3222810.398429,0.014180,0.007701,0.820362,0.693284,0.465595
36,PA20C_I035K01N17,True,3223727.481895,0.008780,0.007988,0.885225,0.551167,0.272476
2,PA20C_I001K01N17,False,3223941.406642,0.012660,0.008054,0.830783,0.662657,0.425155
63,PA20C_I062K01N17,True,3227785.958726,0.011580,0.009257,0.851458,0.603060,0.369768
48,PA20C_I047K01N17,True,3228039.098757,0.010670,0.009336,0.775090,0.786416,0.606070
87,PA20C_I086K01N17,True,3228672.017925,0.016720,0.009534,0.821977,0.669284,0.462416
7,PA20C_I006K01N17,True,3229963.349821,0.018560,0.009937,0.841352,0.619236,0.396712
65,PA20C_I064K01N17,True,3230029.994450,0.010290,0.009958,0.812546,0.693366,0.495122
83,PA20C_I082K01N17,False,3230039.882816,0.012190,0.009961,0.846203,0.588789,0.388565
46,PA20C_I045K01N17,True,3230430.519494,0.007480,0.010083,0.808392,0.693913,0.487647
94,PA20C_I093K01N17,True,3230994.619033,0.009250,0.010260,0.795948,0.728170,0.532883
40,PA20C_I039K01N17,True,3231220.238553,0.011590,0.010330,0.804303,0.702482,0.503876
91,PA20C_I090K01N17,True,3231469.222028,0.014250,0.010408,0.777442,0.781657,0.582080
1,PA20C_I000K01N17,False,3231934.934434,0.007650,0.010554,0.801377,0.702455,0.557736
53,PA20C_I052K01N17,True,3232020.376183,0.006260,0.010581,0.779371,0.784392,0.575235
35,PA20C_I034K01N17,True,3232723.420313,0.014380,0.010800,0.822094,0.676974,0.449056
24,PA20C_I023K01N17,True,3234188.604634,0.006400,0.011259,0.818018,0.666697,0.468567
43,PA20C_I042K01N17,True,3235398.321138,0.007920,0.011637,0.811504,0.720477,0.490356
37,PA20C_I036K01N17,True,3235689.943420,0.018720,0.011728,0.826914,0.664857,0.431981
21,PA20C_I020K01N17,True,3235739.117618,0.013240,0.011743,0.789277,0.725946,0.552300
16,PA20C_I015K01N17,False,3236140.307718,0.014650,0.011869,0.833285,0.629883,0.420239
3,PA20C_I002K01N17,True,3236320.944993,0.023810,0.011925,0.813786,0.691459,0.469620
6,PA20C_I005K01N17,False,3236828.776110,0.014100,0.012084,0.791483,0.735814,0.544757
39,PA20C_I038K01N17,True,3237046.839334,0.011420,0.012152,0.811008,0.671463,0.483263
68,PA20C_I067K01N17,True,3238998.105962,0.012640,0.012762,0.783205,0.755982,0.572708
58,PA20C_I057K01N17,True,3241119.289739,0.006660,0.013426,0.792790,0.721106,0.540471
4,PA20C_I003K01N17,True,3241344.959993,0.018280,0.013496,0.745236,0.884606,0.681115
62,PA20C_I061K01N17,True,3241401.634278,0.011820,0.013514,0.836353,0.572901,0.413994
20,PA20C_I019K01N17,True,3241767.099973,0.011680,0.013628,0.834123,0.590799,0.418829
93,PA20C_I092K01N17,True,3243005.751114,0.007960,0.014015,0.828762,0.608217,0.432430
8,PA20C_I007K01N17,True,3243143.731249,0.007360,0.014059,0.827437,0.628180,0.433417
32,PA20C_I031K01N17,True,3243489.895905,0.019850,0.014167,0.890020,0.522856,0.266636
17,PA20C_I016K01N17,True,3243521.558715,0.012600,0.014177,0.781175,0.802283,0.555231
38,PA20C_I037K01N17,True,3244058.014261,0.023300,0.014345,0.711699,0.883802,0.811409
86,PA20C_I085K01N17,False,3244720.051529,0.014400,0.014552,0.742106,0.862253,0.683944
11,PA20C_I010K01N17,False,3245280.344511,0.012930,0.014727,0.753324,0.856534,0.646293
29,PA20C_I028K01N17,True,3245869.903737,0.013990,0.014911,0.892164,0.476163,0.266801
52,PA20C_I051K01N17,True,3246986.661921,0.010330,0.015260,0.719824,0.913554,0.741827
56,PA20C_I055K01N17,False,3247969.013510,0.010000,0.015567,0.753208,0.825456,0.654876
18,PA20C_I017K01N17,True,3248767.939542,0.007920,0.015817,0.677739,0.935201,0.887027
92,PA20C_I091K01N17,True,3248945.801750,0.008460,0.015873,0.815946,0.735945,0.476220
81,PA20C_I080K01N17,True,3249993.636890,0.007950,0.016200,0.787309,0.700006,0.549289
71,PA20C_I070K01N17,True,3250278.842490,0.009950,0.016290,0.793104,0.711105,0.594528
78,PA20C_I077K01N17,True,3251068.652624,0.011720,0.016537,0.866934,0.594280,0.326714
98,PA20C_I097K01N17,True,3252312.933819,0.012800,0.016926,0.824593,0.622306,0.442525
64,PA20C_I063K01N17,True,3253418.987123,0.006840,0.017271,0.768215,0.774525,0.591333
9,PA20C_I008K01N17,True,3253755.383029,0.008470,0.017377,0.608583,1.098603,1.075925
82,PA20C_I081K01N17,True,3254535.534008,0.005680,0.017621,0.789265,0.700222,0.544514
54,PA20C_I053K01N17,True,3254697.650775,0.009930,0.017671,0.818018,0.638157,0.456892
50,PA20C_I049K01N17,True,3254830.520591,0.007700,0.017713,0.779251,0.742055,0.567760
42,PA20C_I041K01N17,True,3255150.165725,0.005970,0.017813,0.784793,0.721175,0.553975
61,PA20C_I060K01N17,True,3255724.145961,0.006340,0.017992,0.714244,0.925562,0.766343
85,PA20C_I084K01N17,True,3255742.921510,0.008430,0.017998,0.721771,0.896767,0.736457
45,PA20C_I044K01N17,True,3255859.901382,0.009020,0.018035,0.780314,0.728480,0.565486
66,PA20C_I065K01N17,True,3256270.642229,0.012850,0.018163,0.775284,0.748752,0.578095
70,PA20C_I069K01N17,True,3256918.550194,0.006160,0.018366,0.779235,0.742590,0.569410
95,PA20C_I094K01N17,True,3257597.887797,0.017820,0.018578,0.750272,0.796946,0.646064
31,PA20C_I030K01N17,True,3257837.288178,0.015710,0.018653,0.723593,0.881482,0.734469
59,PA20C_I058K01N17,True,3258357.757661,0.015810,0.018816,0.763453,0.784103,0.606928
67,PA20C_I066K01N17,True,3259996.656990,0.010630,0.019328,0.788605,0.791617,0.550864
88,PA20C_I087K01N17,True,3260692.953166,0.007690,0.019546,0.806103,0.673535,0.486076
51,PA20C_I050K01N17,True,3261709.775649,0.010220,0.019864,0.832581,0.661215,0.446046
99,PA20C_I098K01N17,True,3262061.425097,0.009270,0.019974,0.807492,0.628852,0.484601
49,PA20C_I048K01N17,True,3262344.628355,0.008150,0.020062,0.795171,0.714206,0.512393
44,PA20C_I043K01N17,False,3264579.608765,0.020350,0.020761,0.811656,0.701231,0.504448
75,PA20C_I074K01N17,False,3269324.230882,0.010110,0.022245,0.798336,0.739209,0.549156
34,PA20C_I033K01N17,True,3270169.347837,0.008020,0.022509,0.789936,0.694807,0.525241
47,PA20C_I046K01N17,True,3270798.198056,0.009250,0.022706,0.771739,0.805230,0.607480
76,PA20C_I075K01N17,True,3273799.383040,0.014450,0.023644,0.781554,0.805671,0.590931
100,PA20C_I099K01N17,False,3278374.353167,0.004900,0.025074,0.732606,0.906175,0.732640
41,PA20C_I040K01N17,True,3292984.916192,0.013320,0.029643,0.797825,0.716500,0.544549
60,PA20C_I059K01N17,True,3297443.549062,0.011580,0.031037,0.765703,0.698004,0.555426
14,PA20C_I013K01N17,True,3306426.707226,0.010620,0.033846,0.661852,0.939822,0.873613
69,PA20C_I068K01N17,True,3315619.559310,0.015810,0.036720,0.745465,0.808250,0.660736
90,PA20C_I089K01N17,True,3317551.244117,0.014400,0.037324,0.800459,0.752163,0.525851
25,PA20C_I024K01N17,True,3323990.930344,0.009740,0.039338,0.750730,0.812881,0.682232
12,PA20C_I011K01N17,True,3325405.932871,0.012760,0.039780,0.788831,0.716558,0.585257
33,PA20C_I032K01N17,True,3327683.848553,0.009920,0.040492,0.762734,0.802908,0.605367
84,PA20C_I083K01N17,True,3336684.967833,0.011390,0.043307,0.685413,0.973519,0.838499
97,PA20C_I096K01N17,True,3338918.303761,0.008720,0.044005,0.788014,0.738625,0.602054
73,PA20C_I072K01N17,True,3345707.393095,0.006920,0.046128,0.804909,0.718538,0.506455
