MAP,ENERGY
OR20C_I000K01N06,3103759.062956
OR20C_I001K01N06,3112057.517244
OR20C_I002K01N06,3112057.517244
OR20C_I003K01N06,3112057.517244
OR20C_I004K01N06,3104058.872134
OR20C_I005K01N06,3111626.282523
OR20C_I006K01N06,3104058.872134
OR20C_I007K01N06,3110740.853792
OR20C_I008K01N06,3104008.538021
OR20C_I009K01N06,3104058.872134
OR20C_I010K01N06,3110776.414548
OR20C_I011K01N06,4219116.240978
OR20C_I012K01N06,3111380.735685
OR20C_I013K01N06,3112081.818224
OR20C_I014K01N06,3113362.310068
OR20C_I015K01N06,3095940.594677
OR20C_I016K01N06,3102131.544181
OR20C_I017K01N06,3104008.538021
OR20C_I018K01N06,3110298.088554
OR20C_I019K01N06,3104008.538021
OR20C_I020K01N06,3095991.333404
OR20C_I021K01N06,3113336.514560
OR20C_I022K01N06,3112057.517244
OR20C_I023K01N06,3104058.872134
OR20C_I024K01N06,3104008.538021
OR20C_I025K01N06,3104058.872134
OR20C_I026K01N06,3103759.062956
OR20C_I027K01N06,3113985.564367
OR20C_I028K01N06,3095991.333404
OR20C_I029K01N06,3103923.386596
OR20C_I030K01N06,3111246.331956
OR20C_I031K01N06,3111773.842615
OR20C_I032K01N06,3103759.062956
OR20C_I033K01N06,3100964.589221
OR20C_I034K01N06,3103759.062956
OR20C_I035K01N06,3102936.981949
OR20C_I036K01N06,3104008.538021
OR20C_I037K01N06,3104008.538021
OR20C_I038K01N06,3112057.517244
OR20C_I039K01N06,3111944.102576
OR20C_I040K01N06,3104008.538021
OR20C_I041K01N06,3112057.517244
OR20C_I042K01N06,3112290.023043
OR20C_I043K01N06,3111434.383189
OR20C_I044K01N06,3111246.331956
OR20C_I045K01N06,4221074.282385
OR20C_I046K01N06,3110298.088554
OR20C_I047K01N06,3104008.538021
OR20C_I048K01N06,3112057.517244
OR20C_I049K01N06,3112057.517244
OR20C_I050K01N06,3095991.333404
OR20C_I051K01N06,3112081.818224
OR20C_I052K01N06,3112564.575564
OR20C_I053K01N06,3103759.062956
OR20C_I054K01N06,4216748.561539
OR20C_I055K01N06,3104058.872134
OR20C_I056K01N06,3104008.538021
OR20C_I057K01N06,3111626.282523
OR20C_I058K01N06,3103923.386596
OR20C_I059K01N06,3103769.917424
OR20C_I060K01N06,3103946.286215
OR20C_I061K01N06,3111341.779640
OR20C_I062K01N06,3095991.333404
OR20C_I063K01N06,3104008.538021
OR20C_I064K01N06,3111246.331956
OR20C_I065K01N06,3095991.333404
OR20C_I066K01N06,3104008.538021
OR20C_I067K01N06,3111354.291216
OR20C_I068K01N06,3103739.906297
OR20C_I069K01N06,3110776.414548
OR20C_I070K01N06,3111553.281311
OR20C_I071K01N06,3109247.461775
OR20C_I072K01N06,3103923.386596
OR20C_I073K01N06,3111246.331956
OR20C_I074K01N06,3110700.195185
OR20C_I075K01N06,3104058.872134
OR20C_I076K01N06,3095991.333404
OR20C_I077K01N06,3113323.490261
OR20C_I078K01N06,3103759.062956
OR20C_I079K01N06,3112057.517244
OR20C_I080K01N06,3103762.928043
OR20C_I081K01N06,3111246.331956
OR20C_I082K01N06,3104008.538021
OR20C_I083K01N06,3102131.544181
OR20C_I084K01N06,3103759.062956
OR20C_I085K01N06,3104030.170480
OR20C_I086K01N06,3112057.517244
OR20C_I087K01N06,3111462.537369
OR20C_I088K01N06,3104058.872134
OR20C_I089K01N06,3104008.538021
OR20C_I090K01N06,3104008.538021
OR20C_I091K01N06,3110776.414548
OR20C_I092K01N06,3103946.286215
OR20C_I093K01N06,3104008.538021
OR20C_I094K01N06,3104030.170480
OR20C_I095K01N06,3111626.282523
OR20C_I096K01N06,3111246.331956
OR20C_I097K01N06,3111246.331956
OR20C_I098K01N06,3104030.170480
OR20C_I099K01N06,3104008.538021
