#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
5,TN20C_I004K01N09,True,2569623.144852,0.030650,0.000000,1.000000,0.000000,0.000000
21,TN20C_I020K01N09,True,2570519.249759,0.030650,0.000349,0.998637,0.010610,0.002760
61,TN20C_I060K01N09,True,2570519.249759,0.030650,0.000349,0.998637,0.010610,0.002760
49,TN20C_I048K01N09,True,2570672.595281,0.035840,0.000408,0.995865,0.032346,0.008383
12,TN20C_I011K01N09,True,2574568.348377,0.035560,0.001924,0.982920,0.117099,0.035587
25,TN20C_I024K01N09,True,2574568.348377,0.035560,0.001924,0.982920,0.117099,0.035587
36,TN20C_I035K01N09,True,2574568.348377,0.035560,0.001924,0.982920,0.117099,0.035587
93,TN20C_I092K01N09,True,2574568.348377,0.035560,0.001924,0.982920,0.117099,0.035587
100,TN20C_I099K01N09,True,2574568.348377,0.035560,0.001924,0.982920,0.117099,0.035587
37,TN20C_I036K01N09,True,2574597.264923,0.039510,0.001936,0.976431,0.153738,0.049810
47,TN20C_I046K01N09,True,2574597.264923,0.039510,0.001936,0.976431,0.153738,0.049810
86,TN20C_I085K01N09,True,2574834.567593,0.036090,0.002028,0.978051,0.146375,0.046243
54,TN20C_I053K01N09,True,2574860.333607,0.036090,0.002038,0.977929,0.146160,0.046553
35,TN20C_I034K01N09,True,2575278.271656,0.035560,0.002201,0.983616,0.112989,0.034081
8,TN20C_I007K01N09,True,2575316.066282,0.039510,0.002215,0.974920,0.162433,0.053121
3,TN20C_I002K01N09,True,2575896.343100,0.036090,0.002441,0.978873,0.140612,0.044589
18,TN20C_I017K01N09,True,2575896.343100,0.036090,0.002441,0.978873,0.140612,0.044589
29,TN20C_I028K01N09,True,2575896.343100,0.036090,0.002441,0.978873,0.140612,0.044589
34,TN20C_I033K01N09,True,2575896.343100,0.036090,0.002441,0.978873,0.140612,0.044589
50,TN20C_I049K01N09,True,2575896.343100,0.036090,0.002441,0.978873,0.140612,0.044589
59,TN20C_I058K01N09,True,2575896.343100,0.036090,0.002441,0.978873,0.140612,0.044589
