MAP,ENERGY
TN20C_I000K01N09,1387187.347240
TN20C_I001K01N09,1387187.347240
TN20C_I002K01N09,1391299.978776
TN20C_I003K01N09,1390632.549943
TN20C_I004K01N09,1392834.075986
TN20C_I006K01N09,1389489.579147
TN20C_I008K01N09,1387187.347240
TN20C_I009K01N09,1387865.638010
TN20C_I010K01N09,1391152.751398
TN20C_I011K01N09,1391152.751398
TN20C_I012K01N09,1387187.347240
TN20C_I013K01N09,1391200.194317
TN20C_I014K01N09,1392834.075986
TN20C_I015K01N09,1387595.965333
TN20C_I016K01N09,1387128.872448
TN20C_I017K01N09,1391200.194317
TN20C_I018K01N09,1389352.758069
TN20C_I019K01N09,1388323.863257
TN20C_I020K01N09,1387187.347240
TN20C_I024K01N09,1392834.075986
TN20C_I025K01N09,1391200.194317
TN20C_I027K01N09,1387200.480987
TN20C_I028K01N09,1390914.507329
TN20C_I029K01N09,1389418.974662
TN20C_I030K01N09,1391200.194317
TN20C_I031K01N09,1389651.558567
TN20C_I032K01N09,1391200.194317
TN20C_I033K01N09,1391200.194317
TN20C_I035K01N09,1387595.965333
TN20C_I036K01N09,1391152.751398
TN20C_I037K01N09,1391200.194317
TN20C_I038K01N09,1386964.856863
TN20C_I039K01N09,1387573.613503
TN20C_I040K01N09,1387747.231517
TN20C_I041K01N09,1387676.334984
TN20C_I042K01N09,1387865.638010
TN20C_I043K01N09,1565549.331559
TN20C_I044K01N09,1391299.656054
TN20C_I045K01N09,1391200.194317
TN20C_I046K01N09,1387187.347240
TN20C_I047K01N09,1387187.347240
TN20C_I049K01N09,1391152.751398
TN20C_I050K01N09,1388900.043243
TN20C_I051K01N09,1390511.193238
TN20C_I052K01N09,1389651.698705
TN20C_I053K01N09,1391152.751398
TN20C_I054K01N09,1387842.602787
TN20C_I055K01N09,1387753.494492
TN20C_I057K01N09,1386826.560335
TN20C_I058K01N09,1391572.840086
TN20C_I061K01N09,1387865.638010
TN20C_I063K01N09,1391152.751398
TN20C_I064K01N09,1388500.416698
TN20C_I065K01N09,1392568.587229
TN20C_I066K01N09,1391152.751398
TN20C_I067K01N09,1391134.724629
TN20C_I068K01N09,1386964.856863
TN20C_I069K01N09,1387187.347240
TN20C_I070K01N09,1387595.965333
TN20C_I071K01N09,1387595.965333
TN20C_I072K01N09,1387595.965333
TN20C_I073K01N09,1389489.579147
TN20C_I074K01N09,1391200.194317
TN20C_I075K01N09,1387865.638010
TN20C_I076K01N09,1389489.579147
TN20C_I078K01N09,1387187.347240
TN20C_I079K01N09,1391152.751398
TN20C_I082K01N09,1391200.194317
TN20C_I083K01N09,1391200.194317
TN20C_I084K01N09,1387595.965333
TN20C_I085K01N09,1389418.974662
TN20C_I086K01N09,1391200.194317
TN20C_I087K01N09,1387187.347240
TN20C_I088K01N09,1557814.660437
TN20C_I089K01N09,1386748.391202
TN20C_I090K01N09,1387865.638010
TN20C_I091K01N09,1391152.751398
TN20C_I092K01N09,1389489.579147
TN20C_I093K01N09,1387128.872448
TN20C_I094K01N09,1387747.231517
TN20C_I095K01N09,1391200.194317
TN20C_I096K01N09,1389418.974662
TN20C_I097K01N09,1387595.965333
TN20C_I098K01N09,1390911.404607
TN20C_I099K01N09,1387187.347240
