MAP,ENERGY
NY20C_I002K01N26,1838764.600021
NY20C_I003K01N26,1843949.474559
NY20C_I004K01N26,2210762.153079
NY20C_I006K01N26,1840241.379605
NY20C_I008K01N26,1836191.261614
NY20C_I010K01N26,1839319.989209
NY20C_I011K01N26,1858689.808483
NY20C_I012K01N26,1840920.707467
NY20C_I013K01N26,1855255.846188
NY20C_I015K01N26,1846613.793950
NY20C_I017K01N26,1859743.310676
NY20C_I018K01N26,1865423.384667
NY20C_I019K01N26,1866514.820451
NY20C_I021K01N26,1844513.273028
NY20C_I022K01N26,1841494.665651
NY20C_I023K01N26,1905358.942489
NY20C_I025K01N26,1869356.069333
NY20C_I027K01N26,1854973.935257
NY20C_I028K01N26,1880700.182138
NY20C_I030K01N26,1852792.011939
NY20C_I032K01N26,1836633.053868
NY20C_I033K01N26,1843108.927933
NY20C_I034K01N26,1853135.750339
NY20C_I035K01N26,1846717.192969
NY20C_I036K01N26,1848241.878336
NY20C_I038K01N26,1845274.493825
NY20C_I039K01N26,1845268.862425
NY20C_I041K01N26,1847017.160246
NY20C_I043K01N26,1882616.143526
NY20C_I048K01N26,1837155.644221
NY20C_I049K01N26,1871102.190318
NY20C_I052K01N26,1842431.258068
NY20C_I054K01N26,1845116.573666
NY20C_I057K01N26,1855843.288509
NY20C_I059K01N26,1836439.960771
NY20C_I060K01N26,1866992.761821
NY20C_I066K01N26,1851945.631360
NY20C_I067K01N26,1860420.898977
NY20C_I069K01N26,1855636.889006
NY20C_I070K01N26,1870550.923225
NY20C_I071K01N26,1865368.288383
NY20C_I076K01N26,1865531.574872
NY20C_I077K01N26,1850910.700270
NY20C_I080K01N26,1849976.059712
NY20C_I082K01N26,1838839.810204
NY20C_I083K01N26,1841029.374642
NY20C_I085K01N26,1839123.878339
NY20C_I086K01N26,1865481.497384
NY20C_I087K01N26,1837898.243824
NY20C_I089K01N26,1853952.552282
NY20C_I090K01N26,1871623.026048
NY20C_I091K01N26,1898430.902626
NY20C_I092K01N26,2218553.933014
NY20C_I093K01N26,2217717.299728
NY20C_I098K01N26,1842673.053462
