#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
7,NH20C_I006K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
10,NH20C_I009K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
17,NH20C_I016K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
20,NH20C_I019K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
23,NH20C_I022K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
30,NH20C_I029K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
32,NH20C_I031K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
33,NH20C_I032K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
36,NH20C_I035K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
38,NH20C_I037K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
39,NH20C_I038K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
42,NH20C_I041K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
46,NH20C_I045K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
49,NH20C_I048K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
50,NH20C_I049K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
55,NH20C_I054K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
61,NH20C_I060K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
62,NH20C_I061K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
63,NH20C_I062K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
67,NH20C_I066K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
71,NH20C_I070K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
73,NH20C_I072K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
76,NH20C_I075K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
77,NH20C_I076K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
78,NH20C_I077K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
80,NH20C_I079K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
81,NH20C_I080K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
87,NH20C_I086K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
95,NH20C_I094K01N02,True,285606.715176,0.000810,0.000000,1.000000,0.000000,0.000000
1,NH20C_I000K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
9,NH20C_I008K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
11,NH20C_I010K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
15,NH20C_I014K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
18,NH20C_I017K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
24,NH20C_I023K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
26,NH20C_I025K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
44,NH20C_I043K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
45,NH20C_I044K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
48,NH20C_I047K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
51,NH20C_I050K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
52,NH20C_I051K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
54,NH20C_I053K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
57,NH20C_I056K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
58,NH20C_I057K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
59,NH20C_I058K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
64,NH20C_I063K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
68,NH20C_I067K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
69,NH20C_I068K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
72,NH20C_I071K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
74,NH20C_I073K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
79,NH20C_I078K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
82,NH20C_I081K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
91,NH20C_I090K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
94,NH20C_I093K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
97,NH20C_I096K01N02,True,286207.364901,0.014300,0.002103,0.996226,0.032030,0.007605
34,NH20C_I033K01N02,True,304994.521508,0.012010,0.067883,0.728412,0.843699,0.654670
37,NH20C_I036K01N02,True,304994.521508,0.012010,0.067883,0.728412,0.843699,0.654670
56,NH20C_I055K01N02,True,304994.521508,0.012010,0.067883,0.728412,0.843699,0.654670
70,NH20C_I069K01N02,True,305130.928359,0.010070,0.068360,0.736841,0.831454,0.633479
2,NH20C_I001K01N02,True,305272.147545,0.002550,0.068855,0.626898,0.953023,0.878968
13,NH20C_I012K01N02,True,305272.147545,0.002550,0.068855,0.626898,0.953023,0.878968
14,NH20C_I013K01N02,True,305272.147545,0.002550,0.068855,0.626898,0.953023,0.878968
16,NH20C_I015K01N02,True,305272.147545,0.002550,0.068855,0.626898,0.953023,0.878968
