#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
1,ID20C_I000K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
2,ID20C_I001K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
3,ID20C_I002K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
4,ID20C_I003K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
5,ID20C_I004K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
6,ID20C_I005K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
7,ID20C_I006K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
8,ID20C_I007K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
9,ID20C_I008K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
10,ID20C_I009K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
11,ID20C_I010K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
12,ID20C_I011K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
13,ID20C_I012K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
14,ID20C_I013K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
15,ID20C_I014K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
16,ID20C_I015K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
17,ID20C_I016K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
18,ID20C_I017K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
19,ID20C_I018K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
20,ID20C_I019K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
21,ID20C_I020K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
22,ID20C_I021K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
23,ID20C_I022K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
24,ID20C_I023K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
25,ID20C_I024K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
26,ID20C_I025K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
27,ID20C_I026K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
28,ID20C_I027K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
29,ID20C_I028K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
30,ID20C_I029K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
31,ID20C_I030K01N02,True,6578148.469321,0.000550,0.000000,1.000000,0.000000,0.000000
