#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
71,CO20C_I070K01N08,True,2049245.886731,0.004100,0.000000,1.000000,0.000000,0.000000
93,CO20C_I092K01N08,True,2051646.688949,0.003680,0.001172,0.951358,0.308512,0.106594
1,CO20C_I000K01N08,True,2054041.287858,0.003300,0.002340,0.949051,0.327367,0.112282
28,CO20C_I027K01N08,True,2054470.907518,0.002820,0.002550,0.948904,0.305106,0.113684
84,CO20C_I083K01N08,True,2054644.888765,0.003790,0.002635,0.795562,0.719601,0.617500
54,CO20C_I053K01N08,True,2055401.579201,0.004360,0.003004,0.933183,0.418205,0.148475
29,CO20C_I028K01N08,True,2055449.289802,0.004330,0.003027,0.949408,0.327543,0.109871
46,CO20C_I045K01N08,True,2055643.005086,0.002640,0.003122,0.947504,0.334914,0.114281
90,CO20C_I089K01N08,True,2055795.813779,0.002650,0.003196,0.948551,0.323702,0.114278
19,CO20C_I018K01N08,True,2055809.615852,0.004840,0.003203,0.948803,0.328871,0.111772
77,CO20C_I076K01N08,True,2055836.099938,0.002700,0.003216,0.943411,0.351764,0.124879
91,CO20C_I090K01N08,True,2055883.160755,0.001690,0.003239,0.940956,0.369559,0.130435
75,CO20C_I074K01N08,True,2055997.885598,0.003090,0.003295,0.934962,0.388958,0.147409
68,CO20C_I067K01N08,True,2056129.723031,0.004000,0.003359,0.932520,0.387905,0.153054
94,CO20C_I093K01N08,True,2056214.209200,0.001180,0.003400,0.934606,0.409049,0.144828
64,CO20C_I063K01N08,True,2056253.397056,0.003860,0.003420,0.927490,0.431016,0.161074
85,CO20C_I084K01N08,True,2056510.247032,0.002200,0.003545,0.932840,0.417942,0.149394
42,CO20C_I041K01N08,True,2056603.114546,0.002180,0.003590,0.946069,0.340339,0.119096
11,CO20C_I010K01N08,True,2056805.883615,0.001850,0.003689,0.934039,0.417301,0.145772
79,CO20C_I078K01N08,True,2056953.527289,0.003360,0.003761,0.944529,0.350928,0.122398
33,CO20C_I032K01N08,True,2057107.372689,0.002240,0.003836,0.920624,0.427689,0.187944
27,CO20C_I026K01N08,True,2057569.606237,0.003520,0.004062,0.794512,0.688681,0.644428
50,CO20C_I049K01N08,True,2058452.167808,0.005300,0.004493,0.935154,0.410852,0.143203
95,CO20C_I094K01N08,True,2059874.504355,0.005950,0.005187,0.786234,0.754198,0.691910
22,CO20C_I021K01N08,True,2060740.282117,0.002040,0.005609,0.794157,0.697696,0.646806
98,CO20C_I097K01N08,True,2061050.458148,0.002070,0.005760,0.766427,0.747353,0.715798
57,CO20C_I056K01N08,True,2063030.795323,0.002610,0.006727,0.797635,0.696541,0.568976
39,CO20C_I038K01N08,True,2065249.105420,0.003540,0.007809,0.783545,0.765965,0.674066
96,CO20C_I095K01N08,True,2065263.472623,0.003030,0.007816,0.925914,0.418654,0.175250
43,CO20C_I042K01N08,True,2066251.812070,0.001850,0.008299,0.917567,0.471052,0.194678
48,CO20C_I047K01N08,True,2067209.795828,0.002290,0.008766,0.909941,0.503408,0.215402
3,CO20C_I002K01N08,True,2067898.897658,0.003520,0.009102,0.863067,0.637520,0.356461
63,CO20C_I062K01N08,True,2068841.747559,0.001390,0.009562,0.818258,0.747645,0.517730
31,CO20C_I030K01N08,True,2068874.367344,0.002930,0.009578,0.892580,0.555472,0.270872
7,CO20C_I006K01N08,True,2069513.168937,0.003000,0.009890,0.817912,0.746767,0.526136
70,CO20C_I069K01N08,True,2069874.549711,0.004050,0.010066,0.776030,0.802918,0.614481
60,CO20C_I059K01N08,True,2070682.297460,0.006090,0.010461,0.813643,0.755396,0.539764
10,CO20C_I009K01N08,True,2071144.056663,0.003030,0.010686,0.780881,0.852537,0.601269
67,CO20C_I066K01N08,True,2073086.884532,0.002690,0.011634,0.767148,0.817814,0.657575
82,CO20C_I081K01N08,True,2093158.645782,0.003820,0.021429,0.809884,0.793432,0.529237
78,CO20C_I077K01N08,True,2093371.386801,0.003750,0.021533,0.776320,0.841812,0.662175
2,CO20C_I001K01N08,True,2093691.589590,0.002010,0.021689,0.786150,0.820916,0.628489
73,CO20C_I072K01N08,True,2093962.351222,0.003300,0.021821,0.766503,0.860400,0.700430
9,CO20C_I008K01N08,True,2094298.324238,0.004160,0.021985,0.809992,0.769765,0.533072
12,CO20C_I011K01N08,True,2094343.148941,0.001380,0.022007,0.813145,0.761063,0.518718
59,CO20C_I058K01N08,True,2094961.322347,0.003680,0.022308,0.766658,0.872953,0.691707
5,CO20C_I004K01N08,True,2095273.464259,0.002080,0.022461,0.795137,0.812642,0.586685
61,CO20C_I060K01N08,True,2095541.298670,0.003130,0.022591,0.785475,0.830881,0.623993
37,CO20C_I036K01N08,True,2095713.729173,0.002880,0.022676,0.829780,0.719435,0.464484
14,CO20C_I013K01N08,True,2095731.028053,0.001530,0.022684,0.778570,0.844021,0.654983
72,CO20C_I071K01N08,True,2095940.080011,0.002360,0.022786,0.829289,0.722847,0.465832
51,CO20C_I050K01N08,True,2095940.822990,0.002060,0.022786,0.772373,0.864692,0.667457
18,CO20C_I017K01N08,True,2096017.752360,0.002990,0.022824,0.829642,0.723244,0.464927
80,CO20C_I079K01N08,True,2096125.645156,0.001890,0.022877,0.762602,0.889550,0.704694
13,CO20C_I012K01N08,True,2096229.743329,0.003520,0.022927,0.827697,0.726183,0.470796
55,CO20C_I054K01N08,True,2096279.539882,0.003310,0.022952,0.791026,0.810884,0.606058
92,CO20C_I091K01N08,True,2096612.745108,0.006240,0.023114,0.762612,0.870953,0.708135
26,CO20C_I025K01N08,True,2096975.403516,0.003260,0.023291,0.771280,0.854733,0.681385
99,CO20C_I098K01N08,True,2096975.712411,0.002770,0.023291,0.762865,0.861743,0.714284
83,CO20C_I082K01N08,True,2097120.721249,0.001690,0.023362,0.839286,0.690512,0.436461
15,CO20C_I014K01N08,True,2097393.444657,0.001740,0.023495,0.828568,0.722204,0.468537
32,CO20C_I031K01N08,True,2097395.936720,0.004330,0.023496,0.829077,0.729912,0.466456
45,CO20C_I044K01N08,True,2097501.207836,0.003320,0.023548,0.840892,0.685623,0.430312
47,CO20C_I046K01N08,True,2097538.758756,0.002260,0.023566,0.827760,0.714808,0.470915
20,CO20C_I019K01N08,True,2097566.635129,0.001880,0.023580,0.769794,0.851090,0.690976
86,CO20C_I085K01N08,True,2097576.894757,0.003210,0.023585,0.844203,0.687409,0.418613
4,CO20C_I003K01N08,True,2097663.994757,0.002160,0.023627,0.766042,0.861144,0.699861
52,CO20C_I051K01N08,True,2097843.387597,0.004660,0.023715,0.770491,0.861933,0.671996
100,CO20C_I099K01N08,True,2097876.653300,0.002560,0.023731,0.839848,0.673843,0.436303
17,CO20C_I016K01N08,True,2097992.511987,0.003690,0.023788,0.825664,0.722833,0.477942
49,CO20C_I048K01N08,True,2098000.848639,0.003690,0.023792,0.822628,0.727830,0.487631
25,CO20C_I024K01N08,True,2098223.565121,0.002830,0.023900,0.769411,0.866623,0.684035
35,CO20C_I034K01N08,True,2098228.410525,0.004790,0.023903,0.844846,0.679396,0.418218
24,CO20C_I023K01N08,True,2098294.992265,0.002770,0.023935,0.778834,0.854110,0.647650
34,CO20C_I033K01N08,True,2098419.565257,0.002160,0.023996,0.828250,0.732203,0.468450
8,CO20C_I007K01N08,True,2098450.764613,0.002270,0.024011,0.824528,0.728649,0.482169
21,CO20C_I020K01N08,True,2098504.208725,0.002510,0.024037,0.823924,0.727496,0.482262
16,CO20C_I015K01N08,True,2098779.140043,0.001760,0.024171,0.822849,0.740194,0.488948
