MAP,ENERGY
CA20C_I000K01N52,3243245.330035
CA20C_I001K01N52,3632515.979861
CA20C_I002K01N52,3924968.332547
CA20C_I003K01N52,3196231.073014
CA20C_I004K01N52,3283173.563797
CA20C_I006K01N52,3578738.673009
CA20C_I007K01N52,3307709.141610
CA20C_I009K01N52,3623809.876223
CA20C_I012K01N52,3372833.658724
CA20C_I013K01N52,3237647.187260
CA20C_I014K01N52,3210627.787891
CA20C_I015K01N52,3492334.397349
CA20C_I016K01N52,4202112.547523
CA20C_I017K01N52,3806926.355990
CA20C_I018K01N52,3809587.475673
CA20C_I023K01N52,3482624.783195
CA20C_I024K01N52,3367224.938880
CA20C_I027K01N52,3222208.468576
CA20C_I030K01N52,3318682.402760
CA20C_I031K01N52,3555193.236420
CA20C_I032K01N52,3858092.937598
CA20C_I033K01N52,3586919.637102
CA20C_I034K01N52,3218000.559684
CA20C_I036K01N52,3598393.831987
CA20C_I037K01N52,3609621.916051
CA20C_I038K01N52,3202953.028508
CA20C_I041K01N52,3458149.634431
CA20C_I042K01N52,3589396.537870
CA20C_I043K01N52,3438637.735263
CA20C_I044K01N52,3560064.683784
CA20C_I045K01N52,3354586.585411
CA20C_I048K01N52,3570017.608135
CA20C_I050K01N52,3191481.417138
CA20C_I052K01N52,3396351.082630
CA20C_I055K01N52,3462020.381323
CA20C_I058K01N52,3510310.722373
CA20C_I059K01N52,4017726.466820
CA20C_I060K01N52,3567961.290432
CA20C_I061K01N52,3178833.248997
CA20C_I063K01N52,3981874.568380
CA20C_I064K01N52,3112421.365237
CA20C_I066K01N52,3307558.499808
CA20C_I067K01N52,3911870.824932
CA20C_I068K01N52,3948184.310315
CA20C_I070K01N52,3550567.726453
CA20C_I071K01N52,4228654.538229
CA20C_I072K01N52,3505037.188379
CA20C_I073K01N52,3443672.346144
CA20C_I074K01N52,3466702.891564
CA20C_I075K01N52,3658424.118698
CA20C_I076K01N52,3607785.841274
CA20C_I077K01N52,4110811.045895
CA20C_I078K01N52,3551598.711521
CA20C_I080K01N52,3344789.124112
CA20C_I081K01N52,3690158.913487
CA20C_I084K01N52,3837788.570802
CA20C_I085K01N52,3673645.915131
CA20C_I086K01N52,3469571.752430
CA20C_I087K01N52,3594129.512486
CA20C_I088K01N52,3255149.555865
CA20C_I089K01N52,3687379.758815
CA20C_I091K01N52,3306699.479446
CA20C_I094K01N52,3357608.675539
CA20C_I095K01N52,3983217.274691
CA20C_I096K01N52,3595357.573316
