#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
65,CA20C_I064K01N52,True,6710901.011097,0.009130,0.000000,1.000000,0.000000,0.000000
35,CA20C_I034K01N52,True,6761033.029134,0.010580,0.007470,0.783672,0.865806,0.585327
15,CA20C_I014K01N52,True,6826332.327334,0.010290,0.017201,0.765666,0.863833,0.653043
62,CA20C_I061K01N52,True,6860570.017330,0.010450,0.022302,0.743234,0.886750,0.713287
81,CA20C_I080K01N52,True,6892925.434568,0.009740,0.027124,0.699000,1.038505,0.884914
4,CA20C_I003K01N52,True,6897151.105983,0.007750,0.027753,0.725005,0.941336,0.778785
39,CA20C_I038K01N52,True,6915981.289322,0.013120,0.030559,0.688188,0.964407,0.895086
67,CA20C_I066K01N52,True,6924741.934736,0.023290,0.031865,0.738468,0.919317,0.747651
89,CA20C_I088K01N52,True,6926775.160628,0.009660,0.032168,0.780057,0.828941,0.589742
5,CA20C_I004K01N52,True,6931407.295207,0.011010,0.032858,0.738822,0.915978,0.774588
51,CA20C_I050K01N52,True,6936333.940546,0.008500,0.033592,0.757585,0.862313,0.668562
1,CA20C_I000K01N52,True,6941241.077413,0.010370,0.034323,0.751592,0.939684,0.704442
8,CA20C_I007K01N52,True,6956710.732270,0.010700,0.036628,0.768576,0.846081,0.629326
44,CA20C_I043K01N52,True,6964634.531498,0.006480,0.037809,0.751616,0.884801,0.676365
28,CA20C_I027K01N52,True,6971684.141297,0.008980,0.038860,0.753019,0.871429,0.695836
53,CA20C_I052K01N52,True,6979197.429137,0.009000,0.039979,0.724507,0.995208,0.770991
14,CA20C_I013K01N52,True,6990698.467510,0.007250,0.041693,0.714587,0.936364,0.859587
46,CA20C_I045K01N52,True,7036706.497015,0.010580,0.048549,0.687244,1.024109,0.857135
13,CA20C_I012K01N52,True,7036996.012802,0.009580,0.048592,0.694000,1.042191,0.862184
92,CA20C_I091K01N52,True,7053077.615021,0.009660,0.050988,0.696255,1.035354,0.872054
95,CA20C_I094K01N52,True,7069517.920201,0.011190,0.053438,0.689839,1.056722,0.909869
31,CA20C_I030K01N52,True,7070138.727233,0.013230,0.053530,0.748941,0.888319,0.679125
56,CA20C_I055K01N52,True,7090793.960355,0.015810,0.056608,0.696300,1.023362,0.879527
25,CA20C_I024K01N52,True,7126230.746503,0.006840,0.061889,0.783256,0.882687,0.592081
