#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
29,WA20C_I028K01N10,True,2565601.080305,0.003730,0.009233,0.893903,0.518903,0.252400
97,WA20C_I096K01N10,True,2565825.223184,0.006430,0.009321,0.877836,0.570942,0.299072
75,WA20C_I074K01N10,False,2565826.745934,0.003570,0.009322,0.877412,0.563199,0.301937
48,WA20C_I047K01N10,True,2565937.376235,0.002370,0.009365,0.842579,0.570360,0.412132
61,WA20C_I060K01N10,True,2566362.917461,0.007370,0.009533,0.870383,0.584500,0.322748
18,WA20C_I017K01N10,True,2566499.828273,0.005430,0.009587,0.902246,0.499099,0.229202
27,WA20C_I026K01N10,True,2566654.716181,0.003300,0.009647,0.912325,0.451885,0.202949
17,WA20C_I016K01N10,False,2566668.578525,0.006570,0.009653,0.874141,0.569755,0.313434
31,WA20C_I030K01N10,True,2566673.620835,0.004740,0.009655,0.893858,0.522190,0.253184
22,WA20C_I021K01N10,True,2566679.294433,0.004740,0.009657,0.894361,0.518833,0.251962
13,WA20C_I012K01N10,False,2566937.374385,0.005540,0.009759,0.869854,0.575954,0.326676
65,WA20C_I064K01N10,True,2567083.426728,0.004850,0.009816,0.875082,0.567788,0.310529
24,WA20C_I023K01N10,True,2567195.057710,0.005890,0.009860,0.873572,0.583590,0.311609
77,WA20C_I076K01N10,True,2567309.959471,0.004530,0.009905,0.901615,0.495667,0.231137
10,WA20C_I009K01N10,True,2567337.080562,0.005010,0.009916,0.891821,0.527080,0.258492
99,WA20C_I098K01N10,True,2567540.521332,0.007030,0.009996,0.873793,0.572789,0.314424
30,WA20C_I029K01N10,True,2567703.632758,0.004070,0.010060,0.903936,0.480869,0.225303
28,WA20C_I027K01N10,True,2567854.470587,0.005750,0.010119,0.906093,0.475951,0.219017
34,WA20C_I033K01N10,True,2567878.404326,0.007410,0.010129,0.860161,0.602874,0.356556
69,WA20C_I068K01N10,True,2567983.377374,0.009500,0.010170,0.896448,0.510723,0.246109
20,WA20C_I019K01N10,True,2567996.043254,0.004020,0.010175,0.891555,0.525872,0.259411
86,WA20C_I085K01N10,True,2568245.253267,0.003590,0.010273,0.892423,0.522079,0.257000
63,WA20C_I062K01N10,True,2568304.681765,0.005910,0.010297,0.853817,0.611378,0.377519
95,WA20C_I094K01N10,True,2568364.906488,0.011920,0.010320,0.853188,0.629561,0.378446
56,WA20C_I055K01N10,True,2568378.588446,0.006810,0.010326,0.869716,0.578970,0.327191
32,WA20C_I031K01N10,True,2568772.856720,0.004570,0.010481,0.896959,0.508275,0.244295
33,WA20C_I032K01N10,True,2569247.473102,0.005740,0.010667,0.809815,0.642702,0.511415
35,WA20C_I034K01N10,True,2569283.079021,0.007660,0.010681,0.897395,0.506147,0.243140
88,WA20C_I087K01N10,True,2569509.349755,0.006510,0.010770,0.793800,0.638515,0.538370
11,WA20C_I010K01N10,True,2569709.628275,0.004820,0.010849,0.895194,0.516557,0.249041
66,WA20C_I065K01N10,True,2569840.025657,0.003720,0.010900,0.891037,0.527978,0.261094
98,WA20C_I097K01N10,True,2569879.027173,0.003870,0.010916,0.893969,0.519517,0.252975
38,WA20C_I037K01N10,True,2569973.210278,0.004010,0.010953,0.888208,0.536506,0.268640
14,WA20C_I013K01N10,True,2569978.705850,0.004010,0.010955,0.888408,0.536473,0.268197
21,WA20C_I020K01N10,True,2570209.240069,0.006450,0.011046,0.851719,0.615524,0.382971
90,WA20C_I089K01N10,True,2570791.023397,0.004620,0.011275,0.855732,0.599135,0.371133
26,WA20C_I025K01N10,True,2571192.785461,0.005440,0.011433,0.868467,0.588019,0.330175
62,WA20C_I061K01N10,True,2571325.690752,0.006700,0.011485,0.856069,0.611724,0.368368
89,WA20C_I088K01N10,True,2571603.879869,0.007620,0.011594,0.801238,0.724193,0.540127
59,WA20C_I058K01N10,True,2571613.042594,0.007020,0.011598,0.844028,0.649857,0.408102
78,WA20C_I077K01N10,True,2571692.230344,0.003480,0.011629,0.855121,0.632908,0.368572
82,WA20C_I081K01N10,True,2571884.277807,0.005090,0.011705,0.882769,0.555425,0.284334
92,WA20C_I091K01N10,True,2572039.917911,0.005090,0.011766,0.884601,0.547368,0.278945
43,WA20C_I042K01N10,True,2572165.737840,0.009840,0.011815,0.842088,0.658957,0.412519
3,WA20C_I002K01N10,True,2572286.759527,0.005090,0.011863,0.884115,0.550004,0.280167
12,WA20C_I011K01N10,True,2572533.949731,0.004820,0.011960,0.866326,0.601778,0.332800
1,WA20C_I000K01N10,True,2572640.954451,0.006570,0.012002,0.888113,0.534707,0.268240
6,WA20C_I005K01N10,True,2572644.667087,0.005580,0.012004,0.885295,0.545611,0.277027
81,WA20C_I080K01N10,True,2573114.046040,0.007890,0.012188,0.887012,0.538938,0.271305
93,WA20C_I092K01N10,True,2573657.876039,0.004990,0.012402,0.849006,0.620298,0.389726
68,WA20C_I067K01N10,True,2573839.043158,0.007110,0.012474,0.875766,0.577735,0.304065
51,WA20C_I050K01N10,True,2574272.560929,0.008240,0.012644,0.847454,0.642864,0.394561
70,WA20C_I069K01N10,True,2574440.838403,0.013180,0.012710,0.842145,0.655155,0.411457
53,WA20C_I052K01N10,True,2575222.514300,0.003110,0.013018,0.804159,0.730632,0.530272
23,WA20C_I022K01N10,True,2576846.149601,0.005660,0.013656,0.875177,0.580258,0.306135
80,WA20C_I079K01N10,True,2577176.298133,0.005080,0.013786,0.884194,0.546690,0.280034
100,WA20C_I099K01N10,True,2577635.160352,0.004810,0.013967,0.823691,0.700244,0.470163
55,WA20C_I054K01N10,True,2577773.194656,0.007470,0.014021,0.806450,0.728252,0.521248
74,WA20C_I073K01N10,True,2578449.097291,0.007430,0.014287,0.836794,0.677300,0.428073
44,WA20C_I043K01N10,True,2579105.267184,0.007130,0.014545,0.788448,0.756735,0.634617
15,WA20C_I014K01N10,True,2579959.380776,0.006210,0.014881,0.846308,0.642402,0.399455
25,WA20C_I024K01N10,True,2580215.093547,0.007900,0.014982,0.792179,0.749901,0.566896
40,WA20C_I039K01N10,True,2580806.781201,0.006770,0.015214,0.787802,0.747937,0.630788
