#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
71,WA20C_I070K01N10,True,2542129.615259,0.005020,0.000000,1.000000,0.000000,0.000000
9,WA20C_I008K01N10,True,2542391.279983,0.008110,0.000103,0.997883,0.021198,0.004261
16,WA20C_I015K01N10,True,2545416.879628,0.006210,0.001293,0.974507,0.161208,0.053308
87,WA20C_I086K01N10,False,2548624.795954,0.003850,0.002555,0.955917,0.249840,0.095090
49,WA20C_I048K01N10,True,2549608.855292,0.002600,0.002942,0.933653,0.332523,0.148181
37,WA20C_I036K01N10,True,2556053.770426,0.004180,0.005477,0.898609,0.454352,0.245041
83,WA20C_I082K01N10,False,2556970.836742,0.002860,0.005838,0.898156,0.509071,0.240167
85,WA20C_I084K01N10,True,2557088.012923,0.005400,0.005884,0.910448,0.461805,0.208487
8,WA20C_I007K01N10,True,2557240.261900,0.005530,0.005944,0.946003,0.295117,0.120307
64,WA20C_I063K01N10,True,2557488.669112,0.003660,0.006042,0.899901,0.505037,0.234327
76,WA20C_I075K01N10,True,2558242.083637,0.006850,0.006338,0.924143,0.400048,0.170182
50,WA20C_I049K01N10,False,2558837.540957,0.003990,0.006572,0.922786,0.418487,0.175641
84,WA20C_I083K01N10,True,2559714.130263,0.003960,0.006917,0.921887,0.414125,0.178613
72,WA20C_I071K01N10,True,2560427.231220,0.011360,0.007198,0.901192,0.491632,0.233300
73,WA20C_I072K01N10,True,2560608.993768,0.011280,0.007269,0.890722,0.452888,0.268418
52,WA20C_I051K01N10,True,2560775.528199,0.005470,0.007335,0.885659,0.464482,0.276975
94,WA20C_I093K01N10,True,2561106.958543,0.009300,0.007465,0.908327,0.467445,0.214050
7,WA20C_I006K01N10,True,2561315.127113,0.005380,0.007547,0.897496,0.502411,0.243302
19,WA20C_I018K01N10,True,2561453.844338,0.004420,0.007602,0.868809,0.582090,0.330954
2,WA20C_I001K01N10,True,2561545.014068,0.003100,0.007637,0.899627,0.496287,0.237388
42,WA20C_I041K01N10,True,2561583.548543,0.003000,0.007653,0.899507,0.497372,0.237806
46,WA20C_I045K01N10,True,2561742.239538,0.003840,0.007715,0.915450,0.445320,0.194173
57,WA20C_I056K01N10,True,2561943.300128,0.005980,0.007794,0.872774,0.576127,0.317349
91,WA20C_I090K01N10,True,2562113.780634,0.004150,0.007861,0.898559,0.505267,0.240284
41,WA20C_I040K01N10,True,2562380.558046,0.003160,0.007966,0.910025,0.469328,0.207806
58,WA20C_I057K01N10,True,2563212.168236,0.003280,0.008293,0.921214,0.416642,0.180030
60,WA20C_I059K01N10,False,2563697.184008,0.003540,0.008484,0.878877,0.561423,0.296176
54,WA20C_I053K01N10,True,2564067.400885,0.010720,0.008630,0.897612,0.509187,0.242297
45,WA20C_I044K01N10,True,2564597.001206,0.003110,0.008838,0.895299,0.514804,0.249160
79,WA20C_I078K01N10,True,2564619.540862,0.003450,0.008847,0.898613,0.504556,0.240108
5,WA20C_I004K01N10,True,2564657.807922,0.004450,0.008862,0.896553,0.510943,0.245713
96,WA20C_I095K01N10,True,2564826.488739,0.004550,0.008928,0.894902,0.516709,0.250346
36,WA20C_I035K01N10,False,2564948.356315,0.007160,0.008976,0.872335,0.581576,0.317303
4,WA20C_I003K01N10,True,2564999.189173,0.005160,0.008996,0.904002,0.488102,0.224661
39,WA20C_I038K01N10,True,2565030.262531,0.004940,0.009008,0.870030,0.573276,0.327646
67,WA20C_I066K01N10,True,2565122.000025,0.004770,0.009045,0.896877,0.509717,0.244494
47,WA20C_I046K01N10,True,2565490.478398,0.006120,0.009189,0.898298,0.500145,0.241278
