MAP,ENERGY
WA20C_I000K01N10,1738189.414194
WA20C_I002K01N10,1738549.434980
WA20C_I003K01N10,1739065.732425
WA20C_I004K01N10,1747511.239538
WA20C_I005K01N10,1736441.813022
WA20C_I006K01N10,1744565.839265
WA20C_I007K01N10,1737542.453912
WA20C_I008K01N10,1799878.310332
WA20C_I009K01N10,1741958.063141
WA20C_I010K01N10,1739813.079062
WA20C_I011K01N10,1806866.101322
WA20C_I012K01N10,1736495.043382
WA20C_I013K01N10,1798395.341515
WA20C_I014K01N10,1749832.625351
WA20C_I016K01N10,1744502.317668
WA20C_I017K01N10,1800310.424785
WA20C_I018K01N10,1738362.561218
WA20C_I019K01N10,1739447.282685
WA20C_I020K01N10,1735223.481825
WA20C_I021K01N10,1735120.251491
WA20C_I022K01N10,1791737.506179
WA20C_I023K01N10,1785012.220685
WA20C_I024K01N10,1800801.945553
WA20C_I025K01N10,1748768.630155
WA20C_I027K01N10,1813758.342614
WA20C_I028K01N10,1747808.827976
WA20C_I029K01N10,1737213.641474
WA20C_I030K01N10,1736317.351642
WA20C_I032K01N10,1737849.874763
WA20C_I033K01N10,1735210.609583
WA20C_I034K01N10,1793643.402942
WA20C_I035K01N10,1737843.676508
WA20C_I036K01N10,1794907.754937
WA20C_I037K01N10,1737558.845324
WA20C_I038K01N10,1737545.650559
WA20C_I039K01N10,1739946.577796
WA20C_I040K01N10,1737779.735235
WA20C_I041K01N10,1734433.283795
WA20C_I042K01N10,1793290.533922
WA20C_I043K01N10,1804843.865059
WA20C_I044K01N10,1741179.643602
WA20C_I045K01N10,1780236.281785
WA20C_I046K01N10,1813528.540342
WA20C_I048K01N10,1738068.472798
WA20C_I049K01N10,1734081.890311
WA20C_I050K01N10,1802104.936234
WA20C_I051K01N10,1742715.283232
WA20C_I052K01N10,1734805.903756
WA20C_I054K01N10,1732539.366709
WA20C_I056K01N10,1737267.683487
WA20C_I057K01N10,1813713.746991
WA20C_I058K01N10,1734631.587174
WA20C_I060K01N10,1799987.790079
WA20C_I062K01N10,1809168.592100
WA20C_I064K01N10,1762336.995975
WA20C_I065K01N10,1773069.213574
WA20C_I066K01N10,1737755.237131
WA20C_I067K01N10,1738002.635525
WA20C_I068K01N10,1804348.882590
WA20C_I070K01N10,1740290.551925
WA20C_I071K01N10,1735446.732785
WA20C_I072K01N10,1734248.693323
WA20C_I073K01N10,1748675.995489
WA20C_I075K01N10,1743331.068448
WA20C_I077K01N10,1736805.531093
WA20C_I079K01N10,1794686.341403
WA20C_I080K01N10,1737882.638688
WA20C_I081K01N10,1737902.418613
WA20C_I082K01N10,1735333.704657
WA20C_I083K01N10,1735380.642842
WA20C_I084K01N10,1793766.123551
WA20C_I085K01N10,1735550.395882
WA20C_I086K01N10,1741961.109919
WA20C_I087K01N10,1743426.805100
WA20C_I088K01N10,1736371.238060
WA20C_I089K01N10,1793481.976069
WA20C_I090K01N10,1747875.640908
WA20C_I091K01N10,1734962.674748
WA20C_I092K01N10,1737205.866051
WA20C_I094K01N10,1738945.703200
WA20C_I095K01N10,1793269.204097
WA20C_I096K01N10,1735847.566923
WA20C_I097K01N10,1743757.734141
WA20C_I098K01N10,1743786.245842
WA20C_I099K01N10,1734790.893027
