MAP,ENERGY
MS20C_I000K01N04,1579321.046727
MS20C_I001K01N04,1815703.219899
MS20C_I002K01N04,1581274.073366
MS20C_I003K01N04,1580201.754864
MS20C_I004K01N04,1582478.081363
MS20C_I005K01N04,1582864.805386
MS20C_I006K01N04,1580034.508330
MS20C_I007K01N04,1583328.335603
MS20C_I008K01N04,1582556.178917
MS20C_I009K01N04,1579358.046771
MS20C_I010K01N04,1582478.081363
MS20C_I011K01N04,1580722.609836
MS20C_I012K01N04,1579637.559064
MS20C_I013K01N04,1581140.544719
MS20C_I014K01N04,1581140.544719
MS20C_I015K01N04,1581863.454138
MS20C_I016K01N04,1581140.544719
MS20C_I017K01N04,1809227.054911
MS20C_I018K01N04,1815703.219899
MS20C_I019K01N04,1581385.838993
MS20C_I020K01N04,1580676.496099
MS20C_I021K01N04,1580201.754864
MS20C_I022K01N04,1581140.544719
MS20C_I023K01N04,1581132.933115
MS20C_I024K01N04,1582326.666674
MS20C_I025K01N04,1581132.933115
MS20C_I026K01N04,1580368.732951
MS20C_I027K01N04,1582478.081363
MS20C_I028K01N04,1582556.178917
MS20C_I029K01N04,1582478.081363
MS20C_I030K01N04,1579898.880887
MS20C_I031K01N04,1579278.981897
MS20C_I032K01N04,1581419.731611
MS20C_I033K01N04,1580201.754864
MS20C_I034K01N04,1580451.802848
MS20C_I035K01N04,1582478.081363
MS20C_I036K01N04,1581140.544719
MS20C_I037K01N04,1583637.413855
MS20C_I038K01N04,1581132.933115
MS20C_I039K01N04,1580921.732505
MS20C_I040K01N04,1581140.544719
MS20C_I041K01N04,1815703.219899
MS20C_I042K01N04,1581689.663717
MS20C_I043K01N04,1815703.219899
MS20C_I044K01N04,1582478.081363
MS20C_I045K01N04,1583118.066944
MS20C_I046K01N04,1578938.801973
MS20C_I047K01N04,1580201.754864
MS20C_I048K01N04,1581132.933115
MS20C_I049K01N04,1583118.066944
MS20C_I050K01N04,1581354.608127
MS20C_I051K01N04,1581140.544719
MS20C_I052K01N04,1582489.941528
MS20C_I053K01N04,1583530.104616
MS20C_I054K01N04,1581419.731611
MS20C_I055K01N04,1580034.508330
MS20C_I056K01N04,1581419.731611
MS20C_I057K01N04,1582478.081363
MS20C_I058K01N04,1581289.871238
MS20C_I059K01N04,1579321.046727
MS20C_I060K01N04,1583118.066944
MS20C_I061K01N04,1582478.081363
MS20C_I062K01N04,1581140.544719
MS20C_I063K01N04,1580451.802848
MS20C_I064K01N04,1580539.275870
MS20C_I065K01N04,1583118.066944
MS20C_I066K01N04,1582864.805386
MS20C_I067K01N04,1580227.285512
MS20C_I068K01N04,1582478.081363
MS20C_I069K01N04,1581131.342914
MS20C_I070K01N04,1583118.066944
MS20C_I071K01N04,1581132.933115
MS20C_I072K01N04,1581253.177166
MS20C_I073K01N04,1582478.081363
MS20C_I074K01N04,1579751.897653
MS20C_I075K01N04,1581422.924462
MS20C_I076K01N04,1581132.933115
MS20C_I077K01N04,1581689.663717
MS20C_I078K01N04,1580368.732951
MS20C_I079K01N04,1580548.545488
MS20C_I080K01N04,1582478.081363
MS20C_I081K01N04,1583118.066944
MS20C_I082K01N04,1580201.754864
MS20C_I083K01N04,1582308.193018
MS20C_I084K01N04,1582247.861673
MS20C_I085K01N04,1582478.081363
MS20C_I086K01N04,1581132.933115
MS20C_I087K01N04,1815703.219899
MS20C_I088K01N04,1582478.081363
MS20C_I089K01N04,1809192.943637
MS20C_I090K01N04,1581419.731611
MS20C_I091K01N04,1582478.081363
MS20C_I092K01N04,1815703.219899
MS20C_I093K01N04,1579507.342120
MS20C_I094K01N04,1581417.860468
MS20C_I095K01N04,1579321.046727
MS20C_I096K01N04,1581289.995552
MS20C_I097K01N04,1584118.486666
MS20C_I098K01N04,1581116.287468
MS20C_I099K01N04,1581863.454138
