#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
66,FL20C_I065K01N28,True,4142753.900960,0.007920,0.000000,1.000000,0.000000,0.000000
28,FL20C_I027K01N28,True,4152318.559607,0.009510,0.002309,0.943255,0.294611,0.137395
69,FL20C_I068K01N28,True,4174706.716443,0.012700,0.007713,0.881942,0.456869,0.304839
4,FL20C_I003K01N28,True,4181566.072048,0.041330,0.009369,0.834995,0.589071,0.417949
89,FL20C_I088K01N28,True,4202359.127964,0.017800,0.014388,0.902278,0.459222,0.257322
76,FL20C_I075K01N28,True,4212079.147049,0.015600,0.016734,0.892953,0.491794,0.271172
34,FL20C_I033K01N28,True,4230554.764733,0.010790,0.021194,0.907220,0.458724,0.219710
93,FL20C_I092K01N28,True,4233007.500920,0.030970,0.021786,0.865308,0.562986,0.338771
61,FL20C_I060K01N28,True,4239290.156405,0.009740,0.023302,0.833815,0.656774,0.437257
64,FL20C_I063K01N28,True,4240713.980970,0.006930,0.023646,0.872154,0.591810,0.312101
51,FL20C_I050K01N28,True,4248375.220091,0.013480,0.025495,0.889851,0.511380,0.266315
97,FL20C_I096K01N28,True,4258704.527459,0.009030,0.027989,0.809694,0.643201,0.523294
56,FL20C_I055K01N28,True,4261782.262829,0.010570,0.028732,0.885092,0.522302,0.283672
55,FL20C_I054K01N28,True,4264429.531162,0.010280,0.029371,0.845253,0.541394,0.395923
60,FL20C_I059K01N28,True,4272643.291401,0.024310,0.031353,0.882752,0.533704,0.291632
44,FL20C_I043K01N28,True,4277757.837864,0.007620,0.032588,0.851477,0.499224,0.354508
63,FL20C_I062K01N28,True,4302458.770689,0.007140,0.038550,0.826442,0.694881,0.453270
84,FL20C_I083K01N28,True,4311782.071233,0.012410,0.040801,0.845612,0.611676,0.398357
39,FL20C_I038K01N28,True,4315202.753341,0.021970,0.041627,0.864394,0.622682,0.338905
70,FL20C_I069K01N28,True,4322975.294253,0.013120,0.043503,0.834544,0.628970,0.421016
9,FL20C_I008K01N28,True,4337187.095245,0.009320,0.046933,0.800094,0.731975,0.524991
23,FL20C_I022K01N28,True,4416943.126687,0.006700,0.066185,0.757047,0.886934,0.664246
72,FL20C_I071K01N28,True,4426418.066540,0.010460,0.068472,0.837087,0.507750,0.401124
92,FL20C_I091K01N28,True,4436411.892368,0.009260,0.070885,0.831475,0.558086,0.420656
3,FL20C_I002K01N28,True,4444266.382555,0.008600,0.072781,0.827130,0.725955,0.431584
80,FL20C_I079K01N28,True,4449048.489843,0.019900,0.073935,0.787169,0.770946,0.548499
78,FL20C_I077K01N28,True,4451242.527453,0.008860,0.074465,0.814719,0.704353,0.474164
68,FL20C_I067K01N28,True,4456216.864191,0.008570,0.075665,0.782929,0.782195,0.555353
36,FL20C_I035K01N28,True,4460049.068448,0.008530,0.076590,0.774890,0.734757,0.580893
74,FL20C_I073K01N28,True,4487947.991466,0.013310,0.083325,0.789878,0.823264,0.555617
1,FL20C_I000K01N28,True,4520350.890219,0.007910,0.091146,0.790817,0.668689,0.536483
95,FL20C_I094K01N28,True,4532277.665976,0.028100,0.094025,0.778483,0.765611,0.578076
22,FL20C_I021K01N28,True,4533843.393189,0.009940,0.094403,0.739942,0.862016,0.682078
65,FL20C_I064K01N28,True,4560197.856439,0.008720,0.100765,0.740406,0.863980,0.681324
26,FL20C_I025K01N28,True,4615750.611512,0.010190,0.114174,0.697349,0.971886,0.836264
50,FL20C_I049K01N28,True,4616959.695755,0.009170,0.114466,0.721140,0.931414,0.748449
32,FL20C_I031K01N28,True,4628479.447813,0.009640,0.117247,0.742958,0.827471,0.703545
57,FL20C_I056K01N28,True,4629880.753430,0.007190,0.117585,0.714972,0.860827,0.760061
10,FL20C_I009K01N28,True,4666685.978841,0.009740,0.126470,0.704677,0.945160,0.786723
87,FL20C_I086K01N28,True,4689284.579549,0.029380,0.131924,0.792848,0.684975,0.532963
86,FL20C_I085K01N28,True,4691368.334120,0.014550,0.132427,0.746456,0.789726,0.674492
96,FL20C_I095K01N28,True,4694173.624763,0.011440,0.133105,0.697044,0.881339,0.762464
83,FL20C_I082K01N28,True,4698040.309001,0.009030,0.134038,0.653278,1.014585,0.915292
42,FL20C_I041K01N28,True,4703230.524522,0.011160,0.135291,0.772306,0.765628,0.601833
19,FL20C_I018K01N28,True,4717577.448524,0.013650,0.138754,0.697959,0.962454,0.798913
90,FL20C_I089K01N28,True,4723631.384083,0.007330,0.140215,0.689539,0.909447,0.807004
49,FL20C_I048K01N28,True,4748163.764366,0.009730,0.146137,0.656668,1.052326,0.954614
27,FL20C_I026K01N28,True,4817479.037034,0.032370,0.162869,0.671462,0.969059,0.846439
16,FL20C_I015K01N28,True,4908469.622396,0.011170,0.184833,0.621318,1.043593,0.966138
62,FL20C_I061K01N28,True,4946710.918449,0.008950,0.194063,0.687246,0.965383,0.861806
