MAP,ENERGY
AZ20C_I000K01N09,3099496.053218
AZ20C_I001K01N09,3080212.230842
AZ20C_I002K01N09,3455824.506220
AZ20C_I003K01N09,3460598.635055
AZ20C_I005K01N09,3094321.254777
AZ20C_I006K01N09,3099496.053218
AZ20C_I007K01N09,3089281.643029
AZ20C_I008K01N09,3083818.273402
AZ20C_I009K01N09,3094298.467944
AZ20C_I011K01N09,3200787.122571
AZ20C_I012K01N09,3095823.230701
AZ20C_I014K01N09,3095288.854343
AZ20C_I015K01N09,3097007.367398
AZ20C_I016K01N09,3082109.416651
AZ20C_I017K01N09,3097427.796260
AZ20C_I018K01N09,3093331.811949
AZ20C_I019K01N09,3091355.839794
AZ20C_I020K01N09,3499339.132109
AZ20C_I022K01N09,3096900.171783
AZ20C_I023K01N09,3090206.515410
AZ20C_I025K01N09,3093528.568439
AZ20C_I026K01N09,3091655.428569
AZ20C_I027K01N09,3481011.180385
AZ20C_I028K01N09,3214023.607346
AZ20C_I029K01N09,3091276.911232
AZ20C_I030K01N09,3090056.335176
AZ20C_I031K01N09,3090496.834912
AZ20C_I032K01N09,3457444.548482
AZ20C_I033K01N09,3491384.553276
AZ20C_I034K01N09,3495968.369029
AZ20C_I035K01N09,3091851.652471
AZ20C_I036K01N09,3485197.020895
AZ20C_I038K01N09,3104531.611791
AZ20C_I039K01N09,3090185.673191
AZ20C_I040K01N09,3089080.456752
AZ20C_I042K01N09,3088191.002137
AZ20C_I043K01N09,3101451.003247
AZ20C_I044K01N09,3091764.643983
AZ20C_I045K01N09,3095369.940860
AZ20C_I047K01N09,3086960.324460
AZ20C_I048K01N09,3461102.824104
AZ20C_I050K01N09,3091029.124049
AZ20C_I051K01N09,3579176.769362
AZ20C_I052K01N09,3494724.538299
AZ20C_I053K01N09,3091618.832085
AZ20C_I054K01N09,3094213.045763
AZ20C_I055K01N09,3497553.941606
AZ20C_I056K01N09,3094627.267228
AZ20C_I057K01N09,3486968.745784
AZ20C_I060K01N09,3462868.953691
AZ20C_I061K01N09,3095542.661260
AZ20C_I062K01N09,3092856.615973
AZ20C_I063K01N09,3088526.218101
AZ20C_I065K01N09,3465560.366149
AZ20C_I066K01N09,3463339.245968
AZ20C_I068K01N09,3468669.063701
AZ20C_I069K01N09,3493281.070410
AZ20C_I070K01N09,3088740.020507
AZ20C_I072K01N09,3096900.171783
AZ20C_I073K01N09,3103772.575333
AZ20C_I074K01N09,3091320.919542
AZ20C_I075K01N09,3096965.132909
AZ20C_I077K01N09,3107980.892348
AZ20C_I078K01N09,3098199.224418
AZ20C_I079K01N09,3099496.053218
AZ20C_I081K01N09,3101451.729363
AZ20C_I082K01N09,3464447.714022
AZ20C_I083K01N09,3205304.769737
AZ20C_I084K01N09,3463497.652552
AZ20C_I085K01N09,3087486.298420
AZ20C_I086K01N09,3097801.633232
AZ20C_I087K01N09,3482554.817445
AZ20C_I088K01N09,3213139.796123
AZ20C_I089K01N09,3088794.398293
AZ20C_I091K01N09,3492140.801883
AZ20C_I092K01N09,3092611.878856
AZ20C_I093K01N09,3107980.892348
AZ20C_I094K01N09,3454830.328578
AZ20C_I096K01N09,3101229.345245
AZ20C_I097K01N09,3081911.986100
AZ20C_I098K01N09,3119083.991281
AZ20C_I099K01N09,3088658.484240
