#,MAP,CONTIGUOUS,ENERGY,POPDEV,DELTA,SHARED,UOM,ES
2,AZ20C_I001K01N09,True,2959691.650511,0.017540,0.000000,1.000000,0.000000,0.000000
9,AZ20C_I008K01N09,True,2963248.386055,0.013450,0.001202,0.939750,0.334022,0.135448
98,AZ20C_I097K01N09,True,2963275.484761,0.009460,0.001211,0.940727,0.303346,0.136115
17,AZ20C_I016K01N09,True,2964209.160936,0.016520,0.001526,0.973209,0.186390,0.055933
41,AZ20C_I040K01N09,True,2966505.063472,0.011400,0.002302,0.934723,0.338533,0.150907
86,AZ20C_I085K01N09,True,2966685.217827,0.016500,0.002363,0.976084,0.171904,0.049696
48,AZ20C_I047K01N09,True,2966887.739716,0.010020,0.002431,0.980215,0.142836,0.040862
90,AZ20C_I089K01N09,True,2967577.126581,0.007460,0.002664,0.975574,0.176820,0.050762
8,AZ20C_I007K01N09,True,2967897.045215,0.006360,0.002772,0.980916,0.142650,0.039243
20,AZ20C_I019K01N09,True,2967970.404935,0.006960,0.002797,0.952561,0.303388,0.102627
32,AZ20C_I031K01N09,True,2968235.858867,0.008630,0.002887,0.977835,0.166947,0.045727
71,AZ20C_I070K01N09,True,2968356.639666,0.006460,0.002928,0.939675,0.325376,0.136870
64,AZ20C_I063K01N09,True,2968616.947553,0.010750,0.003016,0.980667,0.138065,0.039844
75,AZ20C_I074K01N09,True,2968740.744540,0.007490,0.003057,0.969401,0.211160,0.064351
54,AZ20C_I053K01N09,True,2968860.501018,0.006870,0.003098,0.976095,0.172105,0.049658
43,AZ20C_I042K01N09,True,2969367.811379,0.006190,0.003269,0.886486,0.472375,0.288057
30,AZ20C_I029K01N09,True,2969407.322163,0.011380,0.003283,0.951328,0.285553,0.107152
31,AZ20C_I030K01N09,True,2969555.279671,0.012120,0.003333,0.973710,0.183519,0.055039
27,AZ20C_I026K01N09,True,2969689.852962,0.018400,0.003378,0.985369,0.112710,0.029995
100,AZ20C_I099K01N09,True,2969754.401006,0.006260,0.003400,0.977865,0.160602,0.045811
51,AZ20C_I050K01N09,True,2969933.026885,0.008350,0.003460,0.965838,0.213673,0.072875
36,AZ20C_I035K01N09,True,2970100.653612,0.008120,0.003517,0.971447,0.190564,0.060246
24,AZ20C_I023K01N09,True,2970158.880341,0.010200,0.003537,0.980297,0.139917,0.040798
40,AZ20C_I039K01N09,True,2970529.568688,0.011500,0.003662,0.978384,0.150371,0.044947
10,AZ20C_I009K01N09,True,2971174.778726,0.010480,0.003880,0.968017,0.222442,0.066864
15,AZ20C_I014K01N09,True,2971332.567702,0.007150,0.003933,0.933818,0.369539,0.150402
45,AZ20C_I044K01N09,True,2971355.776032,0.007690,0.003941,0.860259,0.485020,0.359001
73,AZ20C_I072K01N09,True,2971734.855733,0.007220,0.004069,0.928332,0.365827,0.165995
23,AZ20C_I022K01N09,True,2971734.855733,0.007220,0.004069,0.928332,0.365827,0.165995
76,AZ20C_I075K01N09,True,2971831.807728,0.004060,0.004102,0.928504,0.366186,0.165667
6,AZ20C_I005K01N09,True,2971840.897035,0.008100,0.004105,0.969686,0.205769,0.063685
63,AZ20C_I062K01N09,True,2972122.148253,0.005510,0.004200,0.855174,0.529417,0.375676
46,AZ20C_I045K01N09,True,2972126.857832,0.014730,0.004202,0.937299,0.332298,0.143638
57,AZ20C_I056K01N09,True,2972228.032393,0.010640,0.004236,0.955865,0.254020,0.097156
18,AZ20C_I017K01N09,True,2972442.132995,0.008020,0.004308,0.970423,0.215320,0.061539
26,AZ20C_I025K01N09,True,2972468.075036,0.012180,0.004317,0.979066,0.144753,0.043441
19,AZ20C_I018K01N09,True,2972892.398616,0.008620,0.004460,0.888626,0.453098,0.285003
55,AZ20C_I054K01N09,True,2973506.899861,0.006600,0.004668,0.842464,0.517641,0.392759
13,AZ20C_I012K01N09,True,2974032.566652,0.006710,0.004845,0.958530,0.256591,0.089804
62,AZ20C_I061K01N09,True,2974270.675686,0.006540,0.004926,0.841884,0.579486,0.411621
93,AZ20C_I092K01N09,True,2974274.143607,0.009400,0.004927,0.864512,0.492253,0.344992
97,AZ20C_I096K01N09,True,2974421.820365,0.012840,0.004977,0.946570,0.313444,0.118311
16,AZ20C_I015K01N09,True,2974893.977275,0.007510,0.005136,0.968045,0.213805,0.067777
87,AZ20C_I086K01N09,True,2975472.211301,0.017540,0.005332,0.975009,0.171198,0.052356
74,AZ20C_I073K01N09,True,2976299.200699,0.020750,0.005611,0.953456,0.278892,0.102473
80,AZ20C_I079K01N09,True,2976492.653143,0.014080,0.005677,0.977789,0.158442,0.046156
1,AZ20C_I000K01N09,True,2976492.653143,0.014080,0.005677,0.977789,0.158442,0.046156
7,AZ20C_I006K01N09,True,2976492.653143,0.014080,0.005677,0.977789,0.158442,0.046156
44,AZ20C_I043K01N09,True,2979334.388692,0.010270,0.006637,0.830133,0.531627,0.419495
82,AZ20C_I081K01N09,True,2979398.001830,0.009780,0.006658,0.831024,0.532751,0.419454
79,AZ20C_I078K01N09,True,2980760.841836,0.014790,0.007119,0.772524,0.744421,0.661792
99,AZ20C_I098K01N09,True,2981289.807574,0.010760,0.007297,0.915867,0.412458,0.202191
39,AZ20C_I038K01N09,True,2982150.087491,0.013110,0.007588,0.888523,0.466475,0.281933
78,AZ20C_I077K01N09,True,2982785.319103,0.010800,0.007803,0.849440,0.572328,0.395270
94,AZ20C_I093K01N09,True,2982785.319103,0.010800,0.007803,0.849440,0.572328,0.395270
69,AZ20C_I068K01N09,True,2988092.148809,0.014350,0.009596,0.794928,0.849010,0.535756
88,AZ20C_I087K01N09,True,3005597.926708,0.009830,0.015510,0.650279,1.138930,1.000438
53,AZ20C_I052K01N09,True,3024536.321890,0.008600,0.021909,0.734768,0.938172,0.723019
56,AZ20C_I055K01N09,True,3025741.999929,0.005980,0.022317,0.774072,0.938069,0.607589
34,AZ20C_I033K01N09,True,3029608.694270,0.010330,0.023623,0.843801,0.671742,0.392017
37,AZ20C_I036K01N09,True,3029947.255359,0.007980,0.023737,0.731797,0.849874,0.707973
12,AZ20C_I011K01N09,True,3031231.267750,0.009640,0.024171,0.827969,0.721589,0.442423
28,AZ20C_I027K01N09,True,3033592.070884,0.012200,0.024969,0.840234,0.685688,0.403120
84,AZ20C_I083K01N09,True,3034241.282666,0.012800,0.025188,0.853184,0.650775,0.363254
89,AZ20C_I088K01N09,True,3034688.447395,0.010550,0.025339,0.747007,0.831076,0.676261
29,AZ20C_I028K01N09,True,3038557.199736,0.011960,0.026647,0.833822,0.720028,0.426103
92,AZ20C_I091K01N09,True,3043887.906820,0.011000,0.028448,0.624700,1.192041,1.054439
52,AZ20C_I051K01N09,True,3043967.732391,0.005990,0.028475,0.711036,0.994477,0.784651
35,AZ20C_I034K01N09,True,3092187.075907,0.009910,0.044767,0.764604,0.799471,0.642556
58,AZ20C_I057K01N09,True,3135489.450345,0.010760,0.059397,0.708588,0.904028,0.804105
21,AZ20C_I020K01N09,True,3167162.492651,0.016120,0.070099,0.678270,0.941833,0.867461
70,AZ20C_I069K01N09,True,3295915.465370,0.008460,0.113601,0.658009,1.004707,0.948643
67,AZ20C_I066K01N09,True,3351857.139981,0.007620,0.132502,0.798827,0.592752,0.497090
83,AZ20C_I082K01N09,True,3353764.927192,0.012380,0.133147,0.792004,0.597652,0.522995
4,AZ20C_I003K01N09,True,3357737.089626,0.010150,0.134489,0.798917,0.607160,0.499869
49,AZ20C_I048K01N09,True,3363360.227274,0.008040,0.136389,0.804412,0.585586,0.471034
95,AZ20C_I094K01N09,True,3370260.859480,0.006300,0.138720,0.756668,0.776368,0.674805
66,AZ20C_I065K01N09,True,3370489.173506,0.012080,0.138797,0.788531,0.667434,0.507998
3,AZ20C_I002K01N09,True,3371277.982511,0.011940,0.139064,0.779405,0.719045,0.594250
33,AZ20C_I032K01N09,True,3373507.518783,0.008830,0.139817,0.760980,0.759922,0.653676
61,AZ20C_I060K01N09,True,3377121.731755,0.009930,0.141038,0.741807,0.823741,0.709820
85,AZ20C_I084K01N09,True,3383509.546966,0.012420,0.143197,0.712173,0.920783,0.820760
