BLOCK,PRECINCT
320019501001000,32001000016
320019501001001,32001000016
320019501001002,32001000016
320019501001003,32001000016
320019501001004,32001000016
320019501001005,32001000016
320019501001006,32001000016
320019501001007,32001000016
320019501001008,32001000016
320019501001009,32001000016
320019501001010,32001000016
320019501001011,32001000016
320019501001012,32001000016
320019501001013,32001000009
320019501001014,32001000009
320019501001015,32001000009
320019501001016,32001000009
320019501001017,32001000009
320019501001018,32001000009
320019501001019,32001000016
320019501001020,32001000016
320019501001021,32001000016
320019501001022,32001000016
320019501001023,32001000016
320019501001024,32001000016
320019501001025,32001000016
320019501001026,32001000016
320019501001027,32001000016
320019501001028,32001000016
320019501001029,32001000016
320019501001030,32001000016
320019501001031,32001000016
320019501001032,32001000016
320019501001033,32001000016
320019501001034,32001000016
320019501001035,32001000016
320019501001036,32001000016
320019501001037,32001000016
320019501001038,32001000016
320019501001039,32001000016
320019501001040,32001000016
320019501001041,32001000016
320019501001042,32001000016
320019501001043,32001000016
320019501001044,32001000016
320019501001045,32001000016
320019501001046,32001000016
320019501001047,32001000016
320019501001048,32001000016
320019501001049,32001000016
320019501001050,32001000016
320019501001051,32001000016
320019501001052,32001000016
320019501001053,32001000016
320019501001054,32001000016
320019501001055,32001000016
320019501001056,32001000016
320019501001057,32001000016
320019501001058,32001000016
320019501001059,32001000016
320019501001060,32001000016
320019501001061,32001000016
320019501001062,32001000016
320019501001063,32001000016
320019501001064,32001000016
320019501001065,32001000016
320019501001066,32001000016
320019501001067,32001000016
320019501001068,32001000016
320019501001069,32001000016
320019501001070,32001000016
320019501001071,32001000016
320019501001072,32001000016
320019501001073,32001000016
320019501001074,32001000016
320019501001075,32001000016
320019501001076,32001000016
320019501001077,32001000016
320019501001078,32001000016
320019501001079,32001000016
320019501001080,32001000016
320019501001081,32001000016
320019501001082,32001000016
320019501001083,32001000016
320019501001084,32001000016
320019501001085,32001000016
320019501001086,32001000016
320019501001087,32001000016
320019501001088,32001000016
320019501001089,32001000016
320019501001090,32001000016
320019501001091,32001000016
320019501001092,32001000016
320019501001093,32001000016
320019501001094,32001000016
320019501001095,32001000016
320019501001096,32001000016
320019501001097,32001000016
320019501001098,32001000016
320019501001099,32001000016
320019501001100,32001000016
320019501001101,32001000016
320019501001102,32001000016
320019501001103,32001000016
320019501001104,32001000016
320019501001105,32001000016
320019501001106,32001000016
320019501001107,32001000016
320019501001108,32001000016
320019501001109,32001000016
320019501001110,32001000016
320019501001111,32001000016
320019501001112,32001000016
320019501001113,32001000016
320019501001114,32001000016
320019501001115,32001000016
320019501001116,32001000009
320019501001117,32001000009
320019501001118,32001000009
320019501001119,32001000016
320019501001120,32001000009
320019501001121,32001000009
320019501001122,32001000009
320019501001123,32001000009
320019501001124,32001000016
320019501001125,32001000016
320019501001126,32001000016
320019501001127,32001000016
320019501001128,32001000016
320019501001129,32001000016
320019501001130,32001000016
320019501001131,32001000016
320019501001132,32001000016
320019501001133,32001000016
320019501001134,32001000016
320019501001135,32001000016
320019501001136,32001000016
320019501001137,32001000016
320019501001138,32001000016
320019501001139,32001000016
320019501001140,32001000016
320019501001141,32001000016
320019501001142,32001000016
320019501001143,32001000016
320019501001144,32001000016
320019501001145,32001000016
320019501001146,32001000016
320019501001147,32001000016
320019501001148,32001000016
320019501001149,32001000016
320019501001150,32001000016
320019501001151,32001000016
320019501001152,32001000016
320019501001153,32001000016
320019501001154,32001000016
320019501001155,32001000016
320019501001156,32001000016
320019501001157,32001000016
320019501001158,32001000016
320019501001159,32001000016
320019501001160,32001000016
320019501001161,32001000016
320019501001162,32001000016
320019501001163,32001000016
320019501001164,32001000016
320019501001165,32001000016
320019501001166,32001000016
320019501001167,32001000016
320019501001168,32001000016
320019501001169,32001000016
320019501001170,32001000016
320019501001171,32001000016
320019501001172,32001000016
320019501001173,32001000016
320019501001174,32001000016
320019501001175,32001000016
320019501001176,32001000016
320019501001177,32001000016
320019501001178,32001000016
320019501001179,32001000016
320019501001180,32001000016
320019501001181,32001000016
320019501001182,32001000016
320019501001183,32001000016
320019501001184,32001000016
320019501001185,32001000016
320019501001186,32001000016
320019501001187,32001000016
320019501001188,32001000016
320019501001189,32001000016
320019501001190,32001000016
320019501001191,32001000016
320019501001192,32001000016
320019501001193,32001000016
320019501001194,32001000016
320019501001195,32001000016
320019501001196,32001000016
320019501001197,32001000016
320019501001198,32001000016
320019501001199,32001000016
320019501001200,32001000016
320019501001201,32001000016
320019501001202,32001000016
320019501001203,32001000016
320019501001204,32001000016
320019501001205,32001000016
320019501001206,32001000016
320019501001207,32001000016
320019501001208,32001000016
320019501001209,32001000016
320019501001210,32001000016
320019501001211,32001000016
320019501001212,32001000016
320019501001213,32001000016
320019501001214,32001000016
320019501001215,32001000012
320019501001216,32001000012
320019501001217,32001000012
320019501001218,32001000012
320019501001219,32001000012
320019501001220,32001000012
320019501001221,32001000016
320019501001222,32001000016
320019501001223,32001000016
320019501001224,32001000016
320019501001225,32001000016
320019501001226,32001000016
320019501001227,32001000016
320019501001228,32001000016
320019501001229,32001000016
320019501001230,32001000016
320019501001231,32001000012
320019501001232,32001000012
320019501001233,32001000016
320019501001234,32001000016
320019501001235,32001000016
320019501001236,32001000016
320019501001237,32001000016
320019501001238,32001000016
320019501001239,32001000016
320019501001240,32001000016
320019501001241,32001000012
320019501001242,32001000012
320019501001243,32001000012
320019501001244,32001000012
320019501001245,32001000012
320019501001246,32001000004
320019501001247,32001000012
320019501001248,32001000012
320019501001249,32001000004
320019501001250,32001000004
320019501001251,32001000004
320019501001252,32001000004
320019501001253,32001000004
320019501001254,32001000004
320019501001255,32001000013
320019501001256,32001000013
320019501001257,32001000013
320019501001258,32001000016
320019501001259,32001000016
320019501001260,32001000016
320019501001261,32001008-02
320019501001262,32001008-02
320019501001263,32001000016
320019501001264,32001000016
320019501001265,32001000016
320019501001266,32001000016
320019501001267,32001000016
320019501001268,32001000016
320019501001269,32001000016
320019501001270,32001000016
320019501001271,32001000016
320019501001272,32001000016
320019501001273,32001000016
320019501001274,32001000016
320019501001275,32001000016
320019501001276,32001000016
320019501001277,32001000016
320019501001278,32001000016
320019501001279,32001000016
320019501001280,32001000016
320019501001281,32001000016
320019501001282,32001000016
320019501001283,32001000016
320019501001284,32001000016
320019501001285,32001000016
320019501001286,32001000016
320019501001287,32001000016
320019501001288,32001000016
320019501001289,32001000016
320019501001290,32001000016
320019501001291,32001000016
320019501001292,32001000016
320019501001293,32001000016
320019501001294,32001000016
320019501001295,32001000016
320019501001296,32001000016
320019501001297,32001000016
320019501001298,32001000016
320019501001299,32001000016
320019501001300,32001000016
320019501001301,32001000016
320019501001302,32001000016
320019501001303,32001000016
320019501001304,32001000016
320019501001305,32001000016
320019501001306,32001000016
320019501001307,32001000016
320019501001308,32001000016
320019501001309,32001000016
320019501001310,32001000016
320019501001311,32001000016
320019501001312,32001000016
320019501001313,32001000016
320019501001314,32001000016
320019501001315,32001000016
320019501001316,32001000016
320019501001317,32001000016
320019501001318,32001000016
320019501001319,32001000009
320019501001320,32001000016
320019501001321,32001000016
320019501001322,32001000016
320019501001323,32001000016
320019501001324,32001000016
320019501001325,32001000016
320019501001326,32001000016
320019501001327,32001000016
320019501001328,32001000016
320019501002000,32001000013
320019501002001,32001000013
320019501002002,32001000008
320019501002003,32001000008
320019501002004,32001000008
320019501002005,32001000008
320019501002006,32001000008
320019501002007,32001000008
320019501002008,32001000008
320019501002009,32001000013
320019501002010,32001000013
320019501002011,32001000013
320019501002012,32001000013
320019501002013,32001000013
320019501002014,32001000013
320019501002015,32001000013
320019501002016,32001000013
320019501002017,32001000013
320019501002018,32001000013
320019501002019,32001000013
320019501002020,32001000013
320019501002021,32001000013
320019501002022,32001000013
320019501002023,32001000013
320019501002024,32001000013
320019501002025,32001000013
320019501002026,32001000013
320019501002027,32001000013
320019501002028,32001000013
320019501002029,32001000013
320019501002030,32001000012
320019501002031,32001000012
320019501002032,32001000012
320019501002033,32001000012
320019501002034,32001000012
320019501002035,32001000012
320019501002036,32001000012
320019501002037,32001000012
320019501002038,32001000012
320019501002039,32001000013
320019501002040,32001000013
320019501002041,32001000013
320019501002042,32001000013
320019501002043,32001000013
320019501002044,32001000012
320019501002045,32001000012
320019501002046,32001000012
320019501002047,32001000012
320019501002048,32001000012
320019501002049,32001000012
320019501002050,32001000013
320019501002051,32001000012
320019501002052,32001000012
320019501002053,32001000012
320019501002054,32001000012
320019501002055,32001000012
320019501002056,32001000012
320019501002057,32001000012
320019501002058,32001000012
320019501002059,32001000012
320019501002060,32001000012
320019501002061,32001000012
320019501002062,32001000012
320019501002063,32001000012
320019501002064,32001000012
320019501002065,32001000012
320019501002066,32001000012
320019501002067,32001000012
320019501002068,32001000012
320019501002069,32001000012
320019501002070,32001000012
320019501002071,32001000012
320019501002072,32001000012
320019501002073,32001000012
320019501002074,32001000012
320019501002075,32001000012
320019501002076,32001000012
320019501002077,32001000012
320019501002078,32001000012
320019501002079,32001000012
320019501002080,32001000012
320019501002081,32001000012
320019501002082,32001000012
320019501002083,32001000012
320019501002084,32001000012
320019501002085,32001000012
320019501002086,32001000012
320019501002087,32001000012
320019501002088,32001000012
320019501002089,32001000012
320019501002090,32001000013
320019501002091,32001000012
320019501002092,32001000012
320019501002093,32001000012
320019501002094,32001000012
320019501002095,32001000012
320019503011000,32001000004
320019503011001,32001000004
320019503011002,32001000004
320019503011003,32001000005
320019503011004,32001000005
320019503011005,32001000005
320019503011006,32001000005
320019503011007,32001000005
320019503011008,32001000005
320019503011009,32001000005
320019503011010,32001000005
320019503011011,32001000005
320019503011012,32001000005
320019503011013,32001000005
320019503011014,32001000005
320019503011015,32001000005
320019503011016,32001000005
320019503011017,32001000005
320019503011018,32001000005
320019503011019,32001000004
320019503011020,32001000004
320019503011021,32001000004
320019503011022,32001000004
320019503011023,32001000004
320019503011024,32001000004
320019503011025,32001000004
